,series_id,FIPS,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1,id,Area_Type,area_text,display_level,selectable,sort_sequence,FIPS_code
829,LAUCN190950000000003,CN1909500000000,3.952,2.9,2012M07,2012M11_3moAve,2012M11_3moAve,47,4.952,2010M09_3moAve,21,2040,F,"Iowa County, IA",0,T,2166,CN1909500000000
830,LAUCN190970000000003,CN1909700000000,4.928,3.5,2012M07,2012M09_3moAve,2012M09_3moAve,45,5.928,2011M09_3moAve,33,2041,F,"Jackson County, IA",0,T,2167,CN1909700000000
831,LAUCN190990000000003,CN1909900000000,6.976,3.4,2010M05,2010M09_3moAve,2010M09_3moAve,21,7.976,2009M10_3moAve,10,2042,F,"Jasper County, IA",0,T,2168,CN1909900000000
832,LAUCN191010000000003,CN1910100000000,4.288,3.4,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.288,2012M05_3moAve,41,2043,F,"Jefferson County, IA",0,T,2169,CN1910100000000
833,LAUCN191030000000003,CN1910300000000,2.864,2.8,2014M10,2014M12_3moAve,2014M12_3moAve,72,3.864,2010M11_3moAve,23,2044,F,"Johnson County, IA",0,T,2170,CN1910300000000
834,LAUCN191050000000003,CN1910500000000,4.308,3.3,2013M10,2014M10_3moAve,2014M10_3moAve,70,5.308,2010M11_3moAve,23,2045,F,"Jones County, IA",0,T,2171,CN1910500000000
835,LAUCN191070000000003,CN1910700000000,4.364,3.5,2013M10,2014M06_3moAve,2014M06_3moAve,66,5.364,2010M11_3moAve,23,2046,F,"Keokuk County, IA",0,T,2172,CN1910700000000
836,LAUCN191090000000003,CN1910900000000,3.78,2.5,2011M10,2011M11_3moAve,2011M11_3moAve,35,4.78,2010M09_3moAve,21,2047,F,"Kossuth County, IA",0,T,2173,CN1910900000000
837,LAUCN191110000000003,CN1911100000000,6.124,5.9,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.124,2012M05_3moAve,41,2048,F,"Lee County, IA",0,T,2174,CN1911100000000
838,LAUCN191130000000003,CN1911300000000,3.86,3.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.86,2013M08_3moAve,56,2049,F,"Linn County, IA",0,T,2175,CN1911300000000
839,LAUCN191150000000003,CN1911500000000,4.228,3.6,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.228,2012M06_3moAve,42,2050,F,"Louisa County, IA",0,T,2176,CN1911500000000
840,LAUCN191170000000003,CN1911700000000,3.972,3.4,2014M04,2014M06_3moAve,2014M06_3moAve,66,4.972,2011M10_3moAve,34,2051,F,"Lucas County, IA",0,T,2177,CN1911700000000
841,LAUCN191190000000003,CN1911900000000,2.52,1.8,2011M10,2013M10_3moAve,2013M10_3moAve,58,3.52,2010M09_3moAve,21,2052,F,"Lyon County, IA",0,T,2178,CN1911900000000
842,LAUCN191210000000003,CN1912100000000,4.476,3.4,2013M07,2013M09_3moAve,2013M09_3moAve,57,5.476,2011M08_3moAve,32,2053,F,"Madison County, IA",0,T,2179,CN1912100000000
843,LAUCN191230000000003,CN1912300000000,4.072,3.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.072,2012M06_3moAve,42,2054,F,"Mahaska County, IA",0,T,2180,CN1912300000000
844,LAUCN191250000000003,CN1912500000000,3.796,3.0,2014M04,2014M06_3moAve,2014M06_3moAve,66,4.796,2011M11_3moAve,35,2055,F,"Marion County, IA",0,T,2181,CN1912500000000
845,LAUCN191270000000003,CN1912700000000,4.576,4.1,2015M05,2015M06_3moAve,2015M06_3moAve,78,5.576,2013M07_3moAve,55,2056,F,"Marshall County, IA",0,T,2182,CN1912700000000
846,LAUCN191290000000003,CN1912900000000,3.696,4.1,2015M04,,0,-24108,4.696,2009M05_3moAve,5,2057,F,"Mills County, IA",0,T,2183,CN1912900000000
847,LAUCN191310000000003,CN1913100000000,3.688,2.5,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.688,2010M09_3moAve,21,2058,F,"Mitchell County, IA",0,T,2184,CN1913100000000
848,LAUCN191330000000003,CN1913300000000,5.448,3.6,2013M06,2013M07_3moAve,2013M07_3moAve,55,6.448,2010M10_3moAve,22,2059,F,"Monona County, IA",0,T,2185,CN1913300000000
849,LAUCN191350000000003,CN1913500000000,4.296,3.9,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.296,2012M07_3moAve,43,2060,F,"Monroe County, IA",0,T,2186,CN1913500000000
850,LAUCN191370000000003,CN1913700000000,5.992,3.3,2011M04,2011M05_3moAve,2011M05_3moAve,29,6.992,2010M06_3moAve,18,2061,F,"Montgomery County, IA",0,T,2187,CN1913700000000
851,LAUCN191390000000003,CN1913900000000,3.872,3.6,2015M04,2015M06_3moAve,2015M06_3moAve,78,4.872,2013M09_3moAve,57,2062,F,"Muscatine County, IA",0,T,2188,CN1913900000000
852,LAUCN191410000000003,CN1914100000000,3.18,2.8,2013M05,2013M11_3moAve,2013M11_3moAve,59,4.18,2010M10_3moAve,22,2063,F,"O'Brien County, IA",0,T,2189,CN1914100000000
853,LAUCN191430000000003,CN1914300000000,3.564,2.6,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.564,2010M10_3moAve,22,2064,F,"Osceola County, IA",0,T,2190,CN1914300000000
854,LAUCN191450000000003,CN1914500000000,4.7,3.9,2013M10,2014M06_3moAve,2014M06_3moAve,66,5.7,2011M05_3moAve,29,2065,F,"Page County, IA",0,T,2191,CN1914500000000
855,LAUCN191470000000003,CN1914700000000,3.792,3.0,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.792,2011M05_3moAve,29,2066,F,"Palo Alto County, IA",0,T,2192,CN1914700000000
856,LAUCN191490000000003,CN1914900000000,3.196,2.6,2014M05,2015M04_3moAve,2015M04_3moAve,76,4.196,2010M09_3moAve,21,2067,F,"Plymouth County, IA",0,T,2193,CN1914900000000
857,LAUCN191510000000003,CN1915100000000,3.168,2.8,2014M09,2014M09_3moAve,2014M09_3moAve,69,4.168,2011M06_3moAve,30,2068,F,"Pocahontas County, IA",0,T,2194,CN1915100000000
858,LAUCN191530000000003,CN1915300000000,3.764,3.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.764,2013M07_3moAve,55,2069,F,"Polk County, IA",0,T,2195,CN1915300000000
859,LAUCN191550000000003,CN1915500000000,4.244,3.4,2013M09,2013M10_3moAve,2013M10_3moAve,58,5.244,2009M06_3moAve,6,2070,F,"Pottawattamie County, IA",0,T,2196,CN1915500000000
860,LAUCN191570000000003,CN1915700000000,4.232,3.8,2012M09,2012M11_3moAve,2012M11_3moAve,47,5.232,2010M10_3moAve,22,2071,F,"Poweshiek County, IA",0,T,2197,CN1915700000000
861,LAUCN191590000000003,CN1915900000000,4.356,3.1,2010M05,2010M07_3moAve,2010M07_3moAve,19,5.356,2009M06_3moAve,6,2072,F,"Ringgold County, IA",0,T,2198,CN1915900000000
862,LAUCN191610000000003,CN1916100000000,3.596,3.1,2011M11,2013M11_3moAve,2013M11_3moAve,59,4.596,2009M09_3moAve,9,2073,F,"Sac County, IA",0,T,2199,CN1916100000000
863,LAUCN191630000000003,CN1916300000000,3.984,4.4,,,0,-24108,4.984,2015M05_3moAve,77,2074,F,"Scott County, IA",0,T,2200,CN1916300000000
864,LAUCN191650000000003,CN1916500000000,3.16,2.5,2012M09,2013M10_3moAve,2013M10_3moAve,58,4.16,2009M05_3moAve,5,2075,F,"Shelby County, IA",0,T,2201,CN1916500000000
865,LAUCN191670000000003,CN1916700000000,2.684,2.3,2013M10,2013M11_3moAve,2013M11_3moAve,59,3.684,2009M11_3moAve,11,2076,F,"Sioux County, IA",0,T,2202,CN1916700000000
866,LAUCN191690000000003,CN1916900000000,2.968,2.7,2012M11,2013M11_3moAve,2013M11_3moAve,59,3.968,2010M10_3moAve,22,2077,F,"Story County, IA",0,T,2203,CN1916900000000
867,LAUCN191710000000003,CN1917100000000,4.832,3.8,2012M10,2013M09_3moAve,2013M09_3moAve,57,5.832,2010M07_3moAve,19,2078,F,"Tama County, IA",0,T,2204,CN1917100000000
868,LAUCN191730000000003,CN1917300000000,4.036,3.2,2012M04,2012M05_3moAve,2012M05_3moAve,41,5.036,2010M10_3moAve,22,2079,F,"Taylor County, IA",0,T,2205,CN1917300000000
869,LAUCN191750000000003,CN1917500000000,4.332,3.8,2012M09,2012M11_3moAve,2012M11_3moAve,47,5.332,2010M07_3moAve,19,2080,F,"Union County, IA",0,T,2206,CN1917500000000
870,LAUCN191770000000003,CN1917700000000,4.572,3.7,2013M10,2014M06_3moAve,2014M06_3moAve,66,5.572,2012M05_3moAve,41,2081,F,"Van Buren County, IA",0,T,2207,CN1917700000000
871,LAUCN191790000000003,CN1917900000000,4.68,4.7,2015M05,,0,-24108,5.68,2014M05_3moAve,65,2082,F,"Wapello County, IA",0,T,2208,CN1917900000000
872,LAUCN191810000000003,CN1918100000000,3.532,2.9,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.532,2012M09_3moAve,45,2083,F,"Warren County, IA",0,T,2209,CN1918100000000
873,LAUCN191830000000003,CN1918300000000,3.74,2.8,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.74,2010M10_3moAve,22,2084,F,"Washington County, IA",0,T,2210,CN1918300000000
874,LAUCN191850000000003,CN1918500000000,4.384,3.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.384,2010M11_3moAve,23,2085,F,"Wayne County, IA",0,T,2211,CN1918500000000
875,LAUCN191870000000003,CN1918700000000,4.152,4.4,2015M05,,0,-24108,5.152,2013M09_3moAve,57,2086,F,"Webster County, IA",0,T,2212,CN1918700000000
876,LAUCN191890000000003,CN1918900000000,4.872,4.0,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.872,2011M11_3moAve,35,2087,F,"Winnebago County, IA",0,T,2213,CN1918900000000
877,LAUCN191910000000003,CN1919100000000,3.976,3.0,2011M09,2011M11_3moAve,2011M11_3moAve,35,4.976,2009M11_3moAve,11,2088,F,"Winneshiek County, IA",0,T,2214,CN1919100000000
878,LAUCN191930000000003,CN1919300000000,3.872,3.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.872,2012M10_3moAve,46,2089,F,"Woodbury County, IA",0,T,2215,CN1919300000000
879,LAUCN191950000000003,CN1919500000000,4.452,3.7,2014M05,2014M07_3moAve,2014M07_3moAve,67,5.452,2012M06_3moAve,42,2090,F,"Worth County, IA",0,T,2216,CN1919500000000
880,LAUCN191970000000003,CN1919700000000,4.184,3.8,2013M07,2013M09_3moAve,2013M09_3moAve,57,5.184,2012M09_3moAve,45,2091,F,"Wright County, IA",0,T,2217,CN1919700000000
881,LAUCN200010000000003,CN2000100000000,4.308,6.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.308,2013M11_3moAve,59,2092,F,"Allen County, KS",0,T,2273,CN2000100000000
882,LAUCN200030000000003,CN2000300000000,4.76,5.9,2013M12,2014M10_3moAve,2014M10_3moAve,70,5.76,2012M11_3moAve,47,2093,F,"Anderson County, KS",0,T,2274,CN2000300000000
883,LAUCN200050000000003,CN2000500000000,4.616,8.0,,,0,-24108,5.616,2014M11_3moAve,71,2094,F,"Atchison County, KS",0,T,2275,CN2000500000000
884,LAUCN200070000000003,CN2000700000000,3.252,5.2,2013M12,2014M06_3moAve,2014M06_3moAve,66,4.252,2010M11_3moAve,23,2095,F,"Barber County, KS",0,T,2276,CN2000700000000
885,LAUCN200090000000003,CN2000900000000,3.408,4.9,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.408,2012M10_3moAve,46,2096,F,"Barton County, KS",0,T,2277,CN2000900000000
886,LAUCN200110000000003,CN2001100000000,4.636,5.7,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.636,2013M11_3moAve,59,2097,F,"Bourbon County, KS",0,T,2278,CN2001100000000
887,LAUCN200130000000003,CN2001300000000,4.236,5.0,2013M10,2014M05_3moAve,2014M05_3moAve,65,5.236,2012M05_3moAve,41,2098,F,"Brown County, KS",0,T,2279,CN2001300000000
888,LAUCN200150000000003,CN2001500000000,4.256,5.2,2014M11,2014M12_3moAve,2014M12_3moAve,72,5.256,2013M11_3moAve,59,2099,F,"Butler County, KS",0,T,2280,CN2001500000000
889,LAUCN200170000000003,CN2001700000000,4.08,4.2,2013M11,2013M12_3moAve,2013M12_3moAve,60,5.08,2009M11_3moAve,11,2100,F,"Chase County, KS",0,T,2281,CN2001700000000
890,LAUCN200190000000003,CN2001900000000,4.656,6.9,2014M11,,0,-24108,5.656,2013M12_3moAve,60,2101,F,"Chautauqua County, KS",0,T,2282,CN2001900000000
891,LAUCN200210000000003,CN2002100000000,5.032,5.7,2013M12,2014M10_3moAve,2014M10_3moAve,70,6.032,2013M11_3moAve,59,2102,F,"Cherokee County, KS",0,T,2283,CN2002100000000
892,LAUCN200230000000003,CN2002300000000,3.348,3.5,2009M02,2009M02_3moAve,2009M02_3moAve,2,4.348,2009M05_3moAve,5,2103,F,"Cheyenne County, KS",0,T,2284,CN2002300000000
893,LAUCN200250000000003,CN2002500000000,3.1,3.0,2012M11,2012M12_3moAve,2012M12_3moAve,48,4.1,2009M05_3moAve,5,2104,F,"Clark County, KS",0,T,2285,CN2002500000000
894,LAUCN200270000000003,CN2002700000000,3.388,5.5,,,0,-24108,4.388,2009M05_3moAve,5,2105,F,"Clay County, KS",0,T,2286,CN2002700000000
895,LAUCN200290000000003,CN2002900000000,3.624,4.8,2013M10,2013M12_3moAve,2013M12_3moAve,60,4.624,2009M05_3moAve,5,2106,F,"Cloud County, KS",0,T,2287,CN2002900000000
896,LAUCN200310000000003,CN2003100000000,4.616,8.0,2009M10,2014M04_3moAve,2014M04_3moAve,64,5.616,2009M10_3moAve,10,2107,F,"Coffey County, KS",0,T,2288,CN2003100000000
897,LAUCN200330000000003,CN2003300000000,3.156,4.1,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.156,2009M05_3moAve,5,2108,F,"Comanche County, KS",0,T,2289,CN2003300000000
898,LAUCN200350000000003,CN2003500000000,4.204,5.8,2014M04,,0,-24108,5.204,2014M01_3moAve,61,2109,F,"Cowley County, KS",0,T,2290,CN2003500000000
899,LAUCN200370000000003,CN2003700000000,5.1,6.2,2013M12,2014M11_3moAve,2014M11_3moAve,71,6.1,2012M11_3moAve,47,2110,F,"Crawford County, KS",0,T,2291,CN2003700000000
900,LAUCN200390000000003,CN2003900000000,3.112,4.6,2009M12,2014M11_3moAve,2014M11_3moAve,71,4.112,2009M05_3moAve,5,2111,F,"Decatur County, KS",0,T,2292,CN2003900000000
901,LAUCN200410000000003,CN2004100000000,3.932,5.8,,,0,-24108,4.932,2014M09_3moAve,69,2112,F,"Dickinson County, KS",0,T,2293,CN2004100000000
902,LAUCN200430000000003,CN2004300000000,5.156,5.6,2013M04,2013M10_3moAve,2013M10_3moAve,58,6.156,2012M09_3moAve,45,2113,F,"Doniphan County, KS",0,T,2294,CN2004300000000
903,LAUCN200450000000003,CN2004500000000,4.044,4.8,2013M10,2013M12_3moAve,2013M12_3moAve,60,5.044,2011M12_3moAve,36,2114,F,"Douglas County, KS",0,T,2295,CN2004500000000
904,LAUCN200470000000003,CN2004700000000,3.136,4.4,2013M11,2009M01_3moAve,2009M01_3moAve,1,4.136,2009M05_3moAve,5,2115,F,"Edwards County, KS",0,T,2296,CN2004700000000
905,LAUCN200490000000003,CN2004900000000,5.72,7.3,2012M10,2012M12_3moAve,2012M12_3moAve,48,6.72,2011M11_3moAve,35,2116,F,"Elk County, KS",0,T,2297,CN2004900000000
906,LAUCN200510000000003,CN2005100000000,2.912,3.6,2013M04,2013M11_3moAve,2013M11_3moAve,59,3.912,2009M10_3moAve,10,2117,F,"Ellis County, KS",0,T,2298,CN2005100000000
907,LAUCN200530000000003,CN2005300000000,3.344,3.7,2012M04,2012M06_3moAve,2012M06_3moAve,42,4.344,2009M05_3moAve,5,2118,F,"Ellsworth County, KS",0,T,2299,CN2005300000000
908,LAUCN200550000000003,CN2005500000000,3.488,4.5,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.488,2009M05_3moAve,5,2119,F,"Finney County, KS",0,T,2300,CN2005500000000
909,LAUCN200570000000003,CN2005700000000,3.104,4.3,2009M12,2009M01_3moAve,2009M01_3moAve,1,4.104,2009M05_3moAve,5,2120,F,"Ford County, KS",0,T,2301,CN2005700000000
910,LAUCN200590000000003,CN2005900000000,5.344,5.7,2013M11,2013M11_3moAve,2013M11_3moAve,59,6.344,2012M12_3moAve,48,2121,F,"Franklin County, KS",0,T,2302,CN2005900000000
911,LAUCN200610000000003,CN2006100000000,4.544,7.6,,,0,-24108,5.544,,-24108,2122,F,"Geary County, KS",0,T,2303,CN2006100000000
912,LAUCN200630000000003,CN2006300000000,2.9,3.6,2009M01,2009M01_3moAve,2009M01_3moAve,1,3.9,2009M05_3moAve,5,2123,F,"Gove County, KS",0,T,2304,CN2006300000000
913,LAUCN200650000000003,CN2006500000000,3.22,4.8,2012M04,2012M11_3moAve,2012M11_3moAve,47,4.22,2009M11_3moAve,11,2124,F,"Graham County, KS",0,T,2305,CN2006500000000
914,LAUCN200670000000003,CN2006700000000,2.852,4.5,,,0,-24108,3.852,2009M05_3moAve,5,2125,F,"Grant County, KS",0,T,2306,CN2006700000000
915,LAUCN200690000000003,CN2006900000000,2.636,3.0,2009M12,2009M12_3moAve,2009M12_3moAve,12,3.636,2009M05_3moAve,5,2126,F,"Gray County, KS",0,T,2307,CN2006900000000
916,LAUCN200710000000003,CN2007100000000,3.492,2.8,2009M04,2009M12_3moAve,2009M12_3moAve,12,4.492,2009M05_3moAve,5,2127,F,"Greeley County, KS",0,T,2308,CN2007100000000
917,LAUCN200730000000003,CN2007300000000,4.952,5.4,2013M04,2013M11_3moAve,2013M11_3moAve,59,5.952,2011M11_3moAve,35,2128,F,"Greenwood County, KS",0,T,2309,CN2007300000000
918,LAUCN200750000000003,CN2007500000000,3.432,2.5,2010M01,2009M01_3moAve,2009M01_3moAve,1,4.432,2009M05_3moAve,5,2129,F,"Hamilton County, KS",0,T,2310,CN2007500000000
919,LAUCN200770000000003,CN2007700000000,3.112,4.7,2014M10,,0,-24108,4.112,2012M10_3moAve,46,2130,F,"Harper County, KS",0,T,2311,CN2007700000000
920,LAUCN200790000000003,CN2007900000000,3.808,4.8,2014M12,,0,-24108,4.808,2013M10_3moAve,58,2131,F,"Harvey County, KS",0,T,2312,CN2007900000000
921,LAUCN200810000000003,CN2008100000000,2.808,3.1,2012M12,2009M01_3moAve,2009M01_3moAve,1,3.808,2009M05_3moAve,5,2132,F,"Haskell County, KS",0,T,2313,CN2008100000000
922,LAUCN200830000000003,CN2008300000000,3.712,3.9,2009M01,2009M01_3moAve,2009M01_3moAve,1,4.712,2009M05_3moAve,5,2133,F,"Hodgeman County, KS",0,T,2314,CN2008300000000
923,LAUCN200850000000003,CN2008500000000,5.648,4.6,2010M12,2010M12_3moAve,2010M12_3moAve,24,6.648,2009M10_3moAve,10,2134,F,"Jackson County, KS",0,T,2315,CN2008500000000
924,LAUCN200870000000003,CN2008700000000,5.128,5.0,2013M11,2013M12_3moAve,2013M12_3moAve,60,6.128,2012M05_3moAve,41,2135,F,"Jefferson County, KS",0,T,2316,CN2008700000000
925,LAUCN200890000000003,CN2008900000000,3.016,5.0,2013M12,,0,-24108,4.016,2009M05_3moAve,5,2136,F,"Jewell County, KS",0,T,2317,CN2008900000000
926,LAUCN200910000000003,CN2009100000000,4.32,4.0,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.32,2011M10_3moAve,34,2137,F,"Johnson County, KS",0,T,2318,CN2009100000000
927,LAUCN200930000000003,CN2009300000000,3.32,4.1,2013M09,2013M11_3moAve,2013M11_3moAve,59,4.32,2009M11_3moAve,11,2138,F,"Kearny County, KS",0,T,2319,CN2009300000000
928,LAUCN200950000000003,CN2009500000000,3.352,5.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,4.352,2014M05_3moAve,65,2139,F,"Kingman County, KS",0,T,2320,CN2009500000000
929,LAUCN200970000000003,CN2009700000000,4.096,4.4,2009M01,2009M01_3moAve,2009M01_3moAve,1,5.096,2009M05_3moAve,5,2140,F,"Kiowa County, KS",0,T,2321,CN2009700000000
930,LAUCN200990000000003,CN2009900000000,5.104,6.9,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.104,2014M05_3moAve,65,2141,F,"Labette County, KS",0,T,2322,CN2009900000000
931,LAUCN201010000000003,CN2010100000000,3.64,3.9,2009M03,2009M07_3moAve,2009M07_3moAve,7,4.64,2009M05_3moAve,5,2142,F,"Lane County, KS",0,T,2323,CN2010100000000
932,LAUCN201030000000003,CN2010300000000,5.592,5.1,2013M10,2013M11_3moAve,2013M11_3moAve,59,6.592,2011M12_3moAve,36,2143,F,"Leavenworth County, KS",0,T,2324,CN2010300000000
933,LAUCN201050000000003,CN2010500000000,3.808,4.2,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.808,2011M11_3moAve,35,2144,F,"Lincoln County, KS",0,T,2325,CN2010500000000
934,LAUCN201070000000003,CN2010700000000,6.548,6.9,2014M09,2014M11_3moAve,2014M11_3moAve,71,7.548,2013M11_3moAve,59,2145,F,"Linn County, KS",0,T,2326,CN2010700000000
935,LAUCN201090000000003,CN2010900000000,2.816,3.3,2009M11,2012M06_3moAve,2012M06_3moAve,42,3.816,2009M05_3moAve,5,2146,F,"Logan County, KS",0,T,2327,CN2010900000000
936,LAUCN201110000000003,CN2011100000000,4.944,5.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.944,2009M10_3moAve,10,2147,F,"Lyon County, KS",0,T,2328,CN2011100000000
937,LAUCN201130000000003,CN2011300000000,3.524,3.9,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.524,2011M06_3moAve,30,2148,F,"McPherson County, KS",0,T,2329,CN2011300000000
938,LAUCN201150000000003,CN2011500000000,3.684,4.8,2014M12,2015M04_3moAve,2015M04_3moAve,76,4.684,2012M12_3moAve,48,2149,F,"Marion County, KS",0,T,2330,CN2011500000000
939,LAUCN201170000000003,CN2011700000000,3.456,3.6,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.456,2011M10_3moAve,34,2150,F,"Marshall County, KS",0,T,2331,CN2011700000000
940,LAUCN201190000000003,CN2011900000000,2.916,4.1,2012M09,2013M10_3moAve,2013M10_3moAve,58,3.916,2009M10_3moAve,10,2151,F,"Meade County, KS",0,T,2332,CN2011900000000
941,LAUCN201210000000003,CN2012100000000,4.908,4.9,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.908,2012M10_3moAve,46,2152,F,"Miami County, KS",0,T,2333,CN2012100000000
942,LAUCN201230000000003,CN2012300000000,3.42,3.4,2009M01,2009M01_3moAve,2009M01_3moAve,1,4.42,2009M05_3moAve,5,2153,F,"Mitchell County, KS",0,T,2334,CN2012300000000
943,LAUCN201250000000003,CN2012500000000,5.212,8.3,2014M11,2014M12_3moAve,2014M12_3moAve,72,6.212,2013M11_3moAve,59,2154,F,"Montgomery County, KS",0,T,2335,CN2012500000000
944,LAUCN201270000000003,CN2012700000000,4.856,4.9,2013M09,2014M05_3moAve,2014M05_3moAve,65,5.856,2012M11_3moAve,47,2155,F,"Morris County, KS",0,T,2336,CN2012700000000
945,LAUCN201290000000003,CN2012900000000,2.772,5.6,,,0,-24108,3.772,2009M12_3moAve,12,2156,F,"Morton County, KS",0,T,2337,CN2012900000000
946,LAUCN201310000000003,CN2013100000000,3.1,3.4,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.1,2009M05_3moAve,5,2157,F,"Nemaha County, KS",0,T,2338,CN2013100000000
947,LAUCN201330000000003,CN2013300000000,4.496,8.9,,,0,-24108,5.496,,-24108,2158,F,"Neosho County, KS",0,T,2339,CN2013300000000
948,LAUCN201350000000003,CN2013500000000,3.004,3.7,2011M04,2013M11_3moAve,2013M11_3moAve,59,4.004,2009M10_3moAve,10,2159,F,"Ness County, KS",0,T,2340,CN2013500000000
949,LAUCN201370000000003,CN2013700000000,3.252,3.0,2011M10,2011M11_3moAve,2011M11_3moAve,35,4.252,2009M11_3moAve,11,2160,F,"Norton County, KS",0,T,2341,CN2013700000000
950,LAUCN201390000000003,CN2013900000000,5.72,5.7,2013M11,2013M12_3moAve,2013M12_3moAve,60,6.72,2013M09_3moAve,57,2161,F,"Osage County, KS",0,T,2342,CN2013900000000
951,LAUCN201410000000003,CN2014100000000,3.608,4.9,2013M04,2014M10_3moAve,2014M10_3moAve,70,4.608,2009M05_3moAve,5,2162,F,"Osborne County, KS",0,T,2343,CN2014100000000
952,LAUCN201430000000003,CN2014300000000,3.732,4.5,2013M11,2014M11_3moAve,2014M11_3moAve,71,4.732,2012M12_3moAve,48,2163,F,"Ottawa County, KS",0,T,2344,CN2014300000000
953,LAUCN201450000000003,CN2014500000000,3.144,4.4,2014M09,2014M11_3moAve,2014M11_3moAve,71,4.144,2009M05_3moAve,5,2164,F,"Pawnee County, KS",0,T,2345,CN2014500000000
954,LAUCN201470000000003,CN2014700000000,3.616,4.2,2013M12,2014M06_3moAve,2014M06_3moAve,66,4.616,2012M05_3moAve,41,2165,F,"Phillips County, KS",0,T,2346,CN2014700000000
955,LAUCN201490000000003,CN2014900000000,3.436,4.6,2014M09,2014M11_3moAve,2014M11_3moAve,71,4.436,2012M11_3moAve,47,2166,F,"Pottawatomie County, KS",0,T,2347,CN2014900000000
956,LAUCN201510000000003,CN2015100000000,3.26,4.7,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.26,2012M11_3moAve,47,2167,F,"Pratt County, KS",0,T,2348,CN2015100000000
957,LAUCN201530000000003,CN2015300000000,3.512,2.9,2009M11,2009M12_3moAve,2009M12_3moAve,12,4.512,2009M05_3moAve,5,2168,F,"Rawlins County, KS",0,T,2349,CN2015300000000
958,LAUCN201550000000003,CN2015500000000,4.18,5.0,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.18,2012M11_3moAve,47,2169,F,"Reno County, KS",0,T,2350,CN2015500000000
959,LAUCN201570000000003,CN2015700000000,3.168,3.4,2011M12,2013M11_3moAve,2013M11_3moAve,59,4.168,2009M05_3moAve,5,2170,F,"Republic County, KS",0,T,2351,CN2015700000000
960,LAUCN201590000000003,CN2015900000000,3.82,4.8,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.82,2009M11_3moAve,11,2171,F,"Rice County, KS",0,T,2352,CN2015900000000
961,LAUCN201610000000003,CN2016100000000,3.32,4.3,2013M11,2014M11_3moAve,2014M11_3moAve,71,4.32,2009M10_3moAve,10,2172,F,"Riley County, KS",0,T,2353,CN2016100000000
962,LAUCN201630000000003,CN2016300000000,4.116,5.5,2012M11,2013M06_3moAve,2013M06_3moAve,54,5.116,2011M10_3moAve,34,2173,F,"Rooks County, KS",0,T,2354,CN2016300000000
963,LAUCN201650000000003,CN2016500000000,3.772,4.5,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.772,2011M05_3moAve,29,2174,F,"Rush County, KS",0,T,2355,CN2016500000000
964,LAUCN201670000000003,CN2016700000000,3.684,4.2,2012M12,2012M12_3moAve,2012M12_3moAve,48,4.684,2009M12_3moAve,12,2175,F,"Russell County, KS",0,T,2356,CN2016700000000
965,LAUCN201690000000003,CN2016900000000,3.696,4.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,4.696,2013M11_3moAve,59,2176,F,"Saline County, KS",0,T,2357,CN2016900000000
966,LAUCN201710000000003,CN2017100000000,2.736,3.3,2009M10,2009M12_3moAve,2009M12_3moAve,12,3.736,2009M05_3moAve,5,2177,F,"Scott County, KS",0,T,2358,CN2017100000000
967,LAUCN201730000000003,CN2017300000000,4.368,5.8,,,0,-24108,5.368,2013M12_3moAve,60,2178,F,"Sedgwick County, KS",0,T,2359,CN2017300000000
