id,Area_Type,FIPS,area_text,display_level,selectable,sort_sequence
1668,F,CN1315500000000,"Irwin County, GA",0,T,1414
1669,F,CN1315700000000,"Jackson County, GA",0,T,1415
1670,F,CN1315900000000,"Jasper County, GA",0,T,1416
1671,F,CN1316100000000,"Jeff Davis County, GA",0,T,1417
1672,F,CN1316300000000,"Jefferson County, GA",0,T,1418
1673,F,CN1316500000000,"Jenkins County, GA",0,T,1419
1674,F,CN1316700000000,"Johnson County, GA",0,T,1420
1675,F,CN1316900000000,"Jones County, GA",0,T,1421
1676,F,CN1317100000000,"Lamar County, GA",0,T,1422
1677,F,CN1317300000000,"Lanier County, GA",0,T,1423
1678,F,CN1317500000000,"Laurens County, GA",0,T,1424
1679,F,CN1317700000000,"Lee County, GA",0,T,1425
1680,F,CN1317900000000,"Liberty County, GA",0,T,1426
1681,F,CN1318100000000,"Lincoln County, GA",0,T,1427
1682,F,CN1318300000000,"Long County, GA",0,T,1428
1683,F,CN1318500000000,"Lowndes County, GA",0,T,1429
1684,F,CN1318700000000,"Lumpkin County, GA",0,T,1430
1685,F,CN1318900000000,"McDuffie County, GA",0,T,1431
1686,F,CN1319100000000,"McIntosh County, GA",0,T,1432
1687,F,CN1319300000000,"Macon County, GA",0,T,1433
1688,F,CN1319500000000,"Madison County, GA",0,T,1434
1689,F,CN1319700000000,"Marion County, GA",0,T,1435
1690,F,CN1319900000000,"Meriwether County, GA",0,T,1436
1691,F,CN1320100000000,"Miller County, GA",0,T,1437
1692,F,CN1320500000000,"Mitchell County, GA",0,T,1438
1693,F,CN1320700000000,"Monroe County, GA",0,T,1439
1694,F,CN1320900000000,"Montgomery County, GA",0,T,1440
1695,F,CN1321100000000,"Morgan County, GA",0,T,1441
1696,F,CN1321300000000,"Murray County, GA",0,T,1442
1697,F,CN1321500000000,"Muscogee County, GA",0,T,1443
1698,F,CN1321700000000,"Newton County, GA",0,T,1444
1699,F,CN1321900000000,"Oconee County, GA",0,T,1445
1700,F,CN1322100000000,"Oglethorpe County, GA",0,T,1446
1701,F,CN1322300000000,"Paulding County, GA",0,T,1447
1702,F,CN1322500000000,"Peach County, GA",0,T,1448
1703,F,CN1322700000000,"Pickens County, GA",0,T,1449
1704,F,CN1322900000000,"Pierce County, GA",0,T,1450
1705,F,CN1323100000000,"Pike County, GA",0,T,1451
1706,F,CN1323300000000,"Polk County, GA",0,T,1452
1707,F,CN1323500000000,"Pulaski County, GA",0,T,1453
1708,F,CN1323700000000,"Putnam County, GA",0,T,1454
1709,F,CN1323900000000,"Quitman County, GA",0,T,1455
1710,F,CN1324100000000,"Rabun County, GA",0,T,1456
1711,F,CN1324300000000,"Randolph County, GA",0,T,1457
1712,F,CN1324500000000,"Richmond County, GA",0,T,1458
1713,F,CN1324700000000,"Rockdale County, GA",0,T,1459
1714,F,CN1324900000000,"Schley County, GA",0,T,1460
1715,F,CN1325100000000,"Screven County, GA",0,T,1461
1716,F,CN1325300000000,"Seminole County, GA",0,T,1462
1717,F,CN1325500000000,"Spalding County, GA",0,T,1463
1718,F,CN1325700000000,"Stephens County, GA",0,T,1464
1719,F,CN1325900000000,"Stewart County, GA",0,T,1465
1720,F,CN1326100000000,"Sumter County, GA",0,T,1466
1721,F,CN1326300000000,"Talbot County, GA",0,T,1467
1722,F,CN1326500000000,"Taliaferro County, GA",0,T,1468
1723,F,CN1326700000000,"Tattnall County, GA",0,T,1469
1724,F,CN1326900000000,"Taylor County, GA",0,T,1470
1725,F,CN1327100000000,"Telfair County, GA",0,T,1471
1726,F,CN1327300000000,"Terrell County, GA",0,T,1472
1727,F,CN1327500000000,"Thomas County, GA",0,T,1473
1728,F,CN1327700000000,"Tift County, GA",0,T,1474
1729,F,CN1327900000000,"Toombs County, GA",0,T,1475
1730,F,CN1328100000000,"Towns County, GA",0,T,1476
1731,F,CN1328300000000,"Treutlen County, GA",0,T,1477
1732,F,CN1328500000000,"Troup County, GA",0,T,1478
1733,F,CN1328700000000,"Turner County, GA",0,T,1479
1734,F,CN1328900000000,"Twiggs County, GA",0,T,1480
1735,F,CN1329100000000,"Union County, GA",0,T,1481
1736,F,CN1329300000000,"Upson County, GA",0,T,1482
1737,F,CN1329500000000,"Walker County, GA",0,T,1483
1738,F,CN1329700000000,"Walton County, GA",0,T,1484
1739,F,CN1329900000000,"Ware County, GA",0,T,1485
1740,F,CN1330100000000,"Warren County, GA",0,T,1486
1741,F,CN1330300000000,"Washington County, GA",0,T,1487
1742,F,CN1330500000000,"Wayne County, GA",0,T,1488
1743,F,CN1330700000000,"Webster County, GA",0,T,1489
1744,F,CN1330900000000,"Wheeler County, GA",0,T,1490
1745,F,CN1331100000000,"White County, GA",0,T,1491
1746,F,CN1331300000000,"Whitfield County, GA",0,T,1492
1747,F,CN1331500000000,"Wilcox County, GA",0,T,1493
1748,F,CN1331700000000,"Wilkes County, GA",0,T,1494
1749,F,CN1331900000000,"Wilkinson County, GA",0,T,1495
1750,F,CN1332100000000,"Worth County, GA",0,T,1496
1751,F,CN1500100000000,"Hawaii County, HI",0,T,1548
1752,F,CN1500300000000,"Honolulu County/city, HI",0,T,1549
1753,F,CN1500700000000,"Kauai County, HI",0,T,1550
1754,F,CN1500900000000,"Maui County, HI",0,T,1551
1755,F,CN1600100000000,"Ada County, ID",0,T,1569
1756,F,CN1600300000000,"Adams County, ID",0,T,1570
1757,F,CN1600500000000,"Bannock County, ID",0,T,1571
1758,F,CN1600700000000,"Bear Lake County, ID",0,T,1572
1759,F,CN1600900000000,"Benewah County, ID",0,T,1573
1760,F,CN1601100000000,"Bingham County, ID",0,T,1574
1761,F,CN1601300000000,"Blaine County, ID",0,T,1575
1762,F,CN1601500000000,"Boise County, ID",0,T,1576
1763,F,CN1601700000000,"Bonner County, ID",0,T,1577
1764,F,CN1601900000000,"Bonneville County, ID",0,T,1578
1765,F,CN1602100000000,"Boundary County, ID",0,T,1579
1766,F,CN1602300000000,"Butte County, ID",0,T,1580
1767,F,CN1602500000000,"Camas County, ID",0,T,1581
1768,F,CN1602700000000,"Canyon County, ID",0,T,1582
1769,F,CN1602900000000,"Caribou County, ID",0,T,1583
1770,F,CN1603100000000,"Cassia County, ID",0,T,1584
1771,F,CN1603300000000,"Clark County, ID",0,T,1585
1772,F,CN1603500000000,"Clearwater County, ID",0,T,1586
1773,F,CN1603700000000,"Custer County, ID",0,T,1587
1774,F,CN1603900000000,"Elmore County, ID",0,T,1588
1775,F,CN1604100000000,"Franklin County, ID",0,T,1589
1776,F,CN1604300000000,"Fremont County, ID",0,T,1590
1777,F,CN1604500000000,"Gem County, ID",0,T,1591
1778,F,CN1604700000000,"Gooding County, ID",0,T,1592
1779,F,CN1604900000000,"Idaho County, ID",0,T,1593
1780,F,CN1605100000000,"Jefferson County, ID",0,T,1594
1781,F,CN1605300000000,"Jerome County, ID",0,T,1595
1782,F,CN1605500000000,"Kootenai County, ID",0,T,1596
1783,F,CN1605700000000,"Latah County, ID",0,T,1597
1784,F,CN1605900000000,"Lemhi County, ID",0,T,1598
1785,F,CN1606100000000,"Lewis County, ID",0,T,1599
1786,F,CN1606300000000,"Lincoln County, ID",0,T,1600
1787,F,CN1606500000000,"Madison County, ID",0,T,1601
1788,F,CN1606700000000,"Minidoka County, ID",0,T,1602
1789,F,CN1606900000000,"Nez Perce County, ID",0,T,1603
1790,F,CN1607100000000,"Oneida County, ID",0,T,1604
1791,F,CN1607300000000,"Owyhee County, ID",0,T,1605
1792,F,CN1607500000000,"Payette County, ID",0,T,1606
1793,F,CN1607700000000,"Power County, ID",0,T,1607
1794,F,CN1607900000000,"Shoshone County, ID",0,T,1608
1795,F,CN1608100000000,"Teton County, ID",0,T,1609
1796,F,CN1608300000000,"Twin Falls County, ID",0,T,1610
1797,F,CN1608500000000,"Valley County, ID",0,T,1611
1798,F,CN1608700000000,"Washington County, ID",0,T,1612
1799,F,CN1700100000000,"Adams County, IL",0,T,1670
1800,F,CN1700300000000,"Alexander County, IL",0,T,1671
1801,F,CN1700500000000,"Bond County, IL",0,T,1672
1802,F,CN1700700000000,"Boone County, IL",0,T,1673
1803,F,CN1700900000000,"Brown County, IL",0,T,1674
1804,F,CN1701100000000,"Bureau County, IL",0,T,1675
1805,F,CN1701300000000,"Calhoun County, IL",0,T,1676
1806,F,CN1701500000000,"Carroll County, IL",0,T,1677
1807,F,CN1701700000000,"Cass County, IL",0,T,1678
1808,F,CN1701900000000,"Champaign County, IL",0,T,1679
1809,F,CN1702100000000,"Christian County, IL",0,T,1680
1810,F,CN1702300000000,"Clark County, IL",0,T,1681
1811,F,CN1702500000000,"Clay County, IL",0,T,1682
1812,F,CN1702700000000,"Clinton County, IL",0,T,1683
1813,F,CN1702900000000,"Coles County, IL",0,T,1684
1814,F,CN1703100000000,"Cook County, IL",0,T,1685
1815,F,CN1703300000000,"Crawford County, IL",0,T,1686
1816,F,CN1703500000000,"Cumberland County, IL",0,T,1687
1817,F,CN1703700000000,"DeKalb County, IL",0,T,1688
1818,F,CN1703900000000,"De Witt County, IL",0,T,1689
1819,F,CN1704100000000,"Douglas County, IL",0,T,1690
1820,F,CN1704300000000,"DuPage County, IL",0,T,1691
1821,F,CN1704500000000,"Edgar County, IL",0,T,1692
1822,F,CN1704700000000,"Edwards County, IL",0,T,1693
1823,F,CN1704900000000,"Effingham County, IL",0,T,1694
1824,F,CN1705100000000,"Fayette County, IL",0,T,1695
1825,F,CN1705300000000,"Ford County, IL",0,T,1696
1826,F,CN1705500000000,"Franklin County, IL",0,T,1697
1827,F,CN1705700000000,"Fulton County, IL",0,T,1698
1828,F,CN1705900000000,"Gallatin County, IL",0,T,1699
1829,F,CN1706100000000,"Greene County, IL",0,T,1700
1830,F,CN1706300000000,"Grundy County, IL",0,T,1701
1831,F,CN1706500000000,"Hamilton County, IL",0,T,1702
1832,F,CN1706700000000,"Hancock County, IL",0,T,1703
1833,F,CN1706900000000,"Hardin County, IL",0,T,1704
1834,F,CN1707100000000,"Henderson County, IL",0,T,1705
1835,F,CN1707300000000,"Henry County, IL",0,T,1706
1836,F,CN1707500000000,"Iroquois County, IL",0,T,1707
1837,F,CN1707700000000,"Jackson County, IL",0,T,1708
1838,F,CN1707900000000,"Jasper County, IL",0,T,1709
1839,F,CN1708100000000,"Jefferson County, IL",0,T,1710
1840,F,CN1708300000000,"Jersey County, IL",0,T,1711
1841,F,CN1708500000000,"Jo Daviess County, IL",0,T,1712
1842,F,CN1708700000000,"Johnson County, IL",0,T,1713
1843,F,CN1708900000000,"Kane County, IL",0,T,1714
1844,F,CN1709100000000,"Kankakee County, IL",0,T,1715
1845,F,CN1709300000000,"Kendall County, IL",0,T,1716
1846,F,CN1709500000000,"Knox County, IL",0,T,1717
1847,F,CN1709700000000,"Lake County, IL",0,T,1718
1848,F,CN1709900000000,"LaSalle County, IL",0,T,1719
1849,F,CN1710100000000,"Lawrence County, IL",0,T,1720
1850,F,CN1710300000000,"Lee County, IL",0,T,1721
1851,F,CN1710500000000,"Livingston County, IL",0,T,1722
1852,F,CN1710700000000,"Logan County, IL",0,T,1723
1853,F,CN1710900000000,"McDonough County, IL",0,T,1724
1854,F,CN1711100000000,"McHenry County, IL",0,T,1725
1855,F,CN1711300000000,"McLean County, IL",0,T,1726
1856,F,CN1711500000000,"Macon County, IL",0,T,1727
1857,F,CN1711700000000,"Macoupin County, IL",0,T,1728
1858,F,CN1711900000000,"Madison County, IL",0,T,1729
1859,F,CN1712100000000,"Marion County, IL",0,T,1730
1860,F,CN1712300000000,"Marshall County, IL",0,T,1731
1861,F,CN1712500000000,"Mason County, IL",0,T,1732
1862,F,CN1712700000000,"Massac County, IL",0,T,1733
1863,F,CN1712900000000,"Menard County, IL",0,T,1734
1864,F,CN1713100000000,"Mercer County, IL",0,T,1735
1865,F,CN1713300000000,"Monroe County, IL",0,T,1736
1866,F,CN1713500000000,"Montgomery County, IL",0,T,1737
1867,F,CN1713700000000,"Morgan County, IL",0,T,1738
1868,F,CN1713900000000,"Moultrie County, IL",0,T,1739
1869,F,CN1714100000000,"Ogle County, IL",0,T,1740
1870,F,CN1714300000000,"Peoria County, IL",0,T,1741
1871,F,CN1714500000000,"Perry County, IL",0,T,1742
1872,F,CN1714700000000,"Piatt County, IL",0,T,1743
1873,F,CN1714900000000,"Pike County, IL",0,T,1744
1874,F,CN1715100000000,"Pope County, IL",0,T,1745
1875,F,CN1715300000000,"Pulaski County, IL",0,T,1746
1876,F,CN1715500000000,"Putnam County, IL",0,T,1747
1877,F,CN1715700000000,"Randolph County, IL",0,T,1748
1878,F,CN1715900000000,"Richland County, IL",0,T,1749
1879,F,CN1716100000000,"Rock Island County, IL",0,T,1750
1880,F,CN1716300000000,"St. Clair County, IL",0,T,1751
1881,F,CN1716500000000,"Saline County, IL",0,T,1752
1882,F,CN1716700000000,"Sangamon County, IL",0,T,1753
1883,F,CN1716900000000,"Schuyler County, IL",0,T,1754
1884,F,CN1717100000000,"Scott County, IL",0,T,1755
1885,F,CN1717300000000,"Shelby County, IL",0,T,1756
1886,F,CN1717500000000,"Stark County, IL",0,T,1757
1887,F,CN1717700000000,"Stephenson County, IL",0,T,1758
1888,F,CN1717900000000,"Tazewell County, IL",0,T,1759
1889,F,CN1718100000000,"Union County, IL",0,T,1760
1890,F,CN1718300000000,"Vermilion County, IL",0,T,1761
1891,F,CN1718500000000,"Wabash County, IL",0,T,1762
1892,F,CN1718700000000,"Warren County, IL",0,T,1763
1893,F,CN1718900000000,"Washington County, IL",0,T,1764
1894,F,CN1719100000000,"Wayne County, IL",0,T,1765
1895,F,CN1719300000000,"White County, IL",0,T,1766
1896,F,CN1719500000000,"Whiteside County, IL",0,T,1767
1897,F,CN1719700000000,"Will County, IL",0,T,1768
1898,F,CN1719900000000,"Williamson County, IL",0,T,1769
1899,F,CN1720100000000,"Winnebago County, IL",0,T,1770
1900,F,CN1720300000000,"Woodford County, IL",0,T,1771
1901,F,CN1800100000000,"Adams County, IN",0,T,1958
1902,F,CN1800300000000,"Allen County, IN",0,T,1959
1903,F,CN1800500000000,"Bartholomew County, IN",0,T,1960
1904,F,CN1800700000000,"Benton County, IN",0,T,1961
1905,F,CN1800900000000,"Blackford County, IN",0,T,1962
1906,F,CN1801100000000,"Boone County, IN",0,T,1963
1907,F,CN1801300000000,"Brown County, IN",0,T,1964
1908,F,CN1801500000000,"Carroll County, IN",0,T,1965
1909,F,CN1801700000000,"Cass County, IN",0,T,1966
1910,F,CN1801900000000,"Clark County, IN",0,T,1967
1911,F,CN1802100000000,"Clay County, IN",0,T,1968
1912,F,CN1802300000000,"Clinton County, IN",0,T,1969
1913,F,CN1802500000000,"Crawford County, IN",0,T,1970
1914,F,CN1802700000000,"Daviess County, IN",0,T,1971
1915,F,CN1802900000000,"Dearborn County, IN",0,T,1972
1916,F,CN1803100000000,"Decatur County, IN",0,T,1973
1917,F,CN1803300000000,"DeKalb County, IN",0,T,1974
1918,F,CN1803500000000,"Delaware County, IN",0,T,1975
1919,F,CN1803700000000,"Dubois County, IN",0,T,1976
1920,F,CN1803900000000,"Elkhart County, IN",0,T,1977
1921,F,CN1804100000000,"Fayette County, IN",0,T,1978
1922,F,CN1804300000000,"Floyd County, IN",0,T,1979
1923,F,CN1804500000000,"Fountain County, IN",0,T,1980
1924,F,CN1804700000000,"Franklin County, IN",0,T,1981
1925,F,CN1804900000000,"Fulton County, IN",0,T,1982
1926,F,CN1805100000000,"Gibson County, IN",0,T,1983
1927,F,CN1805300000000,"Grant County, IN",0,T,1984
1928,F,CN1805500000000,"Greene County, IN",0,T,1985
1929,F,CN1805700000000,"Hamilton County, IN",0,T,1986
1930,F,CN1805900000000,"Hancock County, IN",0,T,1987
1931,F,CN1806100000000,"Harrison County, IN",0,T,1988
1932,F,CN1806300000000,"Hendricks County, IN",0,T,1989
1933,F,CN1806500000000,"Henry County, IN",0,T,1990
1934,F,CN1806700000000,"Howard County, IN",0,T,1991
1935,F,CN1806900000000,"Huntington County, IN",0,T,1992
1936,F,CN1807100000000,"Jackson County, IN",0,T,1993
1937,F,CN1807300000000,"Jasper County, IN",0,T,1994
1938,F,CN1807500000000,"Jay County, IN",0,T,1995
1939,F,CN1807700000000,"Jefferson County, IN",0,T,1996
1940,F,CN1807900000000,"Jennings County, IN",0,T,1997
1941,F,CN1808100000000,"Johnson County, IN",0,T,1998
1942,F,CN1808300000000,"Knox County, IN",0,T,1999
1943,F,CN1808500000000,"Kosciusko County, IN",0,T,2000
1944,F,CN1808700000000,"LaGrange County, IN",0,T,2001
1945,F,CN1808900000000,"Lake County, IN",0,T,2002
1946,F,CN1809100000000,"LaPorte County, IN",0,T,2003
1947,F,CN1809300000000,"Lawrence County, IN",0,T,2004
1948,F,CN1809500000000,"Madison County, IN",0,T,2005
1949,F,CN1809700000000,"Marion County, IN",0,T,2006
1950,F,CN1809900000000,"Marshall County, IN",0,T,2007
1951,F,CN1810100000000,"Martin County, IN",0,T,2008
1952,F,CN1810300000000,"Miami County, IN",0,T,2009
1953,F,CN1810500000000,"Monroe County, IN",0,T,2010
1954,F,CN1810700000000,"Montgomery County, IN",0,T,2011
1955,F,CN1810900000000,"Morgan County, IN",0,T,2012
1956,F,CN1811100000000,"Newton County, IN",0,T,2013
1957,F,CN1811300000000,"Noble County, IN",0,T,2014
1958,F,CN1811500000000,"Ohio County, IN",0,T,2015
1959,F,CN1811700000000,"Orange County, IN",0,T,2016
1960,F,CN1811900000000,"Owen County, IN",0,T,2017
1961,F,CN1812100000000,"Parke County, IN",0,T,2018
1962,F,CN1812300000000,"Perry County, IN",0,T,2019
1963,F,CN1812500000000,"Pike County, IN",0,T,2020
1964,F,CN1812700000000,"Porter County, IN",0,T,2021
1965,F,CN1812900000000,"Posey County, IN",0,T,2022
1966,F,CN1813100000000,"Pulaski County, IN",0,T,2023
1967,F,CN1813300000000,"Putnam County, IN",0,T,2024
1968,F,CN1813500000000,"Randolph County, IN",0,T,2025
1969,F,CN1813700000000,"Ripley County, IN",0,T,2026
1970,F,CN1813900000000,"Rush County, IN",0,T,2027
1971,F,CN1814100000000,"St. Joseph County, IN",0,T,2028
1972,F,CN1814300000000,"Scott County, IN",0,T,2029
1973,F,CN1814500000000,"Shelby County, IN",0,T,2030
1974,F,CN1814700000000,"Spencer County, IN",0,T,2031
1975,F,CN1814900000000,"Starke County, IN",0,T,2032
1976,F,CN1815100000000,"Steuben County, IN",0,T,2033
1977,F,CN1815300000000,"Sullivan County, IN",0,T,2034
1978,F,CN1815500000000,"Switzerland County, IN",0,T,2035
1979,F,CN1815700000000,"Tippecanoe County, IN",0,T,2036
1980,F,CN1815900000000,"Tipton County, IN",0,T,2037
1981,F,CN1816100000000,"Union County, IN",0,T,2038
1982,F,CN1816300000000,"Vanderburgh County, IN",0,T,2039
1983,F,CN1816500000000,"Vermillion County, IN",0,T,2040
1984,F,CN1816700000000,"Vigo County, IN",0,T,2041
1985,F,CN1816900000000,"Wabash County, IN",0,T,2042
1986,F,CN1817100000000,"Warren County, IN",0,T,2043
1987,F,CN1817300000000,"Warrick County, IN",0,T,2044
1988,F,CN1817500000000,"Washington County, IN",0,T,2045
1989,F,CN1817700000000,"Wayne County, IN",0,T,2046
1990,F,CN1817900000000,"Wells County, IN",0,T,2047
1991,F,CN1818100000000,"White County, IN",0,T,2048
1992,F,CN1818300000000,"Whitley County, IN",0,T,2049
1993,F,CN1900100000000,"Adair County, IA",0,T,2119
1994,F,CN1900300000000,"Adams County, IA",0,T,2120
1995,F,CN1900500000000,"Allamakee County, IA",0,T,2121
1996,F,CN1900700000000,"Appanoose County, IA",0,T,2122
1997,F,CN1900900000000,"Audubon County, IA",0,T,2123
1998,F,CN1901100000000,"Benton County, IA",0,T,2124
1999,F,CN1901300000000,"Black Hawk County, IA",0,T,2125
2000,F,CN1901500000000,"Boone County, IA",0,T,2126
2001,F,CN1901700000000,"Bremer County, IA",0,T,2127
2002,F,CN1901900000000,"Buchanan County, IA",0,T,2128
2003,F,CN1902100000000,"Buena Vista County, IA",0,T,2129
2004,F,CN1902300000000,"Butler County, IA",0,T,2130
2005,F,CN1902500000000,"Calhoun County, IA",0,T,2131
2006,F,CN1902700000000,"Carroll County, IA",0,T,2132
2007,F,CN1902900000000,"Cass County, IA",0,T,2133
2008,F,CN1903100000000,"Cedar County, IA",0,T,2134
2009,F,CN1903300000000,"Cerro Gordo County, IA",0,T,2135
2010,F,CN1903500000000,"Cherokee County, IA",0,T,2136
2011,F,CN1903700000000,"Chickasaw County, IA",0,T,2137
2012,F,CN1903900000000,"Clarke County, IA",0,T,2138
2013,F,CN1904100000000,"Clay County, IA",0,T,2139
2014,F,CN1904300000000,"Clayton County, IA",0,T,2140
2015,F,CN1904500000000,"Clinton County, IA",0,T,2141
2016,F,CN1904700000000,"Crawford County, IA",0,T,2142
2017,F,CN1904900000000,"Dallas County, IA",0,T,2143
2018,F,CN1905100000000,"Davis County, IA",0,T,2144
2019,F,CN1905300000000,"Decatur County, IA",0,T,2145
2020,F,CN1905500000000,"Delaware County, IA",0,T,2146
2021,F,CN1905700000000,"Des Moines County, IA",0,T,2147
2022,F,CN1905900000000,"Dickinson County, IA",0,T,2148
2023,F,CN1906100000000,"Dubuque County, IA",0,T,2149
2024,F,CN1906300000000,"Emmet County, IA",0,T,2150
2025,F,CN1906500000000,"Fayette County, IA",0,T,2151
2026,F,CN1906700000000,"Floyd County, IA",0,T,2152
2027,F,CN1906900000000,"Franklin County, IA",0,T,2153
2028,F,CN1907100000000,"Fremont County, IA",0,T,2154
2029,F,CN1907300000000,"Greene County, IA",0,T,2155
2030,F,CN1907500000000,"Grundy County, IA",0,T,2156
2031,F,CN1907700000000,"Guthrie County, IA",0,T,2157
2032,F,CN1907900000000,"Hamilton County, IA",0,T,2158
2033,F,CN1908100000000,"Hancock County, IA",0,T,2159
2034,F,CN1908300000000,"Hardin County, IA",0,T,2160
2035,F,CN1908500000000,"Harrison County, IA",0,T,2161
2036,F,CN1908700000000,"Henry County, IA",0,T,2162
2037,F,CN1908900000000,"Howard County, IA",0,T,2163
2038,F,CN1909100000000,"Humboldt County, IA",0,T,2164
2039,F,CN1909300000000,"Ida County, IA",0,T,2165
2040,F,CN1909500000000,"Iowa County, IA",0,T,2166
2041,F,CN1909700000000,"Jackson County, IA",0,T,2167
2042,F,CN1909900000000,"Jasper County, IA",0,T,2168
2043,F,CN1910100000000,"Jefferson County, IA",0,T,2169
2044,F,CN1910300000000,"Johnson County, IA",0,T,2170
2045,F,CN1910500000000,"Jones County, IA",0,T,2171
2046,F,CN1910700000000,"Keokuk County, IA",0,T,2172
2047,F,CN1910900000000,"Kossuth County, IA",0,T,2173
2048,F,CN1911100000000,"Lee County, IA",0,T,2174
2049,F,CN1911300000000,"Linn County, IA",0,T,2175
2050,F,CN1911500000000,"Louisa County, IA",0,T,2176
2051,F,CN1911700000000,"Lucas County, IA",0,T,2177
2052,F,CN1911900000000,"Lyon County, IA",0,T,2178
2053,F,CN1912100000000,"Madison County, IA",0,T,2179
2054,F,CN1912300000000,"Mahaska County, IA",0,T,2180
2055,F,CN1912500000000,"Marion County, IA",0,T,2181
2056,F,CN1912700000000,"Marshall County, IA",0,T,2182
2057,F,CN1912900000000,"Mills County, IA",0,T,2183
2058,F,CN1913100000000,"Mitchell County, IA",0,T,2184
2059,F,CN1913300000000,"Monona County, IA",0,T,2185
2060,F,CN1913500000000,"Monroe County, IA",0,T,2186
2061,F,CN1913700000000,"Montgomery County, IA",0,T,2187
2062,F,CN1913900000000,"Muscatine County, IA",0,T,2188
2063,F,CN1914100000000,"O'Brien County, IA",0,T,2189
2064,F,CN1914300000000,"Osceola County, IA",0,T,2190
2065,F,CN1914500000000,"Page County, IA",0,T,2191
2066,F,CN1914700000000,"Palo Alto County, IA",0,T,2192
2067,F,CN1914900000000,"Plymouth County, IA",0,T,2193
2068,F,CN1915100000000,"Pocahontas County, IA",0,T,2194
2069,F,CN1915300000000,"Polk County, IA",0,T,2195
2070,F,CN1915500000000,"Pottawattamie County, IA",0,T,2196
2071,F,CN1915700000000,"Poweshiek County, IA",0,T,2197
2072,F,CN1915900000000,"Ringgold County, IA",0,T,2198
2073,F,CN1916100000000,"Sac County, IA",0,T,2199
2074,F,CN1916300000000,"Scott County, IA",0,T,2200
2075,F,CN1916500000000,"Shelby County, IA",0,T,2201
2076,F,CN1916700000000,"Sioux County, IA",0,T,2202
2077,F,CN1916900000000,"Story County, IA",0,T,2203
2078,F,CN1917100000000,"Tama County, IA",0,T,2204
2079,F,CN1917300000000,"Taylor County, IA",0,T,2205
2080,F,CN1917500000000,"Union County, IA",0,T,2206
2081,F,CN1917700000000,"Van Buren County, IA",0,T,2207
2082,F,CN1917900000000,"Wapello County, IA",0,T,2208
2083,F,CN1918100000000,"Warren County, IA",0,T,2209
2084,F,CN1918300000000,"Washington County, IA",0,T,2210
2085,F,CN1918500000000,"Wayne County, IA",0,T,2211
2086,F,CN1918700000000,"Webster County, IA",0,T,2212
2087,F,CN1918900000000,"Winnebago County, IA",0,T,2213
2088,F,CN1919100000000,"Winneshiek County, IA",0,T,2214
2089,F,CN1919300000000,"Woodbury County, IA",0,T,2215
2090,F,CN1919500000000,"Worth County, IA",0,T,2216
2091,F,CN1919700000000,"Wright County, IA",0,T,2217
2092,F,CN2000100000000,"Allen County, KS",0,T,2273
2093,F,CN2000300000000,"Anderson County, KS",0,T,2274
2094,F,CN2000500000000,"Atchison County, KS",0,T,2275
2095,F,CN2000700000000,"Barber County, KS",0,T,2276
2096,F,CN2000900000000,"Barton County, KS",0,T,2277
2097,F,CN2001100000000,"Bourbon County, KS",0,T,2278
2098,F,CN2001300000000,"Brown County, KS",0,T,2279
2099,F,CN2001500000000,"Butler County, KS",0,T,2280
2100,F,CN2001700000000,"Chase County, KS",0,T,2281
2101,F,CN2001900000000,"Chautauqua County, KS",0,T,2282
2102,F,CN2002100000000,"Cherokee County, KS",0,T,2283
2103,F,CN2002300000000,"Cheyenne County, KS",0,T,2284
2104,F,CN2002500000000,"Clark County, KS",0,T,2285
2105,F,CN2002700000000,"Clay County, KS",0,T,2286
2106,F,CN2002900000000,"Cloud County, KS",0,T,2287
2107,F,CN2003100000000,"Coffey County, KS",0,T,2288
2108,F,CN2003300000000,"Comanche County, KS",0,T,2289
2109,F,CN2003500000000,"Cowley County, KS",0,T,2290
2110,F,CN2003700000000,"Crawford County, KS",0,T,2291
2111,F,CN2003900000000,"Decatur County, KS",0,T,2292
2112,F,CN2004100000000,"Dickinson County, KS",0,T,2293
2113,F,CN2004300000000,"Doniphan County, KS",0,T,2294
2114,F,CN2004500000000,"Douglas County, KS",0,T,2295
2115,F,CN2004700000000,"Edwards County, KS",0,T,2296
2116,F,CN2004900000000,"Elk County, KS",0,T,2297
2117,F,CN2005100000000,"Ellis County, KS",0,T,2298
2118,F,CN2005300000000,"Ellsworth County, KS",0,T,2299
2119,F,CN2005500000000,"Finney County, KS",0,T,2300
2120,F,CN2005700000000,"Ford County, KS",0,T,2301
2121,F,CN2005900000000,"Franklin County, KS",0,T,2302
2122,F,CN2006100000000,"Geary County, KS",0,T,2303
2123,F,CN2006300000000,"Gove County, KS",0,T,2304
2124,F,CN2006500000000,"Graham County, KS",0,T,2305
2125,F,CN2006700000000,"Grant County, KS",0,T,2306
2126,F,CN2006900000000,"Gray County, KS",0,T,2307
2127,F,CN2007100000000,"Greeley County, KS",0,T,2308
2128,F,CN2007300000000,"Greenwood County, KS",0,T,2309
2129,F,CN2007500000000,"Hamilton County, KS",0,T,2310
2130,F,CN2007700000000,"Harper County, KS",0,T,2311
2131,F,CN2007900000000,"Harvey County, KS",0,T,2312
2132,F,CN2008100000000,"Haskell County, KS",0,T,2313
2133,F,CN2008300000000,"Hodgeman County, KS",0,T,2314
