series_id,FIPS_Code,fips_code3,bFIPS,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DateReturned3moMovingAve_VALUES,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1,County_Name,_Name,LAT,LON,State,SpotCheck,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Civilian_labor_force_2011,Median_Household_Income_2013,Median_Household_Income_Percent_of_State_Total_2013,Pct_less_than_hs_2009_2013,Pct_HS_Grad_only_2009_2013,Pct_SomeCollege_2009_2013,Pct_college_grad_2009_2013,Net_Mig_2010_2014,MigRate_2010_2014,Total_Business_Establishments_2011,Business_Estab_under_20_emp,Business_Estab_20to99_emp,Business_Estab_100to499_emp,Business_Estab_over500_emp,Stimulus,StimulusPerCapita
LAUCN460770000000003,46077,46077,b46077,3.052,2.6,2012M07,2012M11_3moAve,2012M11_3moAve,47,4.052,2011M08_3moAve,32,"Kingsbury County, SD","Kingsbury, SD",44.362969,-97.499313,SD,#REF!,9,10,2875,50045,101.7174797,8.355795148,39.00269542,31.29380054,21.34770889,-38.00,-0.74,167.00,137.00,11.00,9.00,10.00,4422719,858
LAUCN460830000000003,46083,46083,b46083,2.368,2.3,2014M06,2014M07_3moAve,2014M07_3moAve,67,3.368,2011M08_3moAve,32,"Lincoln County, SD","Lincoln, SD",43.27942,-96.722286,SD,#REF!,3,2,26911,78567,159.6890244,4.386259747,23.55135789,32.70368379,39.35869857,"4,036.00",9.00,"1,124.00",878.00,114.00,56.00,76.00,30048235,665
LAUCN500170000000003,50017,50017,b50017,4.06,3.3,2012M10,2013M06_3moAve,2013M06_3moAve,54,5.06,2011M08_3moAve,32,"Orange County, VT","Orange, VT",44.003392,-72.369687,VT,#REF!,9,8,16614,51348,97.78522595,8.706166868,35.45344619,25.92019347,29.92019347,-187.00,-0.65,776.00,630.00,82.00,32.00,32.00,46597298,1611
LAUCN720510000000003,72051,72051,b72051,9.996,7.3,2011M11,2011M12_3moAve,2011M12_3moAve,36,10.996,2011M08_3moAve,32,"Dorado Municipio, PR","Dorado Municipio, PR",18.472661,-66.259585,PR,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
LAUCN190370000000003,19037,19037,b19037,4.544,4,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.544,2011M09_3moAve,33,"Chickasaw County, IA","Chickasaw, IA",43.059741,-92.31721,IA,#REF!,6,6,6491,50342,96.28198753,11.21332091,45.49371216,29.44806707,13.84489986,-162.00,-1.30,394.00,301.00,24.00,31.00,38.00,12936783,1042
LAUCN190970000000003,19097,19097,b19097,4.928,3.5,2012M07,2012M09_3moAve,2012M09_3moAve,45,5.928,2011M09_3moAve,33,"Jackson County, IA","Jackson, IA",42.164281,-90.574596,IA,#REF!,6,6,10992,46180,88.32192174,10.8238862,46.26326811,28.4569283,14.45591739,-253.00,-1.27,546.00,447.00,38.00,33.00,28.00,9538483,481
LAUCN230210000000003,23021,23021,b23021,7.912,5.1,2012M09,2014M06_3moAve,2014M06_3moAve,66,8.912,2011M09_3moAve,33,"Piscataquis County, ME","Piscataquis, ME",45.917685,-69.104536,ME,#REF!,8,6,7912,36553,77.61545812,12.23976207,41.94310989,29.390681,16.42644704,-180.00,-1.03,436.00,356.00,27.00,33.00,20.00,16296455,929
LAUCN270010000000003,27001,27001,b27001,7.424,5.3,2011M09,2011M10_3moAve,2011M10_3moAve,34,8.424,2011M09_3moAve,33,"Aitkin County, MN","Aitkin, MN",46.602446,-93.41976,MN,#REF!,8,4,7100,41784,68.87775287,10.0145255,41.09102647,34.19141382,14.70303422,-86.00,-0.53,399.00,337.00,30.00,18.00,14.00,13254569,818
LAUCN270250000000003,27025,27025,b27025,6.296,4,2011M10,2011M11_3moAve,2011M11_3moAve,35,7.296,2011M09_3moAve,33,"Chisago County, MN","Chisago, MN",45.505444,-92.903849,MN,#REF!,1,1,28964,71397,117.6925359,6.637547342,35.39933099,36.98062091,20.98250076,-863.00,-1.60,"1,213.00",932.00,102.00,72.00,107.00,53648830,995
LAUCN270390000000003,27039,27039,b27039,4.736,3.7,2011M11,2012M09_3moAve,2012M09_3moAve,45,5.736,2011M09_3moAve,33,"Dodge County, MN","Dodge, MN",44.020706,-92.869353,MN,#REF!,3,2,11229,73799,121.6520506,7.842529448,32.82703038,35.76410415,23.56633602,-265.00,-1.32,418.00,338.00,24.00,26.00,30.00,10853691,539
LAUCN270430000000003,27043,27043,b27043,5.72,4.5,2011M10,2011M11_3moAve,2011M11_3moAve,35,6.72,2011M09_3moAve,33,"Faribault County, MN","Faribault, MN",43.676522,-93.947234,MN,#REF!,6,6,7789,47191,77.79078201,10.16867003,40.47111283,32.42535867,16.93485847,-212.00,-1.46,457.00,364.00,37.00,20.00,36.00,22391343,1543
LAUCN270550000000003,27055,27055,b27055,5.388,3.9,2011M10,2012M09_3moAve,2012M09_3moAve,45,6.388,2011M09_3moAve,33,"Houston County, MN","Houston, MN",43.66699,-91.501556,MN,#REF!,3,2,10658,51160,84.33337729,8.085710019,35.46364044,33.70912349,22.74152606,-363.00,-1.91,437.00,334.00,40.00,30.00,33.00,9066655,477
LAUCN270570000000003,27057,27057,b27057,6.988,5.2,2011M09,2012M07_3moAve,2012M07_3moAve,43,7.988,2011M09_3moAve,33,"Hubbard County, MN","Hubbard, MN",47.095551,-94.91329,MN,#REF!,7,9,9506,46530,76.70117368,7.831203084,33.30628255,35.26070197,23.6018124,38.00,0.19,564.00,483.00,34.00,13.00,34.00,9600065,471
LAUCN270610000000003,27061,27061,b27061,7.552,6.2,2011M09,2011M10_3moAve,2011M10_3moAve,34,8.552,2011M09_3moAve,33,"Itasca County, MN","Itasca, MN",47.490817,-93.611102,MN,#REF!,6,6,22498,46834,77.20229461,7.234108527,33.2744186,38.09612403,21.39534884,630.00,1.40,"1,170.00",886.00,116.00,66.00,102.00,60579970,1345
LAUCN271450000000003,27145,27145,b27145,5.04,3.7,2011M10,2012M10_3moAve,2012M10_3moAve,46,6.04,2011M09_3moAve,33,"Stearns County, MN","Stearns, MN",45.555235,-94.610482,MN,#REF!,3,2,85933,56705,93.47388896,9.047377125,30.50922573,35.82523537,24.61816177,"-1,621.00",-1.08,"4,267.00","2,972.00",480.00,244.00,571.00,151396734,1004
LAUCN271710000000003,27171,27171,b27171,5.552,3.6,2011M10,2012M09_3moAve,2012M09_3moAve,45,6.552,2011M09_3moAve,33,"Wright County, MN","Wright, MN",45.175091,-93.966396,MN,#REF!,1,1,70252,71999,118.6848872,6.465586994,30.64867489,36.34994336,26.53579475,384.00,0.31,"3,009.00","2,331.00",242.00,112.00,324.00,107332780,858
LAUCN300950000000003,30095,30095,b30095,3.776,3.2,2013M05,2013M08_3moAve,2013M08_3moAve,56,4.776,2011M09_3moAve,33,"Stillwater County, MT","Stillwater, MT",45.658903,-109.382099,MT,#REF!,8,7,4826,58109,123.918282,7.451743229,37.25871615,33.21861439,22.07092623,142.00,1.56,244.00,204.00,16.00,5.00,19.00,8886387,974
LAUCN460350000000003,46035,46035,b46035,2.532,2.7,2014M07,2014M08_3moAve,2014M08_3moAve,68,3.532,2011M09_3moAve,33,"Davison County, SD","Davison, SD",43.680439,-98.155868,SD,#REF!,7,8,11051,47506,96.55691057,9.872537659,29.94206257,34.11355736,26.07184241,125.00,0.64,737.00,511.00,84.00,56.00,86.00,37218324,1905
LAUCN470270000000003,47027,47027,b47027,9.232,9.7,2011M10,2014M06_3moAve,2014M06_3moAve,66,10.232,2011M09_3moAve,33,"Clay County, TN","Clay, TN",36.545788,-85.545816,TN,#REF!,9,10,3421,30587,69.09505738,27.69148366,43.15300839,16.3006606,12.85484735,-18.00,-0.23,102.00,79.00,6.00,10.00,7.00,11609664,1475
LAUCN500150000000003,50015,50015,b50015,5.092,3.8,2012M10,2013M08_3moAve,2013M08_3moAve,56,6.092,2011M09_3moAve,33,"Lamoille County, VT","Lamoille, VT",44.603704,-72.638922,VT,#REF!,8,7,14585,46742,89.01373046,7.352331299,31.10966289,25.11997156,36.41803424,323.00,1.32,969.00,793.00,86.00,41.00,49.00,36534105,1484
LAUCN530070000000003,53007,53007,b53007,5.78,4.2,2012M07,2013M09_3moAve,2013M09_3moAve,57,6.78,2011M09_3moAve,33,"Chelan County, WA","Chelan, WA",47.860976,-120.619044,WA,#REF!,3,2,41313,50033,85.62749226,16.82714068,29.93046126,29.37497428,23.86742377,853.00,1.18,"2,372.00","1,906.00",175.00,96.00,195.00,111251012,1530
LAUCN560290000000003,56029,56029,b56029,3.376,3.1,2015M07,#N/A,#N/A,#N/A,4.376,2011M09_3moAve,33,"Park County, WY","Park, WY",44.492387,-109.593597,WY,#REF!,7,11,16099,50967,87.23640969,#N/A,#N/A,#N/A,#N/A,535.00,1.90,"1,210.00",985.00,91.00,41.00,93.00,57932708,2049
LAUCN190550000000003,19055,19055,b19055,3.756,3,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.756,2011M10_3moAve,34,"Delaware County, IA","Delaware, IA",42.472937,-91.366767,IA,#REF!,6,6,10254,54587,104.4007956,8.995278721,43.59314172,31.91418869,15.49739087,-485.00,-2.73,497.00,388.00,43.00,33.00,33.00,9073914,511
LAUCN191170000000003,19117,19117,b19117,3.972,3.4,2014M04,2014M06_3moAve,2014M06_3moAve,66,4.972,2011M10_3moAve,34,"Lucas County, IA","Lucas, IA",41.033344,-93.331467,IA,#REF!,6,6,4186,41011,78.43591019,10.07499185,46.78839257,31.8715357,11.26507988,-187.00,-2.10,182.00,127.00,22.00,10.00,23.00,5523989,622
LAUCN200910000000003,20091,20091,b20091,4.32,4,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.32,2011M10_3moAve,34,"Johnson County, KS","Johnson, KS",38.883907,-94.82233,KS,#REF!,1,1,308360,74135,145.6712253,4.435038296,15.73128582,28.10405167,51.72962421,"13,140.00",2.41,"16,871.00","11,019.00","1,584.00",836.00,"3,432.00",634611803,1163
LAUCN201170000000003,20117,20117,b20117,3.456,3.6,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.456,2011M10_3moAve,34,"Marshall County, KS","Marshall, KS",39.782709,-96.521243,KS,#REF!,6,6,5993,50087,98.41821897,7.1899089,44.82130343,32.9782761,15.01051156,-72.00,-0.71,371.00,288.00,36.00,26.00,21.00,3556325,352
LAUCN201630000000003,20163,20163,b20163,4.116,5.5,2012M11,2013M06_3moAve,2013M06_3moAve,54,5.116,2011M10_3moAve,34,"Rooks County, KS","Rooks, KS",39.346006,-99.324492,KS,#REF!,9,10,2726,40870,80.30731746,8.451859956,36.67943107,33.97155361,20.89715536,-8.00,-0.15,188.00,148.00,22.00,13.00,5.00,5775789,1116
LAUCN211710000000003,21171,21171,b21171,7.496,4.7,2012M04,2012M04_3moAve,2012M04_3moAve,40,8.496,2011M10_3moAve,34,"Monroe County, KY","Monroe, KY",36.714077,-85.713508,KY,#REF!,8,7,4832,29900,69.04195627,26.78665961,42.69454738,18.51508735,12.00370566,-134.00,-1.22,212.00,154.00,21.00,19.00,18.00,13756130,1253
LAUCN211750000000003,21175,21175,b21175,9.168,7.4,2014M04,2014M09_3moAve,2014M09_3moAve,69,10.168,2011M10_3moAve,34,"Morgan County, KY","Morgan, KY",37.92294,-83.258944,KY,#REF!,9,11,5230,31579,72.91892766,29.28673615,37.8908645,21.29572859,11.52667075,-560.00,-4.02,164.00,114.00,22.00,7.00,21.00,85015402,6104
LAUCN230290000000003,23029,23029,b23029,8.088,5.5,2013M08,2013M09_3moAve,2013M09_3moAve,57,9.088,2011M10_3moAve,34,"Washington County, ME","Washington, ME",44.967009,-67.609354,ME,#REF!,7,11,14910,35754,75.91888736,12.80844088,38.39589726,28.82845012,19.96721174,-552.00,-1.68,853.00,660.00,72.00,71.00,50.00,54867098,1672
LAUCN260570000000003,26057,26057,b26057,8.932,6.4,2011M10,2011M12_3moAve,2011M12_3moAve,36,9.932,2011M10_3moAve,34,"Gratiot County, MI","Gratiot, MI",43.292326,-84.60469,MI,#REF!,6,5,19081,42026,87.19087137,12.29887903,41.40881927,32.33494819,13.95735351,-854.00,-2.01,737.00,493.00,70.00,57.00,117.00,33590130,791
LAUCN260590000000003,26059,26059,b26059,9.46,6.2,2011M11,2011M12_3moAve,2011M12_3moAve,36,10.46,2011M10_3moAve,34,"Hillsdale County, MI","Hillsdale, MI",41.864475,-84.642409,MI,#REF!,6,5,20662,40363,83.7406639,13.00925331,41.01015294,30.7222722,15.25832155,"-1,100.00",-2.36,797.00,579.00,77.00,65.00,76.00,36565883,784
LAUCN260630000000003,26063,26063,b26063,8.388,5.4,2011M10,2011M11_3moAve,2011M11_3moAve,35,9.388,2011M10_3moAve,34,"Huron County, MI","Huron, MI",43.907616,-82.857045,MI,#REF!,7,11,16414,41044,85.15352697,13.05727166,44.62765069,28.63583236,13.67924528,-458.00,-1.38,952.00,734.00,68.00,64.00,86.00,16518263,500
LAUCN260690000000003,26069,26069,b26069,10.384,7,2012M08,2012M10_3moAve,2012M10_3moAve,46,11.384,2011M10_3moAve,34,"Iosco County, MI","Iosco, MI",44.329482,-82.849447,MI,#REF!,7,11,10134,36103,74.90248963,12.638513,40.44834806,32.93162437,13.98151458,303.00,1.17,619.00,476.00,48.00,20.00,75.00,12371986,480
LAUCN260910000000003,26091,26091,b26091,8.8,5.6,2011M11,2011M12_3moAve,2011M12_3moAve,36,9.8,2011M10_3moAve,34,"Lenawee County, MI","Lenawee, MI",41.896109,-84.07435,MI,#REF!,4,5,48292,46693,96.87344398,10.8540608,36.83694392,33.05548126,19.25351401,"-1,233.00",-1.23,"1,827.00","1,358.00",153.00,73.00,243.00,61979078,621
LAUCN261130000000003,26113,26113,b26113,9.372,6.5,2011M10,2012M10_3moAve,2012M10_3moAve,46,10.372,2011M10_3moAve,34,"Missaukee County, MI","Missaukee, MI",44.325424,-85.085471,MI,#REF!,9,8,7041,40226,83.45643154,14.01969387,43.45325144,29.48230477,13.04474993,116.00,0.78,273.00,226.00,15.00,12.00,20.00,4925602,332
LAUCN270090000000003,27009,27009,b27009,5.508,4.1,2012M09,2012M10_3moAve,2012M10_3moAve,46,6.508,2011M10_3moAve,34,"Benton County, MN","Benton, MN",45.701225,-94.001439,MN,#REF!,3,2,21231,51564,84.99934063,8.814493895,34.04096101,36.82946042,20.31508468,-104.00,-0.27,897.00,627.00,105.00,45.00,120.00,37339941,970
LAUCN270170000000003,27017,27017,b27017,6.152,4.7,2011M10,2012M10_3moAve,2012M10_3moAve,46,7.152,2011M10_3moAve,34,"Carlton County, MN","Carlton, MN",46.603818,-92.671044,MN,#REF!,2,2,17618,52670,86.82249769,7.774154097,35.16102731,35.71952711,21.34529148,63.00,0.18,702.00,522.00,53.00,61.00,66.00,32759566,925
LAUCN270190000000003,27019,27019,b27019,4.408,3.3,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.408,2011M10_3moAve,34,"Carver County, MN","Carver, MN",44.82132,-93.800091,MN,#REF!,1,1,52112,86759,143.0156271,4.519229142,21.68756239,29.33353637,44.4596721,"3,283.00",3.60,"2,328.00","1,779.00",217.00,90.00,242.00,65172994,713
LAUCN270230000000003,27023,27023,b27023,4.728,4.3,2011M10,2012M10_3moAve,2012M10_3moAve,46,5.728,2011M10_3moAve,34,"Chippewa County, MN","Chippewa, MN",45.028625,-95.564108,MN,#REF!,7,9,7175,55232,91.04576025,12.30084349,34.53608247,35.85988754,17.3031865,-400.00,-3.22,429.00,317.00,49.00,32.00,31.00,38534481,3092
LAUCN270350000000003,27035,27035,b27035,6.252,4.6,2012M09,2012M10_3moAve,2012M10_3moAve,46,7.252,2011M10_3moAve,34,"Crow Wing County, MN","Crow Wing, MN",46.491653,-94.070718,MN,#REF!,4,3,31526,48661,80.21396545,7.95672857,30.77257342,38.81621078,22.45448724,318.00,0.51,"2,026.00","1,492.00",188.00,114.00,232.00,57423799,918
LAUCN270470000000003,27047,27047,b27047,5.296,4,2012M09,2012M10_3moAve,2012M10_3moAve,46,6.296,2011M10_3moAve,34,"Freeborn County, MN","Freeborn, MN",43.674202,-93.350289,MN,#REF!,7,8,17039,47698,78.62653303,12.01055073,37.08217745,36.13624994,14.77102187,-400.00,-1.28,812.00,566.00,97.00,44.00,105.00,37829693,1212
LAUCN270590000000003,27059,27059,b27059,6.412,4,2012M08,2012M09_3moAve,2012M09_3moAve,45,7.412,2011M10_3moAve,34,"Isanti County, MN","Isanti, MN",45.562431,-93.296339,MN,#REF!,1,1,20560,58436,96.32731109,8.437389215,39.39417812,35.71119077,16.4572419,-113.00,-0.30,775.00,610.00,68.00,36.00,61.00,40430048,1068
LAUCN270670000000003,27067,27067,b27067,4.612,3.4,2011M10,2012M10_3moAve,2012M10_3moAve,46,5.612,2011M10_3moAve,34,"Kandiyohi County, MN","Kandiyohi, MN",45.152714,-95.004981,MN,#REF!,4,5,23626,53290,87.84452064,11.42036591,29.95674372,37.90951638,20.71337399,-684.00,-1.62,"1,399.00",976.00,146.00,86.00,191.00,52203394,1235
LAUCN270750000000003,27075,27075,b27075,4.876,4.7,2012M10,2014M06_3moAve,2014M06_3moAve,66,5.876,2011M10_3moAve,34,"Lake County, MN","Lake, MN",47.517111,-91.411704,MN,#REF!,6,6,5810,50875,83.86357642,6.109403811,36.17701291,36.17701291,21.53657037,-55.00,-0.51,289.00,220.00,29.00,12.00,28.00,71088434,6547
LAUCN270990000000003,27099,27099,b27099,4.316,3.3,2012M11,2013M09_3moAve,2013M09_3moAve,57,5.316,2011M10_3moAve,34,"Mower County, MN","Mower, MN",43.666249,-92.759514,MN,#REF!,4,5,20805,50479,83.21080047,12.84572128,33.5335297,37.02612754,16.59462148,-469.00,-1.20,874.00,619.00,85.00,53.00,117.00,20150616,514
LAUCN271030000000003,27103,27103,b27103,3.972,2.9,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.972,2011M10_3moAve,34,"Nicollet County, MN","Nicollet, MN",44.358819,-94.245685,MN,#REF!,3,2,19926,58620,96.63062113,6.646758501,26.86639052,34.41864946,32.06820152,-315.00,-0.96,645.00,447.00,81.00,37.00,80.00,46866530,1430
LAUCN271090000000003,27109,27109,b27109,4.1,3.1,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.1,2011M10_3moAve,34,"Olmsted County, MN","Olmsted, MN",44.003429,-92.406722,MN,#REF!,3,2,81261,65829,108.5141105,5.651023109,22.12460552,32.14903797,40.0753334,881.00,0.61,"3,386.00","2,187.00",339.00,264.00,596.00,151192964,1046
LAUCN271310000000003,27131,27131,b27131,5.412,4,2011M10,2012M10_3moAve,2012M10_3moAve,46,6.412,2011M10_3moAve,34,"Rice County, MN","Rice, MN",44.350943,-93.298503,MN,#REF!,4,3,34748,58644,96.6701833,9.456235087,32.35212859,30.48850936,27.70312696,-324.00,-0.51,"1,496.00","1,116.00",129.00,91.00,160.00,57614960,897
LAUCN271370000000003,27137,27137,b27137,5.936,5.2,2012M09,2012M10_3moAve,2012M10_3moAve,46,6.936,2011M10_3moAve,34,"St. Louis County, MN","St. Louis, MN",47.578635,-92.51457,MN,#REF!,2,2,102204,46022,75.86377423,7.113581412,29.93748894,36.81075662,26.13817303,948.00,0.47,"5,367.00","3,592.00",567.00,423.00,785.00,306319664,1530
LAUCN271390000000003,27139,27139,b27139,4.492,3.3,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.492,2011M10_3moAve,34,"Scott County, MN","Scott, MN",44.651805,-93.533731,MN,#REF!,1,1,74874,85481,140.9089411,5.378512044,23.91807109,32.70514843,37.99826844,"3,784.00",2.91,"3,111.00","2,438.00",249.00,97.00,327.00,62539656,479
LAUCN271410000000003,27141,27141,b27141,5.556,3.9,2012M09,2012M10_3moAve,2012M10_3moAve,46,6.556,2011M10_3moAve,34,"Sherburne County, MN","Sherburne, MN",45.453176,-93.76913,MN,#REF!,1,1,48840,74915,123.4916919,6.849071373,27.0387106,40.97345762,25.13876041,-515.00,-0.58,"1,895.00","1,482.00",158.00,81.00,174.00,58437679,659
LAUCN271470000000003,27147,27147,b27147,4.672,3.6,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.672,2011M10_3moAve,34,"Steele County, MN","Steele, MN",44.015261,-93.220453,MN,#REF!,5,8,21105,53932,88.90280891,7.619870055,34.95764454,32.49856074,24.92392466,-758.00,-2.07,996.00,662.00,95.00,63.00,176.00,30545035,836
LAUCN271570000000003,27157,27157,b27157,4.736,3.7,2011M11,2012M10_3moAve,2012M10_3moAve,46,5.736,2011M10_3moAve,34,"Wabasha County, MN","Wabasha, MN",44.289693,-92.23334,MN,#REF!,3,2,11945,52617,86.73513121,7.324651286,39.73689429,32.97415218,19.96430224,-604.00,-2.79,572.00,464.00,64.00,15.00,29.00,31550798,1457
LAUCN311530000000003,31153,31153,b31153,3.06,2.8,2013M11,2014M10_3moAve,2014M10_3moAve,70,4.06,2011M10_3moAve,34,"Sarpy County, NE","Sarpy, NE",41.115064,-96.109125,NE,#REF!,2,2,86367,67740,131.5288727,5.059094699,23.18081507,35.51566868,36.24442156,"5,826.00",3.67,"3,098.00","2,059.00",292.00,168.00,579.00,126756723,794
LAUCN320110000000003,32011,32011,b32011,4.636,6.7,#N/A,#N/A,#N/A,#N/A,5.636,2011M10_3moAve,34,"Eureka County, NV","Eureka, NV",39.977788,-116.272208,NV,#REF!,9,8,1071,66592,129.9356098,10.77302632,34.78618421,29.76973684,24.67105263,-19.00,-0.96,41.00,29.00,2.00,4.00,6.00,3844156,1920
LAUCN390550000000003,39055,39055,b39055,4.756,4.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.756,2011M10_3moAve,34,"Geauga County, OH","Geauga, OH",41.499322,-81.173505,OH,#REF!,1,1,48750,69078,143.4999377,9.099110506,27.46510082,27.50941724,35.92637143,100.00,0.11,"2,726.00","2,165.00",218.00,67.00,276.00,39258408,420
LAUCN390770000000003,39077,39077,b39077,8.924,5.7,2012M05,2012M06_3moAve,2012M06_3moAve,42,9.924,2011M10_3moAve,34,"Huron County, OH","Huron, OH",41.14508,-82.594641,OH,#REF!,4,3,29708,44825,93.11770327,12.26923954,47.6385829,26.94674466,13.14543291,"-1,563.00",-2.62,"1,164.00",813.00,116.00,80.00,155.00,32937602,553
LAUCN391030000000003,39103,39103,b39103,5.044,4.6,2012M09,2012M11_3moAve,2012M11_3moAve,47,6.044,2011M10_3moAve,34,"Medina County, OH","Medina, OH",41.116174,-81.899764,OH,#REF!,1,1,93953,66720,138.6015206,6.795047677,32.55000593,31.01891842,29.63602798,"2,018.00",1.17,"3,909.00","2,794.00",356.00,202.00,557.00,87026289,504
LAUCN391110000000003,39111,39111,b39111,8.352,9.9,2011M11,2012M05_3moAve,2012M05_3moAve,41,9.352,2011M10_3moAve,34,"Monroe County, OH","Monroe, OH",39.72624,-81.090976,OH,#REF!,8,7,6601,41000,85.17179775,13.55722576,50.9371135,25.09751689,10.40814385,-141.00,-0.96,252.00,203.00,18.00,9.00,22.00,7080014,485
LAUCN391150000000003,39115,39115,b39115,9.764,6.9,2011M10,2012M06_3moAve,2012M06_3moAve,42,10.764,2011M10_3moAve,34,"Morgan County, OH","Morgan, OH",39.624946,-81.861697,OH,#REF!,6,4,6788,36057,74.90340272,14.40443213,46.27949183,28.78976024,10.52631579,-167.00,-1.11,157.00,117.00,19.00,8.00,13.00,13224769,880
LAUCN421170000000003,42117,42117,b42117,5.756,7.5,2014M09,2014M11_3moAve,2014M11_3moAve,71,6.756,2011M10_3moAve,34,"Tioga County, PA","Tioga, PA",41.766859,-77.257288,PA,#REF!,6,6,21191,45052,86.63013172,11.55531027,44.01021007,25.33889828,19.09558139,126.00,0.30,901.00,594.00,77.00,63.00,167.00,33931706,808
LAUCN481270000000003,48127,48127,b48127,6.368,3.7,2011M11,2012M03_3moAve,2012M03_3moAve,39,7.368,2011M10_3moAve,34,"Dimmit County, TX","Dimmit, TX",28.423587,-99.765871,TX,#REF!,6,6,4906,35801,69.22883552,38.44024748,25.98502117,26.35949202,9.215239336,674.00,6.74,187.00,101.00,22.00,21.00,43.00,13173331,1312
LAUCN550150000000003,55015,55015,b55015,4.524,3.5,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.524,2011M10_3moAve,34,"Calumet County, WI","Calumet, WI",44.07841,-88.212132,WI,#REF!,3,2,27514,66657,129.4964448,7.878843338,36.39580283,28.15092728,27.57442655,-629.00,-1.28,861.00,601.00,105.00,45.00,110.00,20837426,425
LAUCN550930000000003,55093,55093,b55093,4.368,3.7,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.368,2011M10_3moAve,34,"Pierce County, WI","Pierce, WI",44.725336,-92.426279,WI,#REF!,1,1,24005,60824,118.1645102,6.547547668,32.43394492,35.299996,25.71851141,-743.00,-1.81,789.00,639.00,67.00,29.00,54.00,47977288,1167
LAUCN551090000000003,55109,55109,b55109,4.7,3.5,2013M09,2013M10_3moAve,2013M10_3moAve,58,5.7,2011M10_3moAve,34,"St. Croix County, WI","St. Croix, WI",45.028959,-92.447284,WI,#REF!,1,1,47518,69641,135.2935463,5.077611622,27.65247043,34.2645544,33.00536355,267.00,0.32,"2,053.00","1,532.00",203.00,94.00,224.00,102431050,1213
LAUCN551190000000003,55119,55119,b55119,6.128,3.8,2012M08,2012M10_3moAve,2012M10_3moAve,46,7.128,2011M10_3moAve,34,"Taylor County, WI","Taylor, WI",45.211656,-90.504853,WI,#REF!,6,6,11303,45985,89.33636399,13.60663807,45.7914352,27.04451164,13.55741509,-392.00,-1.89,476.00,363.00,39.00,27.00,47.00,41053827,1989
LAUCN551230000000003,55123,55123,b55123,5.072,3.7,2013M09,2013M11_3moAve,2013M11_3moAve,59,6.072,2011M10_3moAve,34,"Vernon County, WI","Vernon, WI",43.599366,-90.821983,WI,#REF!,6,6,15182,47063,91.43062517,13.14521337,37.16031596,30.18530478,19.50916588,31.00,0.10,610.00,464.00,67.00,31.00,48.00,27752673,932
LAUCN551290000000003,55129,55129,b55129,6.772,5.4,2012M09,2013M08_3moAve,2013M08_3moAve,56,7.772,2011M10_3moAve,34,"Washburn County, WI","Washburn, WI",45.892463,-91.796423,WI,#REF!,7,11,7987,43588,84.67964409,9.213769656,38.73353166,31.71270718,20.3399915,-34.00,-0.21,514.00,410.00,33.00,26.00,45.00,14954200,940
LAUCN010170000000003,01017,1017,b01017,10.308,6.9,2011M11,2012M03_3moAve,2012M03_3moAve,39,11.308,2011M11_3moAve,35,"Chambers County, AL","Chambers, AL",32.915504,-85.394032,AL,#REF!,6,5,15200,33883,79.01450492,24.85687826,35.88567099,27.45411685,11.80333389,118.00,0.35,557.00,417.00,41.00,18.00,81.00,13767522,403
LAUCN190150000000003,19015,19015,b19015,3.432,2.8,2014M04,2014M09_3moAve,2014M09_3moAve,69,4.432,2011M11_3moAve,35,"Boone County, IA","Boone, IA",42.038601,-93.938363,IA,#REF!,6,5,14660,52578,100.5584669,7.97837122,36.46546016,35.26263518,20.29353344,57.00,0.22,570.00,419.00,59.00,31.00,61.00,14562527,554
LAUCN190490000000003,19049,19049,b19049,3.06,2.7,2014M11,2015M05_3moAve,2015M05_3moAve,77,4.06,2011M11_3moAve,35,"Dallas County, IA","Dallas, IA",41.685321,-94.040707,IA,#REF!,2,2,38223,79309,151.6830509,5.599416175,22.28930317,28.54994582,43.56133484,"7,664.00",11.59,"1,540.00",963.00,136.00,89.00,352.00,34850936,523
