id,Area_Type,FIPS,FIPS_Code,area_text,state
1673,F,CN1316500000000,13165,"Jenkins County, GA",GA
1674,F,CN1316700000000,13167,"Johnson County, GA",GA
1675,F,CN1316900000000,13169,"Jones County, GA",GA
1676,F,CN1317100000000,13171,"Lamar County, GA",GA
1677,F,CN1317300000000,13173,"Lanier County, GA",GA
1678,F,CN1317500000000,13175,"Laurens County, GA",GA
1679,F,CN1317700000000,13177,"Lee County, GA",GA
1680,F,CN1317900000000,13179,"Liberty County, GA",GA
1681,F,CN1318100000000,13181,"Lincoln County, GA",GA
1682,F,CN1318300000000,13183,"Long County, GA",GA
1683,F,CN1318500000000,13185,"Lowndes County, GA",GA
1684,F,CN1318700000000,13187,"Lumpkin County, GA",GA
1685,F,CN1318900000000,13189,"McDuffie County, GA",GA
1686,F,CN1319100000000,13191,"McIntosh County, GA",GA
1687,F,CN1319300000000,13193,"Macon County, GA",GA
1688,F,CN1319500000000,13195,"Madison County, GA",GA
1689,F,CN1319700000000,13197,"Marion County, GA",GA
1690,F,CN1319900000000,13199,"Meriwether County, GA",GA
1691,F,CN1320100000000,13201,"Miller County, GA",GA
1692,F,CN1320500000000,13205,"Mitchell County, GA",GA
1693,F,CN1320700000000,13207,"Monroe County, GA",GA
1694,F,CN1320900000000,13209,"Montgomery County, GA",GA
1695,F,CN1321100000000,13211,"Morgan County, GA",GA
1696,F,CN1321300000000,13213,"Murray County, GA",GA
1697,F,CN1321500000000,13215,"Muscogee County, GA",GA
1698,F,CN1321700000000,13217,"Newton County, GA",GA
1699,F,CN1321900000000,13219,"Oconee County, GA",GA
1700,F,CN1322100000000,13221,"Oglethorpe County, GA",GA
1701,F,CN1322300000000,13223,"Paulding County, GA",GA
1702,F,CN1322500000000,13225,"Peach County, GA",GA
1703,F,CN1322700000000,13227,"Pickens County, GA",GA
1704,F,CN1322900000000,13229,"Pierce County, GA",GA
1705,F,CN1323100000000,13231,"Pike County, GA",GA
1706,F,CN1323300000000,13233,"Polk County, GA",GA
1707,F,CN1323500000000,13235,"Pulaski County, GA",GA
1708,F,CN1323700000000,13237,"Putnam County, GA",GA
1709,F,CN1323900000000,13239,"Quitman County, GA",GA
1710,F,CN1324100000000,13241,"Rabun County, GA",GA
1711,F,CN1324300000000,13243,"Randolph County, GA",GA
1712,F,CN1324500000000,13245,"Richmond County, GA",GA
1713,F,CN1324700000000,13247,"Rockdale County, GA",GA
1714,F,CN1324900000000,13249,"Schley County, GA",GA
1715,F,CN1325100000000,13251,"Screven County, GA",GA
1716,F,CN1325300000000,13253,"Seminole County, GA",GA
1717,F,CN1325500000000,13255,"Spalding County, GA",GA
1718,F,CN1325700000000,13257,"Stephens County, GA",GA
1719,F,CN1325900000000,13259,"Stewart County, GA",GA
1720,F,CN1326100000000,13261,"Sumter County, GA",GA
1721,F,CN1326300000000,13263,"Talbot County, GA",GA
1722,F,CN1326500000000,13265,"Taliaferro County, GA",GA
1723,F,CN1326700000000,13267,"Tattnall County, GA",GA
1724,F,CN1326900000000,13269,"Taylor County, GA",GA
1725,F,CN1327100000000,13271,"Telfair County, GA",GA
1726,F,CN1327300000000,13273,"Terrell County, GA",GA
1727,F,CN1327500000000,13275,"Thomas County, GA",GA
1728,F,CN1327700000000,13277,"Tift County, GA",GA
1729,F,CN1327900000000,13279,"Toombs County, GA",GA
1730,F,CN1328100000000,13281,"Towns County, GA",GA
1731,F,CN1328300000000,13283,"Treutlen County, GA",GA
1732,F,CN1328500000000,13285,"Troup County, GA",GA
1733,F,CN1328700000000,13287,"Turner County, GA",GA
1734,F,CN1328900000000,13289,"Twiggs County, GA",GA
1735,F,CN1329100000000,13291,"Union County, GA",GA
1736,F,CN1329300000000,13293,"Upson County, GA",GA
1737,F,CN1329500000000,13295,"Walker County, GA",GA
1738,F,CN1329700000000,13297,"Walton County, GA",GA
1739,F,CN1329900000000,13299,"Ware County, GA",GA
1740,F,CN1330100000000,13301,"Warren County, GA",GA
1741,F,CN1330300000000,13303,"Washington County, GA",GA
1742,F,CN1330500000000,13305,"Wayne County, GA",GA
1743,F,CN1330700000000,13307,"Webster County, GA",GA
1744,F,CN1330900000000,13309,"Wheeler County, GA",GA
1745,F,CN1331100000000,13311,"White County, GA",GA
1746,F,CN1331300000000,13313,"Whitfield County, GA",GA
1747,F,CN1331500000000,13315,"Wilcox County, GA",GA
1748,F,CN1331700000000,13317,"Wilkes County, GA",GA
1749,F,CN1331900000000,13319,"Wilkinson County, GA",GA
1750,F,CN1332100000000,13321,"Worth County, GA",GA
1751,F,CN1500100000000,15001,"Hawaii County, HI",HI
1752,F,CN1500300000000,15003,"Honolulu County/city, HI",HI
1753,F,CN1500700000000,15007,"Kauai County, HI",HI
1754,F,CN1500900000000,15009,"Maui County, HI",HI
1755,F,CN1600100000000,16001,"Ada County, ID",ID
1756,F,CN1600300000000,16003,"Adams County, ID",ID
1757,F,CN1600500000000,16005,"Bannock County, ID",ID
1758,F,CN1600700000000,16007,"Bear Lake County, ID",ID
1759,F,CN1600900000000,16009,"Benewah County, ID",ID
1760,F,CN1601100000000,16011,"Bingham County, ID",ID
1761,F,CN1601300000000,16013,"Blaine County, ID",ID
1762,F,CN1601500000000,16015,"Boise County, ID",ID
1763,F,CN1601700000000,16017,"Bonner County, ID",ID
1764,F,CN1601900000000,16019,"Bonneville County, ID",ID
1765,F,CN1602100000000,16021,"Boundary County, ID",ID
1766,F,CN1602300000000,16023,"Butte County, ID",ID
1767,F,CN1602500000000,16025,"Camas County, ID",ID
1768,F,CN1602700000000,16027,"Canyon County, ID",ID
1769,F,CN1602900000000,16029,"Caribou County, ID",ID
1770,F,CN1603100000000,16031,"Cassia County, ID",ID
1771,F,CN1603300000000,16033,"Clark County, ID",ID
1772,F,CN1603500000000,16035,"Clearwater County, ID",ID
1773,F,CN1603700000000,16037,"Custer County, ID",ID
1774,F,CN1603900000000,16039,"Elmore County, ID",ID
1775,F,CN1604100000000,16041,"Franklin County, ID",ID
1776,F,CN1604300000000,16043,"Fremont County, ID",ID
1777,F,CN1604500000000,16045,"Gem County, ID",ID
1778,F,CN1604700000000,16047,"Gooding County, ID",ID
1779,F,CN1604900000000,16049,"Idaho County, ID",ID
1780,F,CN1605100000000,16051,"Jefferson County, ID",ID
1781,F,CN1605300000000,16053,"Jerome County, ID",ID
1782,F,CN1605500000000,16055,"Kootenai County, ID",ID
1783,F,CN1605700000000,16057,"Latah County, ID",ID
1784,F,CN1605900000000,16059,"Lemhi County, ID",ID
1785,F,CN1606100000000,16061,"Lewis County, ID",ID
1786,F,CN1606300000000,16063,"Lincoln County, ID",ID
1787,F,CN1606500000000,16065,"Madison County, ID",ID
1788,F,CN1606700000000,16067,"Minidoka County, ID",ID
1789,F,CN1606900000000,16069,"Nez Perce County, ID",ID
1790,F,CN1607100000000,16071,"Oneida County, ID",ID
1791,F,CN1607300000000,16073,"Owyhee County, ID",ID
1792,F,CN1607500000000,16075,"Payette County, ID",ID
1793,F,CN1607700000000,16077,"Power County, ID",ID
1794,F,CN1607900000000,16079,"Shoshone County, ID",ID
1795,F,CN1608100000000,16081,"Teton County, ID",ID
1796,F,CN1608300000000,16083,"Twin Falls County, ID",ID
1797,F,CN1608500000000,16085,"Valley County, ID",ID
1798,F,CN1608700000000,16087,"Washington County, ID",ID
1799,F,CN1700100000000,17001,"Adams County, IL",IL
1800,F,CN1700300000000,17003,"Alexander County, IL",IL
1801,F,CN1700500000000,17005,"Bond County, IL",IL
1802,F,CN1700700000000,17007,"Boone County, IL",IL
1803,F,CN1700900000000,17009,"Brown County, IL",IL
1804,F,CN1701100000000,17011,"Bureau County, IL",IL
1805,F,CN1701300000000,17013,"Calhoun County, IL",IL
1806,F,CN1701500000000,17015,"Carroll County, IL",IL
1807,F,CN1701700000000,17017,"Cass County, IL",IL
1808,F,CN1701900000000,17019,"Champaign County, IL",IL
1809,F,CN1702100000000,17021,"Christian County, IL",IL
1810,F,CN1702300000000,17023,"Clark County, IL",IL
1811,F,CN1702500000000,17025,"Clay County, IL",IL
1812,F,CN1702700000000,17027,"Clinton County, IL",IL
1813,F,CN1702900000000,17029,"Coles County, IL",IL
1814,F,CN1703100000000,17031,"Cook County, IL",IL
1815,F,CN1703300000000,17033,"Crawford County, IL",IL
1816,F,CN1703500000000,17035,"Cumberland County, IL",IL
1817,F,CN1703700000000,17037,"DeKalb County, IL",IL
1818,F,CN1703900000000,17039,"De Witt County, IL",IL
1819,F,CN1704100000000,17041,"Douglas County, IL",IL
1820,F,CN1704300000000,17043,"DuPage County, IL",IL
1821,F,CN1704500000000,17045,"Edgar County, IL",IL
1822,F,CN1704700000000,17047,"Edwards County, IL",IL
1823,F,CN1704900000000,17049,"Effingham County, IL",IL
1824,F,CN1705100000000,17051,"Fayette County, IL",IL
1825,F,CN1705300000000,17053,"Ford County, IL",IL
1826,F,CN1705500000000,17055,"Franklin County, IL",IL
1827,F,CN1705700000000,17057,"Fulton County, IL",IL
1828,F,CN1705900000000,17059,"Gallatin County, IL",IL
1829,F,CN1706100000000,17061,"Greene County, IL",IL
1830,F,CN1706300000000,17063,"Grundy County, IL",IL
1831,F,CN1706500000000,17065,"Hamilton County, IL",IL
1832,F,CN1706700000000,17067,"Hancock County, IL",IL
1833,F,CN1706900000000,17069,"Hardin County, IL",IL
1834,F,CN1707100000000,17071,"Henderson County, IL",IL
1835,F,CN1707300000000,17073,"Henry County, IL",IL
1836,F,CN1707500000000,17075,"Iroquois County, IL",IL
1837,F,CN1707700000000,17077,"Jackson County, IL",IL
1838,F,CN1707900000000,17079,"Jasper County, IL",IL
1839,F,CN1708100000000,17081,"Jefferson County, IL",IL
1840,F,CN1708300000000,17083,"Jersey County, IL",IL
1841,F,CN1708500000000,17085,"Jo Daviess County, IL",IL
1842,F,CN1708700000000,17087,"Johnson County, IL",IL
1843,F,CN1708900000000,17089,"Kane County, IL",IL
1844,F,CN1709100000000,17091,"Kankakee County, IL",IL
1845,F,CN1709300000000,17093,"Kendall County, IL",IL
1846,F,CN1709500000000,17095,"Knox County, IL",IL
1847,F,CN1709700000000,17097,"Lake County, IL",IL
1848,F,CN1709900000000,17099,"LaSalle County, IL",IL
1849,F,CN1710100000000,17101,"Lawrence County, IL",IL
1850,F,CN1710300000000,17103,"Lee County, IL",IL
1851,F,CN1710500000000,17105,"Livingston County, IL",IL
1852,F,CN1710700000000,17107,"Logan County, IL",IL
1853,F,CN1710900000000,17109,"McDonough County, IL",IL
1854,F,CN1711100000000,17111,"McHenry County, IL",IL
1855,F,CN1711300000000,17113,"McLean County, IL",IL
1856,F,CN1711500000000,17115,"Macon County, IL",IL
1857,F,CN1711700000000,17117,"Macoupin County, IL",IL
1858,F,CN1711900000000,17119,"Madison County, IL",IL
1859,F,CN1712100000000,17121,"Marion County, IL",IL
1860,F,CN1712300000000,17123,"Marshall County, IL",IL
1861,F,CN1712500000000,17125,"Mason County, IL",IL
1862,F,CN1712700000000,17127,"Massac County, IL",IL
1863,F,CN1712900000000,17129,"Menard County, IL",IL
1864,F,CN1713100000000,17131,"Mercer County, IL",IL
1865,F,CN1713300000000,17133,"Monroe County, IL",IL
1866,F,CN1713500000000,17135,"Montgomery County, IL",IL
1867,F,CN1713700000000,17137,"Morgan County, IL",IL
1868,F,CN1713900000000,17139,"Moultrie County, IL",IL
1869,F,CN1714100000000,17141,"Ogle County, IL",IL
1870,F,CN1714300000000,17143,"Peoria County, IL",IL
1871,F,CN1714500000000,17145,"Perry County, IL",IL
1872,F,CN1714700000000,17147,"Piatt County, IL",IL
1873,F,CN1714900000000,17149,"Pike County, IL",IL
1874,F,CN1715100000000,17151,"Pope County, IL",IL
1875,F,CN1715300000000,17153,"Pulaski County, IL",IL
1876,F,CN1715500000000,17155,"Putnam County, IL",IL
1877,F,CN1715700000000,17157,"Randolph County, IL",IL
1878,F,CN1715900000000,17159,"Richland County, IL",IL
1879,F,CN1716100000000,17161,"Rock Island County, IL",IL
1880,F,CN1716300000000,17163,"St. Clair County, IL",IL
1881,F,CN1716500000000,17165,"Saline County, IL",IL
1882,F,CN1716700000000,17167,"Sangamon County, IL",IL
1883,F,CN1716900000000,17169,"Schuyler County, IL",IL
1884,F,CN1717100000000,17171,"Scott County, IL",IL
1885,F,CN1717300000000,17173,"Shelby County, IL",IL
1886,F,CN1717500000000,17175,"Stark County, IL",IL
1887,F,CN1717700000000,17177,"Stephenson County, IL",IL
1888,F,CN1717900000000,17179,"Tazewell County, IL",IL
1889,F,CN1718100000000,17181,"Union County, IL",IL
1890,F,CN1718300000000,17183,"Vermilion County, IL",IL
1891,F,CN1718500000000,17185,"Wabash County, IL",IL
1892,F,CN1718700000000,17187,"Warren County, IL",IL
1893,F,CN1718900000000,17189,"Washington County, IL",IL
1894,F,CN1719100000000,17191,"Wayne County, IL",IL
1895,F,CN1719300000000,17193,"White County, IL",IL
1896,F,CN1719500000000,17195,"Whiteside County, IL",IL
1897,F,CN1719700000000,17197,"Will County, IL",IL
1898,F,CN1719900000000,17199,"Williamson County, IL",IL
1899,F,CN1720100000000,17201,"Winnebago County, IL",IL
1900,F,CN1720300000000,17203,"Woodford County, IL",IL
1901,F,CN1800100000000,18001,"Adams County, IN",IN
1902,F,CN1800300000000,18003,"Allen County, IN",IN
1903,F,CN1800500000000,18005,"Bartholomew County, IN",IN
1904,F,CN1800700000000,18007,"Benton County, IN",IN
1905,F,CN1800900000000,18009,"Blackford County, IN",IN
1906,F,CN1801100000000,18011,"Boone County, IN",IN
1907,F,CN1801300000000,18013,"Brown County, IN",IN
1908,F,CN1801500000000,18015,"Carroll County, IN",IN
1909,F,CN1801700000000,18017,"Cass County, IN",IN
1910,F,CN1801900000000,18019,"Clark County, IN",IN
1911,F,CN1802100000000,18021,"Clay County, IN",IN
1912,F,CN1802300000000,18023,"Clinton County, IN",IN
1913,F,CN1802500000000,18025,"Crawford County, IN",IN
1914,F,CN1802700000000,18027,"Daviess County, IN",IN
1915,F,CN1802900000000,18029,"Dearborn County, IN",IN
1916,F,CN1803100000000,18031,"Decatur County, IN",IN
1917,F,CN1803300000000,18033,"DeKalb County, IN",IN
1918,F,CN1803500000000,18035,"Delaware County, IN",IN
1919,F,CN1803700000000,18037,"Dubois County, IN",IN
1920,F,CN1803900000000,18039,"Elkhart County, IN",IN
1921,F,CN1804100000000,18041,"Fayette County, IN",IN
1922,F,CN1804300000000,18043,"Floyd County, IN",IN
1923,F,CN1804500000000,18045,"Fountain County, IN",IN
1924,F,CN1804700000000,18047,"Franklin County, IN",IN
1925,F,CN1804900000000,18049,"Fulton County, IN",IN
1926,F,CN1805100000000,18051,"Gibson County, IN",IN
1927,F,CN1805300000000,18053,"Grant County, IN",IN
1928,F,CN1805500000000,18055,"Greene County, IN",IN
1929,F,CN1805700000000,18057,"Hamilton County, IN",IN
1930,F,CN1805900000000,18059,"Hancock County, IN",IN
1931,F,CN1806100000000,18061,"Harrison County, IN",IN
1932,F,CN1806300000000,18063,"Hendricks County, IN",IN
1933,F,CN1806500000000,18065,"Henry County, IN",IN
1934,F,CN1806700000000,18067,"Howard County, IN",IN
1935,F,CN1806900000000,18069,"Huntington County, IN",IN
1936,F,CN1807100000000,18071,"Jackson County, IN",IN
1937,F,CN1807300000000,18073,"Jasper County, IN",IN
1938,F,CN1807500000000,18075,"Jay County, IN",IN
1939,F,CN1807700000000,18077,"Jefferson County, IN",IN
1940,F,CN1807900000000,18079,"Jennings County, IN",IN
1941,F,CN1808100000000,18081,"Johnson County, IN",IN
1942,F,CN1808300000000,18083,"Knox County, IN",IN
1943,F,CN1808500000000,18085,"Kosciusko County, IN",IN
1944,F,CN1808700000000,18087,"LaGrange County, IN",IN
1945,F,CN1808900000000,18089,"Lake County, IN",IN
1946,F,CN1809100000000,18091,"LaPorte County, IN",IN
1947,F,CN1809300000000,18093,"Lawrence County, IN",IN
1948,F,CN1809500000000,18095,"Madison County, IN",IN
1949,F,CN1809700000000,18097,"Marion County, IN",IN
1950,F,CN1809900000000,18099,"Marshall County, IN",IN
1951,F,CN1810100000000,18101,"Martin County, IN",IN
1952,F,CN1810300000000,18103,"Miami County, IN",IN
1953,F,CN1810500000000,18105,"Monroe County, IN",IN
1954,F,CN1810700000000,18107,"Montgomery County, IN",IN
1955,F,CN1810900000000,18109,"Morgan County, IN",IN
1956,F,CN1811100000000,18111,"Newton County, IN",IN
1957,F,CN1811300000000,18113,"Noble County, IN",IN
1958,F,CN1811500000000,18115,"Ohio County, IN",IN
1959,F,CN1811700000000,18117,"Orange County, IN",IN
1960,F,CN1811900000000,18119,"Owen County, IN",IN
1961,F,CN1812100000000,18121,"Parke County, IN",IN
1962,F,CN1812300000000,18123,"Perry County, IN",IN
1963,F,CN1812500000000,18125,"Pike County, IN",IN
1964,F,CN1812700000000,18127,"Porter County, IN",IN
1965,F,CN1812900000000,18129,"Posey County, IN",IN
1966,F,CN1813100000000,18131,"Pulaski County, IN",IN
1967,F,CN1813300000000,18133,"Putnam County, IN",IN
1968,F,CN1813500000000,18135,"Randolph County, IN",IN
1969,F,CN1813700000000,18137,"Ripley County, IN",IN
1970,F,CN1813900000000,18139,"Rush County, IN",IN
1971,F,CN1814100000000,18141,"St. Joseph County, IN",IN
1972,F,CN1814300000000,18143,"Scott County, IN",IN
1973,F,CN1814500000000,18145,"Shelby County, IN",IN
1974,F,CN1814700000000,18147,"Spencer County, IN",IN
1975,F,CN1814900000000,18149,"Starke County, IN",IN
1976,F,CN1815100000000,18151,"Steuben County, IN",IN
1977,F,CN1815300000000,18153,"Sullivan County, IN",IN
1978,F,CN1815500000000,18155,"Switzerland County, IN",IN
1979,F,CN1815700000000,18157,"Tippecanoe County, IN",IN
1980,F,CN1815900000000,18159,"Tipton County, IN",IN
1981,F,CN1816100000000,18161,"Union County, IN",IN
1982,F,CN1816300000000,18163,"Vanderburgh County, IN",IN
1983,F,CN1816500000000,18165,"Vermillion County, IN",IN
1984,F,CN1816700000000,18167,"Vigo County, IN",IN
1985,F,CN1816900000000,18169,"Wabash County, IN",IN
1986,F,CN1817100000000,18171,"Warren County, IN",IN
1987,F,CN1817300000000,18173,"Warrick County, IN",IN
1988,F,CN1817500000000,18175,"Washington County, IN",IN
1989,F,CN1817700000000,18177,"Wayne County, IN",IN
1990,F,CN1817900000000,18179,"Wells County, IN",IN
1991,F,CN1818100000000,18181,"White County, IN",IN
1992,F,CN1818300000000,18183,"Whitley County, IN",IN
1993,F,CN1900100000000,19001,"Adair County, IA",IA
1994,F,CN1900300000000,19003,"Adams County, IA",IA
1995,F,CN1900500000000,19005,"Allamakee County, IA",IA
1996,F,CN1900700000000,19007,"Appanoose County, IA",IA
1997,F,CN1900900000000,19009,"Audubon County, IA",IA
1998,F,CN1901100000000,19011,"Benton County, IA",IA
1999,F,CN1901300000000,19013,"Black Hawk County, IA",IA
2000,F,CN1901500000000,19015,"Boone County, IA",IA
2001,F,CN1901700000000,19017,"Bremer County, IA",IA
2002,F,CN1901900000000,19019,"Buchanan County, IA",IA
2003,F,CN1902100000000,19021,"Buena Vista County, IA",IA
2004,F,CN1902300000000,19023,"Butler County, IA",IA
2005,F,CN1902500000000,19025,"Calhoun County, IA",IA
2006,F,CN1902700000000,19027,"Carroll County, IA",IA
2007,F,CN1902900000000,19029,"Cass County, IA",IA
2008,F,CN1903100000000,19031,"Cedar County, IA",IA
2009,F,CN1903300000000,19033,"Cerro Gordo County, IA",IA
2010,F,CN1903500000000,19035,"Cherokee County, IA",IA
2011,F,CN1903700000000,19037,"Chickasaw County, IA",IA
2012,F,CN1903900000000,19039,"Clarke County, IA",IA
2013,F,CN1904100000000,19041,"Clay County, IA",IA
2014,F,CN1904300000000,19043,"Clayton County, IA",IA
2015,F,CN1904500000000,19045,"Clinton County, IA",IA
2016,F,CN1904700000000,19047,"Crawford County, IA",IA
2017,F,CN1904900000000,19049,"Dallas County, IA",IA
2018,F,CN1905100000000,19051,"Davis County, IA",IA
2019,F,CN1905300000000,19053,"Decatur County, IA",IA
2020,F,CN1905500000000,19055,"Delaware County, IA",IA
2021,F,CN1905700000000,19057,"Des Moines County, IA",IA
2022,F,CN1905900000000,19059,"Dickinson County, IA",IA
2023,F,CN1906100000000,19061,"Dubuque County, IA",IA
2024,F,CN1906300000000,19063,"Emmet County, IA",IA
2025,F,CN1906500000000,19065,"Fayette County, IA",IA
2026,F,CN1906700000000,19067,"Floyd County, IA",IA
2027,F,CN1906900000000,19069,"Franklin County, IA",IA
2028,F,CN1907100000000,19071,"Fremont County, IA",IA
2029,F,CN1907300000000,19073,"Greene County, IA",IA
2030,F,CN1907500000000,19075,"Grundy County, IA",IA
2031,F,CN1907700000000,19077,"Guthrie County, IA",IA
2032,F,CN1907900000000,19079,"Hamilton County, IA",IA
2033,F,CN1908100000000,19081,"Hancock County, IA",IA
2034,F,CN1908300000000,19083,"Hardin County, IA",IA
2035,F,CN1908500000000,19085,"Harrison County, IA",IA
2036,F,CN1908700000000,19087,"Henry County, IA",IA
2037,F,CN1908900000000,19089,"Howard County, IA",IA
2038,F,CN1909100000000,19091,"Humboldt County, IA",IA
2039,F,CN1909300000000,19093,"Ida County, IA",IA
2040,F,CN1909500000000,19095,"Iowa County, IA",IA
2041,F,CN1909700000000,19097,"Jackson County, IA",IA
2042,F,CN1909900000000,19099,"Jasper County, IA",IA
2043,F,CN1910100000000,19101,"Jefferson County, IA",IA
2044,F,CN1910300000000,19103,"Johnson County, IA",IA
2045,F,CN1910500000000,19105,"Jones County, IA",IA
2046,F,CN1910700000000,19107,"Keokuk County, IA",IA
2047,F,CN1910900000000,19109,"Kossuth County, IA",IA
2048,F,CN1911100000000,19111,"Lee County, IA",IA
2049,F,CN1911300000000,19113,"Linn County, IA",IA
2050,F,CN1911500000000,19115,"Louisa County, IA",IA
2051,F,CN1911700000000,19117,"Lucas County, IA",IA
2052,F,CN1911900000000,19119,"Lyon County, IA",IA
2053,F,CN1912100000000,19121,"Madison County, IA",IA
2054,F,CN1912300000000,19123,"Mahaska County, IA",IA
2055,F,CN1912500000000,19125,"Marion County, IA",IA
2056,F,CN1912700000000,19127,"Marshall County, IA",IA
2057,F,CN1912900000000,19129,"Mills County, IA",IA
2058,F,CN1913100000000,19131,"Mitchell County, IA",IA
2059,F,CN1913300000000,19133,"Monona County, IA",IA
2060,F,CN1913500000000,19135,"Monroe County, IA",IA
2061,F,CN1913700000000,19137,"Montgomery County, IA",IA
2062,F,CN1913900000000,19139,"Muscatine County, IA",IA
2063,F,CN1914100000000,19141,"O'Brien County, IA",IA
2064,F,CN1914300000000,19143,"Osceola County, IA",IA
2065,F,CN1914500000000,19145,"Page County, IA",IA
2066,F,CN1914700000000,19147,"Palo Alto County, IA",IA
2067,F,CN1914900000000,19149,"Plymouth County, IA",IA
2068,F,CN1915100000000,19151,"Pocahontas County, IA",IA
2069,F,CN1915300000000,19153,"Polk County, IA",IA
2070,F,CN1915500000000,19155,"Pottawattamie County, IA",IA
2071,F,CN1915700000000,19157,"Poweshiek County, IA",IA
2072,F,CN1915900000000,19159,"Ringgold County, IA",IA
2073,F,CN1916100000000,19161,"Sac County, IA",IA
2074,F,CN1916300000000,19163,"Scott County, IA",IA
2075,F,CN1916500000000,19165,"Shelby County, IA",IA
2076,F,CN1916700000000,19167,"Sioux County, IA",IA
2077,F,CN1916900000000,19169,"Story County, IA",IA
2078,F,CN1917100000000,19171,"Tama County, IA",IA
2079,F,CN1917300000000,19173,"Taylor County, IA",IA
2080,F,CN1917500000000,19175,"Union County, IA",IA
2081,F,CN1917700000000,19177,"Van Buren County, IA",IA
2082,F,CN1917900000000,19179,"Wapello County, IA",IA
2083,F,CN1918100000000,19181,"Warren County, IA",IA
2084,F,CN1918300000000,19183,"Washington County, IA",IA
2085,F,CN1918500000000,19185,"Wayne County, IA",IA
2086,F,CN1918700000000,19187,"Webster County, IA",IA
2087,F,CN1918900000000,19189,"Winnebago County, IA",IA
2088,F,CN1919100000000,19191,"Winneshiek County, IA",IA
2089,F,CN1919300000000,19193,"Woodbury County, IA",IA
2090,F,CN1919500000000,19195,"Worth County, IA",IA
2091,F,CN1919700000000,19197,"Wright County, IA",IA
2092,F,CN2000100000000,20001,"Allen County, KS",KS
2093,F,CN2000300000000,20003,"Anderson County, KS",KS
2094,F,CN2000500000000,20005,"Atchison County, KS",KS
2095,F,CN2000700000000,20007,"Barber County, KS",KS
2096,F,CN2000900000000,20009,"Barton County, KS",KS
2097,F,CN2001100000000,20011,"Bourbon County, KS",KS
2098,F,CN2001300000000,20013,"Brown County, KS",KS
2099,F,CN2001500000000,20015,"Butler County, KS",KS
2100,F,CN2001700000000,20017,"Chase County, KS",KS
2101,F,CN2001900000000,20019,"Chautauqua County, KS",KS
2102,F,CN2002100000000,20021,"Cherokee County, KS",KS
2103,F,CN2002300000000,20023,"Cheyenne County, KS",KS
2104,F,CN2002500000000,20025,"Clark County, KS",KS
2105,F,CN2002700000000,20027,"Clay County, KS",KS
2106,F,CN2002900000000,20029,"Cloud County, KS",KS
2107,F,CN2003100000000,20031,"Coffey County, KS",KS
2108,F,CN2003300000000,20033,"Comanche County, KS",KS
2109,F,CN2003500000000,20035,"Cowley County, KS",KS
2110,F,CN2003700000000,20037,"Crawford County, KS",KS
2111,F,CN2003900000000,20039,"Decatur County, KS",KS
2112,F,CN2004100000000,20041,"Dickinson County, KS",KS
2113,F,CN2004300000000,20043,"Doniphan County, KS",KS
2114,F,CN2004500000000,20045,"Douglas County, KS",KS
2115,F,CN2004700000000,20047,"Edwards County, KS",KS
2116,F,CN2004900000000,20049,"Elk County, KS",KS
2117,F,CN2005100000000,20051,"Ellis County, KS",KS
2118,F,CN2005300000000,20053,"Ellsworth County, KS",KS
2119,F,CN2005500000000,20055,"Finney County, KS",KS
2120,F,CN2005700000000,20057,"Ford County, KS",KS
2121,F,CN2005900000000,20059,"Franklin County, KS",KS
2122,F,CN2006100000000,20061,"Geary County, KS",KS
2123,F,CN2006300000000,20063,"Gove County, KS",KS
2124,F,CN2006500000000,20065,"Graham County, KS",KS
2125,F,CN2006700000000,20067,"Grant County, KS",KS
2126,F,CN2006900000000,20069,"Gray County, KS",KS
2127,F,CN2007100000000,20071,"Greeley County, KS",KS
2128,F,CN2007300000000,20073,"Greenwood County, KS",KS
2129,F,CN2007500000000,20075,"Hamilton County, KS",KS
2130,F,CN2007700000000,20077,"Harper County, KS",KS
2131,F,CN2007900000000,20079,"Harvey County, KS",KS
2132,F,CN2008100000000,20081,"Haskell County, KS",KS
2133,F,CN2008300000000,20083,"Hodgeman County, KS",KS
2134,F,CN2008500000000,20085,"Jackson County, KS",KS
2135,F,CN2008700000000,20087,"Jefferson County, KS",KS
2136,F,CN2008900000000,20089,"Jewell County, KS",KS
2137,F,CN2009100000000,20091,"Johnson County, KS",KS
2138,F,CN2009300000000,20093,"Kearny County, KS",KS
2139,F,CN2009500000000,20095,"Kingman County, KS",KS
2140,F,CN2009700000000,20097,"Kiowa County, KS",KS
2141,F,CN2009900000000,20099,"Labette County, KS",KS
2142,F,CN2010100000000,20101,"Lane County, KS",KS
2143,F,CN2010300000000,20103,"Leavenworth County, KS",KS
2144,F,CN2010500000000,20105,"Lincoln County, KS",KS
2145,F,CN2010700000000,20107,"Linn County, KS",KS
2146,F,CN2010900000000,20109,"Logan County, KS",KS
2147,F,CN2011100000000,20111,"Lyon County, KS",KS
2148,F,CN2011300000000,20113,"McPherson County, KS",KS
2149,F,CN2011500000000,20115,"Marion County, KS",KS
2150,F,CN2011700000000,20117,"Marshall County, KS",KS
2151,F,CN2011900000000,20119,"Meade County, KS",KS
2152,F,CN2012100000000,20121,"Miami County, KS",KS
2153,F,CN2012300000000,20123,"Mitchell County, KS",KS
2154,F,CN2012500000000,20125,"Montgomery County, KS",KS
