series_id,FIPS_Code,fips_code3,bFIPS,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DateReturned3moMovingAve_VALUES,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1,County_Name,LAT,LON,State
LAUCN051030000000003,05103,5103,b05103,6.844,7.3,2014M10,2014M12_3moAve,2014M12_3moAve,72,7.844,2014M09_3moAve,69,"Ouachita County, AR",33.59116,-92.878415,AR
LAUCN051210000000003,05121,5121,b05121,8.748,7.5,2013M09,2013M11_3moAve,2013M11_3moAve,59,9.748,2010M06_3moAve,18,"Randolph County, AR",36.341298,-91.028441,AR
LAUCN051230000000003,05123,5123,b05123,9.512,8.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,10.512,2010M06_3moAve,18,"St. Francis County, AR",35.014026,-90.742138,AR
LAUCN080090000000003,08009,8009,b08009,2.936,2,2014M04,2014M06_3moAve,2014M06_3moAve,66,3.936,2013M09_3moAve,57,"Baca County, CO",37.306693,-102.537758,CO
LAUCN080170000000003,08017,8017,b08017,2.58,3.2,2014M08,2014M09_3moAve,2014M09_3moAve,69,3.58,2010M01_3moAve,13,"Cheyenne County, CO",38.835386,-102.604585,CO
LAUCN080530000000003,08053,8053,b08053,3.188,2.8,2014M06,2014M07_3moAve,2014M07_3moAve,67,4.188,2010M08_3moAve,20,"Hinsdale County, CO",37.821165,-107.338261,CO
LAUCN080630000000003,08063,8063,b08063,3.012,2.5,2014M08,2014M09_3moAve,2014M09_3moAve,69,4.012,2013M05_3moAve,53,"Kit Carson County, CO",39.30534,-102.603023,CO
LAUCN080730000000003,08073,8073,b08073,3.344,3.1,2014M09,#N/A,#N/A,#N/A,4.344,2014M06_3moAve,66,"Lincoln County, CO",38.99374,-103.507555,CO
LAUCN080950000000003,08095,8095,b08095,3.048,2.3,2014M08,2014M09_3moAve,2014M09_3moAve,69,4.048,2014M05_3moAve,65,"Phillips County, CO",40.594712,-102.345105,CO
LAUCN170090000000003,17009,17009,b17009,3.22,3.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,4.22,2014M06_3moAve,66,"Brown County, IL",39.962069,-90.750309,IL
LAUCN170690000000003,17069,17069,b17069,8.612,7.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,9.612,2012M04_3moAve,40,"Hardin County, IL",37.517852,-88.266148,IL
LAUCN190850000000003,19085,19085,b19085,4.196,3,2013M05,2013M10_3moAve,2013M10_3moAve,58,5.196,2010M09_3moAve,21,"Harrison County, IA",41.688584,-95.827149,IA
LAUCN191290000000003,19129,19129,b19129,3.696,4.1,2015M04,#N/A,#N/A,#N/A,4.696,2011M11_3moAve,35,"Mills County, IA",41.033703,-95.619101,IA
LAUCN191650000000003,19165,19165,b19165,3.16,2.5,2012M09,2013M10_3moAve,2013M10_3moAve,58,4.16,2010M08_3moAve,20,"Shelby County, IA",41.679014,-95.308917,IA
LAUCN200230000000003,20023,20023,b20023,3.348,3.5,2010M06,2012M12_3moAve,2012M12_3moAve,48,4.348,2010M01_3moAve,13,"Cheyenne County, KS",39.789918,-101.727326,KS
LAUCN200250000000003,20025,20025,b20025,3.1,3,2012M11,2012M12_3moAve,2012M12_3moAve,48,4.1,2010M01_3moAve,13,"Clark County, KS",37.233831,-99.813869,KS
LAUCN200270000000003,20027,20027,b20027,3.388,5.5,#N/A,#N/A,#N/A,#N/A,4.388,2013M11_3moAve,59,"Clay County, KS",39.344964,-97.168853,KS
LAUCN200290000000003,20029,20029,b20029,3.624,4.8,2013M10,2013M12_3moAve,2013M12_3moAve,60,4.624,2012M11_3moAve,47,"Cloud County, KS",39.487329,-97.64139,KS
LAUCN200330000000003,20033,20033,b20033,3.156,4.1,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.156,2010M01_3moAve,13,"Comanche County, KS",37.181442,-99.251293,KS
LAUCN200390000000003,20039,20039,b20039,3.112,4.6,2013M12,2014M11_3moAve,2014M11_3moAve,71,4.112,2010M01_3moAve,13,"Decatur County, KS",39.783542,-100.459708,KS
LAUCN200470000000003,20047,20047,b20047,3.136,4.4,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.136,2011M11_3moAve,35,"Edwards County, KS",37.883595,-99.304746,KS
LAUCN200530000000003,20053,20053,b20053,3.344,3.7,2012M04,2012M06_3moAve,2012M06_3moAve,42,4.344,2010M12_3moAve,24,"Ellsworth County, KS",38.700845,-98.205355,KS
LAUCN200550000000003,20055,20055,b20055,3.488,4.5,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.488,2010M01_3moAve,13,"Finney County, KS",38.049808,-100.739967,KS
LAUCN200570000000003,20057,20057,b20057,3.104,4.3,#N/A,#N/A,#N/A,#N/A,4.104,2010M01_3moAve,13,"Ford County, KS",37.688416,-99.884748,KS
LAUCN200630000000003,20063,20063,b20063,2.9,3.6,2012M04,2012M06_3moAve,2012M06_3moAve,42,3.9,2010M01_3moAve,13,"Gove County, KS",38.917239,-100.48736,KS
LAUCN200670000000003,20067,20067,b20067,2.852,4.5,#N/A,#N/A,#N/A,#N/A,3.852,2012M10_3moAve,46,"Grant County, KS",37.547537,-101.299362,KS
LAUCN200690000000003,20069,20069,b20069,2.636,3,2011M12,2013M11_3moAve,2013M11_3moAve,59,3.636,2010M01_3moAve,13,"Gray County, KS",37.744513,-100.451716,KS
LAUCN200710000000003,20071,20071,b20071,3.492,2.8,2010M06,2010M07_3moAve,2010M07_3moAve,19,4.492,2010M01_3moAve,13,"Greeley County, KS",38.480404,-101.80597,KS
LAUCN200750000000003,20075,20075,b20075,3.432,2.5,2010M01,2010M02_3moAve,2010M02_3moAve,14,4.432,2010M01_3moAve,13,"Hamilton County, KS",37.995244,-101.793689,KS
LAUCN200810000000003,20081,20081,b20081,2.808,3.1,2012M12,2013M11_3moAve,2013M11_3moAve,59,3.808,2010M01_3moAve,13,"Haskell County, KS",37.554979,-100.879952,KS
LAUCN200830000000003,20083,20083,b20083,3.712,3.9,2010M03,2010M05_3moAve,2010M05_3moAve,17,4.712,2010M01_3moAve,13,"Hodgeman County, KS",38.087493,-99.898407,KS
LAUCN200890000000003,20089,20089,b20089,3.016,5,2013M12,#N/A,#N/A,#N/A,4.016,2012M06_3moAve,42,"Jewell County, KS",39.77701,-98.222584,KS
LAUCN200970000000003,20097,20097,b20097,4.096,4.4,2011M10,2011M11_3moAve,2011M11_3moAve,35,5.096,2010M01_3moAve,13,"Kiowa County, KS",37.561231,-99.286539,KS
LAUCN201010000000003,20101,20101,b20101,3.64,3.9,2010M05,2010M01_3moAve,2010M01_3moAve,13,4.64,2010M01_3moAve,13,"Lane County, KS",38.481286,-100.466185,KS
LAUCN201090000000003,20109,20109,b20109,2.816,3.3,2011M04,2012M06_3moAve,2012M06_3moAve,42,3.816,2010M01_3moAve,13,"Logan County, KS",38.913269,-101.157407,KS
LAUCN201230000000003,20123,20123,b20123,3.42,3.4,2011M10,2011M11_3moAve,2011M11_3moAve,35,4.42,2010M11_3moAve,23,"Mitchell County, KS",39.393026,-98.207362,KS
LAUCN201310000000003,20131,20131,b20131,3.1,3.4,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.1,2010M01_3moAve,13,"Nemaha County, KS",39.791043,-96.005381,KS
LAUCN201410000000003,20141,20141,b20141,3.608,4.9,2013M04,2014M10_3moAve,2014M10_3moAve,70,4.608,2010M10_3moAve,22,"Osborne County, KS",39.348261,-98.767942,KS
LAUCN201450000000003,20145,20145,b20145,3.144,4.4,2014M09,2014M11_3moAve,2014M11_3moAve,71,4.144,2012M05_3moAve,41,"Pawnee County, KS",38.181477,-99.234772,KS
LAUCN201530000000003,20153,20153,b20153,3.512,2.9,2010M04,2010M01_3moAve,2010M01_3moAve,13,4.512,2010M01_3moAve,13,"Rawlins County, KS",39.786198,-101.076738,KS
LAUCN201570000000003,20157,20157,b20157,3.168,3.4,2011M12,2013M11_3moAve,2013M11_3moAve,59,4.168,2010M10_3moAve,22,"Republic County, KS",39.82891,-97.650921,KS
LAUCN201710000000003,20171,20171,b20171,2.736,3.3,2013M04,2013M11_3moAve,2013M11_3moAve,59,3.736,2010M01_3moAve,13,"Scott County, KS",38.481877,-100.90636,KS
LAUCN201790000000003,20179,20179,b20179,2.68,3.1,2012M09,2012M09_3moAve,2012M09_3moAve,45,3.68,2010M01_3moAve,13,"Sheridan County, KS",39.350542,-100.441206,KS
LAUCN201870000000003,20187,20187,b20187,3.14,3.5,2011M12,2014M06_3moAve,2014M06_3moAve,66,4.14,2010M01_3moAve,13,"Stanton County, KS",37.565932,-101.789383,KS
LAUCN201930000000003,20193,20193,b20193,3.048,3.5,2012M09,2013M12_3moAve,2013M12_3moAve,60,4.048,2010M01_3moAve,13,"Thomas County, KS",39.357706,-101.083438,KS
LAUCN201950000000003,20195,20195,b20195,3.164,4,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.164,2010M01_3moAve,13,"Trego County, KS",38.921302,-99.865423,KS
LAUCN202030000000003,20203,20203,b20203,3.06,3.8,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.06,2010M01_3moAve,13,"Wichita County, KS",38.481922,-101.347434,KS
LAUCN281050000000003,28105,28105,b28105,6.392,7.2,2014M11,2014M12_3moAve,2014M12_3moAve,72,7.392,2013M11_3moAve,59,"Oktibbeha County, MS",33.422313,-88.876151,MS
LAUCN291330000000003,29133,29133,b29133,6.9,7.7,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.9,2012M04_3moAve,40,"Mississippi County, MO",36.826264,-89.295929,MO
LAUCN291510000000003,29151,29151,b29151,5.404,4.8,2011M10,2011M11_3moAve,2011M11_3moAve,35,6.404,2010M05_3moAve,17,"Osage County, MO",38.464253,-91.859504,MO
LAUCN291690000000003,29169,29169,b29169,5.452,6.9,#N/A,#N/A,#N/A,#N/A,6.452,2014M11_3moAve,71,"Pulaski County, MO",37.824835,-92.207022,MO
LAUCN292110000000003,29211,29211,b29211,5.984,6.6,2012M11,2014M11_3moAve,2014M11_3moAve,71,6.984,2012M05_3moAve,41,"Sullivan County, MO",40.209587,-93.109783,MO
LAUCN300150000000003,30015,30015,b30015,3.376,2.9,2012M10,2012M12_3moAve,2012M12_3moAve,48,4.376,2010M05_3moAve,17,"Chouteau County, MT",47.886837,-110.436189,MT
LAUCN300190000000003,30019,30019,b30019,3.216,2.3,2010M04,2010M05_3moAve,2010M05_3moAve,17,4.216,2010M02_3moAve,14,"Daniels County, MT",48.794429,-105.541739,MT
LAUCN300330000000003,30033,30033,b30033,3.26,2.2,2010M05,2010M09_3moAve,2010M09_3moAve,21,4.26,2010M01_3moAve,13,"Garfield County, MT",47.280033,-106.986706,MT
LAUCN300370000000003,30037,30037,b30037,4.46,3.3,2011M04,2012M11_3moAve,2012M11_3moAve,47,5.46,2010M12_3moAve,24,"Golden Valley County, MT",46.380624,-109.174586,MT
LAUCN300410000000003,30041,30041,b30041,4.568,4.7,2015M04,2015M04_3moAve,2015M04_3moAve,76,5.568,2010M09_3moAve,21,"Hill County, MT",48.631959,-110.106321,MT
LAUCN300450000000003,30045,30045,b30045,4.048,3.1,2013M10,2014M07_3moAve,2014M07_3moAve,67,5.048,2012M10_3moAve,46,"Judith Basin County, MT",47.032558,-110.30532,MT
LAUCN300510000000003,30051,30051,b30051,3.54,2.3,2011M10,2012M12_3moAve,2012M12_3moAve,48,4.54,2010M04_3moAve,16,"Liberty County, MT",48.559654,-111.036924,MT
LAUCN300550000000003,30055,30055,b30055,2.5,1.9,2010M05,2012M12_3moAve,2012M12_3moAve,48,3.5,2010M01_3moAve,13,"McCone County, MT",47.629628,-105.757222,MT
LAUCN300650000000003,30065,30065,b30065,5.62,4,2010M09,2011M11_3moAve,2011M11_3moAve,35,6.62,2010M07_3moAve,19,"Musselshell County, MT",46.505281,-108.439763,MT
LAUCN300690000000003,30069,30069,b30069,5.432,4.1,2010M02,2010M04_3moAve,2010M04_3moAve,16,6.432,2010M02_3moAve,14,"Petroleum County, MT",47.141917,-108.226575,MT
LAUCN300750000000003,30075,30075,b30075,3.4,2.4,2010M07,2010M09_3moAve,2010M09_3moAve,21,4.4,2010M04_3moAve,16,"Powder River County, MT",45.408926,-105.555344,MT
LAUCN300790000000003,30079,30079,b30079,3.856,4.1,2010M07,2012M08_3moAve,2012M08_3moAve,44,4.856,2010M07_3moAve,19,"Prairie County, MT",46.812398,-105.503938,MT
LAUCN300850000000003,30085,30085,b30085,6.784,5.2,2010M04,2010M05_3moAve,2010M05_3moAve,17,7.784,2010M01_3moAve,13,"Roosevelt County, MT",48.282747,-104.99517,MT
LAUCN300870000000003,30087,30087,b30087,5.76,5.8,2010M05,2013M06_3moAve,2013M06_3moAve,54,6.76,2010M05_3moAve,17,"Rosebud County, MT",46.17336,-106.66641,MT
LAUCN310030000000003,31003,31003,b31003,2.924,2.2,2010M11,2012M06_3moAve,2012M06_3moAve,42,3.924,2010M01_3moAve,13,"Antelope County, NE",42.183225,-98.058037,NE
LAUCN310110000000003,31011,31011,b31011,2.524,2.3,2013M11,2014M06_3moAve,2014M06_3moAve,66,3.524,2010M01_3moAve,13,"Boone County, NE",41.703934,-98.070476,NE
LAUCN310150000000003,31015,31015,b31015,3.116,2,2010M10,2010M10_3moAve,2010M10_3moAve,22,4.116,2010M06_3moAve,18,"Boyd County, NE",42.894448,-98.773022,NE
LAUCN310170000000003,31017,31017,b31017,2.644,4.1,2014M09,2014M10_3moAve,2014M10_3moAve,70,3.644,2011M11_3moAve,35,"Brown County, NE",42.359562,-99.92392,NE
LAUCN310290000000003,31029,31029,b31029,2.572,2,2010M10,2010M11_3moAve,2010M11_3moAve,23,3.572,2010M01_3moAve,13,"Chase County, NE",40.53039,-101.694192,NE
LAUCN310310000000003,31031,31031,b31031,2.288,2.2,2014M08,2014M09_3moAve,2014M09_3moAve,69,3.288,2010M01_3moAve,13,"Cherry County, NE",42.571323,-101.047653,NE
LAUCN310490000000003,31049,31049,b31049,2.908,2.5,2011M09,2011M11_3moAve,2011M11_3moAve,35,3.908,2010M01_3moAve,13,"Deuel County, NE",41.111903,-102.332609,NE
LAUCN310610000000003,31061,31061,b31061,2.896,2.2,2014M09,2014M10_3moAve,2014M10_3moAve,70,3.896,2010M09_3moAve,21,"Franklin County, NE",40.183203,-98.96208,NE
LAUCN310630000000003,31063,31063,b31063,2.504,2.1,2012M09,2014M10_3moAve,2014M10_3moAve,70,3.504,2010M10_3moAve,22,"Frontier County, NE",40.530947,-100.406683,NE
LAUCN310650000000003,31065,31065,b31065,2.98,2.9,2010M08,2010M10_3moAve,2010M10_3moAve,22,3.98,2010M01_3moAve,13,"Furnas County, NE",40.191865,-99.909663,NE
LAUCN310710000000003,31071,31071,b31071,2.552,2.3,2010M05,2012M09_3moAve,2012M09_3moAve,45,3.552,2010M01_3moAve,13,"Garfield County, NE",41.906868,-98.951231,NE
LAUCN310730000000003,31073,31073,b31073,3.16,2.1,2010M07,2010M08_3moAve,2010M08_3moAve,20,4.16,2010M01_3moAve,13,"Gosper County, NE",40.509095,-99.823206,NE
LAUCN310750000000003,31075,31075,b31075,2.724,2.4,2011M04,2011M09_3moAve,2011M09_3moAve,33,3.724,2010M06_3moAve,18,"Grant County, NE",41.913957,-101.755965,NE
LAUCN310770000000003,31077,31077,b31077,2.776,3.1,2014M05,2015M05_3moAve,2015M05_3moAve,77,3.776,2010M01_3moAve,13,"Greeley County, NE",41.567571,-98.530565,NE
LAUCN310810000000003,31081,31081,b31081,2.32,4,2015M02,2015M04_3moAve,2015M04_3moAve,76,3.32,2011M12_3moAve,36,"Hamilton County, NE",40.872817,-98.022329,NE
LAUCN310830000000003,31083,31083,b31083,2.86,2,2010M04,2010M06_3moAve,2010M06_3moAve,18,3.86,2010M01_3moAve,13,"Harlan County, NE",40.178766,-99.403418,NE
LAUCN310850000000003,31085,31085,b31085,3.604,2.2,2010M03,2010M03_3moAve,2010M03_3moAve,15,4.604,2010M01_3moAve,13,"Hayes County, NE",40.537234,-101.047963,NE
LAUCN310890000000003,31089,31089,b31089,2.64,2.2,2013M09,2013M10_3moAve,2013M10_3moAve,58,3.64,2010M01_3moAve,13,"Holt County, NE",42.459287,-98.784766,NE
LAUCN310930000000003,31093,31093,b31093,2.896,5.6,2013M11,2014M10_3moAve,2014M10_3moAve,70,3.896,2010M09_3moAve,21,"Howard County, NE",41.216851,-98.513342,NE
LAUCN311070000000003,31107,31107,b31107,3.052,3,2012M05,2012M06_3moAve,2012M06_3moAve,42,4.052,2010M01_3moAve,13,"Knox County, NE",42.634404,-97.891349,NE
LAUCN311110000000003,31111,31111,b31111,2.792,2.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,3.792,2011M11_3moAve,35,"Lincoln County, NE",41.050322,-100.744481,NE
LAUCN311130000000003,31113,31113,b31113,2.408,2.1,2015M06,2010M01_3moAve,2010M01_3moAve,13,3.408,2010M01_3moAve,13,"Logan County, NE",41.542155,-100.443665,NE
LAUCN311150000000003,31115,31115,b31115,3.984,2.8,2011M08,2011M10_3moAve,2011M10_3moAve,34,4.984,2010M11_3moAve,23,"Loup County, NE",41.897665,-99.509776,NE
LAUCN311170000000003,31117,31117,b31117,2.064,2.6,2010M04,2010M05_3moAve,2010M05_3moAve,17,3.064,2010M03_3moAve,15,"McPherson County, NE",41.648414,-101.120851,NE
LAUCN311250000000003,31125,31125,b31125,2.696,2.3,2013M08,2014M06_3moAve,2014M06_3moAve,66,3.696,2010M01_3moAve,13,"Nance County, NE",41.402385,-97.991408,NE
LAUCN311270000000003,31127,31127,b31127,4.208,4.1,2011M04,2012M11_3moAve,2012M11_3moAve,47,5.208,2010M10_3moAve,22,"Nemaha County, NE",40.385236,-95.853056,NE
LAUCN311330000000003,31133,31133,b31133,3.14,2.7,2010M10,2012M08_3moAve,2012M08_3moAve,44,4.14,2010M01_3moAve,13,"Pawnee County, NE",40.13785,-96.245225,NE
LAUCN311350000000003,31135,31135,b31135,2.408,1.8,2012M11,2013M10_3moAve,2013M10_3moAve,58,3.408,2010M06_3moAve,18,"Perkins County, NE",40.857646,-101.627468,NE
LAUCN311430000000003,31143,31143,b31143,2.812,2.4,2011M10,2011M11_3moAve,2011M11_3moAve,35,3.812,2010M05_3moAve,17,"Polk County, NE",41.187925,-97.570663,NE
LAUCN311490000000003,31149,31149,b31149,2.716,2.7,2010M05,2010M10_3moAve,2010M10_3moAve,22,3.716,2010M01_3moAve,13,"Rock County, NE",42.394749,-99.420851,NE
LAUCN311630000000003,31163,31163,b31163,2.712,3.1,2013M09,2013M10_3moAve,2013M10_3moAve,58,3.712,2010M09_3moAve,21,"Sherman County, NE",41.218743,-98.972849,NE
LAUCN311650000000003,31165,31165,b31165,3.048,2.8,2011M05,2011M07_3moAve,2011M07_3moAve,31,4.048,2010M01_3moAve,13,"Sioux County, NE",42.470612,-103.732111,NE
LAUCN311710000000003,31171,31171,b31171,3.772,2.5,2011M10,2011M11_3moAve,2011M11_3moAve,35,4.772,2010M05_3moAve,17,"Thomas County, NE",41.84862,-100.506911,NE
LAUCN311750000000003,31175,31175,b31175,2.58,2.6,2012M11,2014M10_3moAve,2014M10_3moAve,70,3.58,2011M11_3moAve,35,"Valley County, NE",41.564094,-98.983484,NE
LAUCN311810000000003,31181,31181,b31181,3.328,4,2011M11,2012M09_3moAve,2012M09_3moAve,45,4.328,2011M10_3moAve,34,"Webster County, NE",40.180646,-98.49859,NE
LAUCN350280000000003,35028,35028,b35028,2.568,4.4,#N/A,#N/A,#N/A,#N/A,3.568,2010M01_3moAve,13,"Los Alamos County, NM",35.870047,-106.307968,NM
LAUCN380050000000003,38005,38005,b38005,6.508,4.3,2010M04,2010M01_3moAve,2010M01_3moAve,13,7.508,2010M01_3moAve,13,"Benson County, ND",48.071743,-99.351152,ND
LAUCN380070000000003,38007,38007,b38007,2.296,2.1,2010M09,2010M09_3moAve,2010M09_3moAve,21,3.296,2010M01_3moAve,13,"Billings County, ND",47.007044,-103.364016,ND
LAUCN380090000000003,38009,38009,b38009,3.44,4,2010M05,2010M10_3moAve,2010M10_3moAve,22,4.44,2010M01_3moAve,13,"Bottineau County, ND",48.794412,-100.831257,ND
LAUCN380130000000003,38013,38013,b38013,2.456,3.1,2010M09,2010M11_3moAve,2010M11_3moAve,23,3.456,2010M05_3moAve,17,"Burke County, ND",48.786453,-102.520087,ND
LAUCN380190000000003,38019,38019,b38019,3.088,2.6,2010M05,2010M06_3moAve,2010M06_3moAve,18,4.088,2010M01_3moAve,13,"Cavalier County, ND",48.768439,-98.46379,ND
LAUCN380230000000003,38023,38023,b38023,3.272,1.4,2010M01,2010M01_3moAve,2010M01_3moAve,13,4.272,2010M01_3moAve,13,"Divide County, ND",48.814754,-103.509326,ND
LAUCN380310000000003,38031,38031,b38031,3.2,2.4,2010M07,2010M08_3moAve,2010M08_3moAve,20,4.2,2010M01_3moAve,13,"Foster County, ND",47.471431,-98.872876,ND
LAUCN380390000000003,38039,38039,b38039,2.556,1.8,2010M09,2010M10_3moAve,2010M10_3moAve,22,3.556,2010M01_3moAve,13,"Griggs County, ND",47.456334,-98.232286,ND
LAUCN380410000000003,38041,38041,b38041,3.764,2.5,2010M04,2010M05_3moAve,2010M05_3moAve,17,4.764,2010M01_3moAve,13,"Hettinger County, ND",46.435704,-102.454238,ND
LAUCN380430000000003,38043,38043,b38043,4.512,3.4,2010M05,2011M09_3moAve,2011M09_3moAve,33,5.512,2010M05_3moAve,17,"Kidder County, ND",46.938273,-99.731198,ND
LAUCN380450000000003,38045,38045,b38045,3.224,2.4,2010M09,2010M09_3moAve,2010M09_3moAve,21,4.224,2010M05_3moAve,17,"LaMoure County, ND",46.464195,-98.526057,ND
LAUCN380470000000003,38047,38047,b38047,3.544,2.6,2010M08,2010M09_3moAve,2010M09_3moAve,21,4.544,2010M01_3moAve,13,"Logan County, ND",46.469278,-99.504585,ND
LAUCN380490000000003,38049,38049,b38049,5.06,3.8,2010M05,2010M06_3moAve,2010M06_3moAve,18,6.06,2010M01_3moAve,13,"McHenry County, ND",48.233842,-100.633267,ND
LAUCN380550000000003,38055,38055,b38055,4.576,3.5,2010M05,2010M09_3moAve,2010M09_3moAve,21,5.576,2010M05_3moAve,17,"McLean County, ND",47.653055,-101.421794,ND
LAUCN380570000000003,38057,38057,b38057,4.384,4.3,2010M04,2010M06_3moAve,2010M06_3moAve,18,5.384,2010M05_3moAve,17,"Mercer County, ND",47.307147,-101.833328,ND
LAUCN380590000000003,38059,38059,b38059,3.436,2.6,2010M09,2010M10_3moAve,2010M10_3moAve,22,4.436,2010M06_3moAve,18,"Morton County, ND",46.710819,-101.298265,ND
LAUCN380610000000003,38061,38061,b38061,4.996,1.6,2010M01,2010M01_3moAve,2010M01_3moAve,13,5.996,2010M01_3moAve,13,"Mountrail County, ND",48.210291,-102.364756,ND
LAUCN380630000000003,38063,38063,b38063,3.752,3.4,2010M05,2010M07_3moAve,2010M07_3moAve,19,4.752,2010M05_3moAve,17,"Nelson County, ND",47.918667,-98.204428,ND
LAUCN380650000000003,38065,38065,b38065,4.412,6.3,2010M09,2013M10_3moAve,2013M10_3moAve,58,5.412,2010M09_3moAve,21,"Oliver County, ND",47.118079,-101.33142,ND
LAUCN380670000000003,38067,38067,b38067,5.388,5.6,2010M09,2010M10_3moAve,2010M10_3moAve,22,6.388,2010M06_3moAve,18,"Pembina County, ND",48.766896,-97.545405,ND
LAUCN380710000000003,38071,38071,b38071,3.86,3,2010M05,2010M06_3moAve,2010M06_3moAve,18,4.86,2010M01_3moAve,13,"Ramsey County, ND",48.266163,-98.739031,ND
LAUCN380850000000003,38085,38085,b38085,5.824,4.9,2010M01,2010M01_3moAve,2010M01_3moAve,13,6.824,2010M01_3moAve,13,"Sioux County, ND",46.110618,-101.061284,ND
LAUCN380870000000003,38087,38087,b38087,1.468,2.9,#N/A,#N/A,#N/A,#N/A,2.468,2010M01_3moAve,13,"Slope County, ND",46.445834,-103.462462,ND
LAUCN380910000000003,38091,38091,b38091,2.232,2.5,2010M09,2010M10_3moAve,2010M10_3moAve,22,3.232,2010M01_3moAve,13,"Steele County, ND",47.451062,-97.71892,ND
LAUCN380950000000003,38095,38095,b38095,3.62,2.6,2010M01,2010M01_3moAve,2010M01_3moAve,13,4.62,2010M01_3moAve,13,"Towner County, ND",48.682183,-99.248158,ND
LAUCN380970000000003,38097,38097,b38097,3.308,3.4,2010M09,2010M10_3moAve,2010M10_3moAve,22,4.308,2010M01_3moAve,13,"Traill County, ND",47.446215,-97.164754,ND
LAUCN380990000000003,38099,38099,b38099,4.268,4.3,2010M09,2010M10_3moAve,2010M10_3moAve,22,5.268,2010M05_3moAve,17,"Walsh County, ND",48.376979,-97.72223,ND
LAUCN381050000000003,38105,38105,b38105,1.808,1.8,2010M09,2010M11_3moAve,2010M11_3moAve,23,2.808,2010M01_3moAve,13,"Williams County, ND",48.355765,-103.501333,ND
LAUCN400030000000003,40003,40003,b40003,3.772,3.3,2011M03,2011M04_3moAve,2011M04_3moAve,28,4.772,2010M05_3moAve,17,"Alfalfa County, OK",36.729703,-98.323445,OK
LAUCN400250000000003,40025,40025,b40025,3.416,2.6,2010M09,2010M09_3moAve,2010M09_3moAve,21,4.416,2010M01_3moAve,13,"Cimarron County, OK",36.755276,-102.508734,OK
LAUCN400310000000003,40031,40031,b40031,4.084,4.5,2015M03,2015M04_3moAve,2015M04_3moAve,76,5.084,2014M04_3moAve,64,"Comanche County, OK",34.662628,-98.476597,OK
LAUCN400530000000003,40053,40053,b40053,2.872,3.3,2014M04,2014M04_3moAve,2014M04_3moAve,64,3.872,2011M02_3moAve,26,"Grant County, OK",36.788254,-97.788151,OK
LAUCN401510000000003,40151,40151,b40151,4.416,2.8,2010M01,2010M01_3moAve,2010M01_3moAve,13,5.416,2010M01_3moAve,13,"Woods County, OK",36.726984,-98.863649,OK
LAUCN460310000000003,46031,46031,b46031,5.396,7.7,2014M01,2014M11_3moAve,2014M11_3moAve,71,6.396,2010M01_3moAve,13,"Corson County, SD",45.685671,-101.179665,SD
LAUCN460410000000003,46041,46041,b46041,9.288,18.7,#N/A,#N/A,#N/A,#N/A,10.288,#N/A,#N/A,"Dewey County, SD",45.148049,-100.837953,SD
LAUCN460490000000003,46049,46049,b46049,3.044,2.5,2013M06,2013M07_3moAve,2013M07_3moAve,55,4.044,2010M05_3moAve,17,"Faulk County, SD",45.065476,-99.153564,SD
LAUCN460590000000003,46059,46059,b46059,2.688,2.4,2013M07,2013M07_3moAve,2013M07_3moAve,55,3.688,2010M01_3moAve,13,"Hand County, SD",44.546713,-99.004575,SD
LAUCN460690000000003,46069,46069,b46069,3.048,3,2011M07,2014M02_3moAve,2014M02_3moAve,62,4.048,2010M01_3moAve,13,"Hyde County, SD",44.537301,-99.492148,SD
LAUCN461230000000003,46123,46123,b46123,2.94,2.7,2013M09,2014M07_3moAve,2014M07_3moAve,67,3.94,2010M01_3moAve,13,"Tripp County, SD",43.349729,-99.876219,SD
LAUCN461370000000003,46137,46137,b46137,5.94,8.2,2010M01,2010M01_3moAve,2010M01_3moAve,13,6.94,2010M01_3moAve,13,"Ziebach County, SD",44.989764,-101.660827,SD
LAUCN480110000000003,48011,48011,b48011,3.404,2.9,2013M10,2013M12_3moAve,2013M12_3moAve,60,4.404,2012M09_3moAve,45,"Armstrong County, TX",34.964179,-101.356636,TX
LAUCN480170000000003,48017,48017,b48017,4.176,4.7,2014M12,2015M05_3moAve,2015M05_3moAve,77,5.176,2014M06_3moAve,66,"Bailey County, TX",34.067521,-102.830345,TX
LAUCN480370000000003,48037,48037,b48037,4.8,5.1,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.8,2014M11_3moAve,71,"Bowie County, TX",33.446062,-94.422393,TX
