series_id,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1
LAUCN180010000000003,5.904,4,2013M04,2013M09_3moAve,2013M09_3moAve,57,6.904,2012M09_3moAve,45
LAUCN180030000000003,5.348,4.5,2014M04,2015M04_3moAve,2015M04_3moAve,76,6.348,2014M01_3moAve,61
LAUCN180050000000003,4.096,3.6,2014M04,2015M05_3moAve,2015M05_3moAve,77,5.096,2013M12_3moAve,60
LAUCN180070000000003,4.8,4.5,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.8,2013M12_3moAve,60
LAUCN180090000000003,6.672,5.9,2014M09,2015M05_3moAve,2015M05_3moAve,77,7.672,2014M05_3moAve,65
LAUCN180110000000003,3.88,3.7,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.88,2014M01_3moAve,61
LAUCN180130000000003,5,4.4,2015M04,2015M06_3moAve,2015M06_3moAve,78,6,2014M06_3moAve,66
LAUCN180150000000003,4.932,4.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.932,2014M04_3moAve,64
LAUCN180170000000003,5.56,4.3,2014M04,2014M09_3moAve,2014M09_3moAve,69,6.56,2014M04_3moAve,64
LAUCN180190000000003,4.82,4.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.82,2014M01_3moAve,61
LAUCN180210000000003,6.412,5.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.412,2014M04_3moAve,64
LAUCN180230000000003,4.968,4,2014M04,2014M09_3moAve,2014M09_3moAve,69,5.968,2014M01_3moAve,61
LAUCN180250000000003,6.756,5.4,2014M09,2015M05_3moAve,2015M05_3moAve,77,7.756,2014M06_3moAve,66
LAUCN180270000000003,3.416,3.8,2015M04,#N/A,0,-24108,4.416,2014M05_3moAve,65
LAUCN180290000000003,5.428,4.8,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.428,2014M06_3moAve,66
LAUCN180310000000003,5.372,3.9,2013M12,2014M01_3moAve,2014M01_3moAve,61,6.372,2013M09_3moAve,57
LAUCN180330000000003,6.316,4,2013M10,2013M11_3moAve,2013M11_3moAve,59,7.316,2013M08_3moAve,56
LAUCN180350000000003,5.96,5.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.96,2014M10_3moAve,70
LAUCN180370000000003,3.448,3.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.448,2014M04_3moAve,64
LAUCN180390000000003,6.544,3.9,2013M11,2013M11_3moAve,2013M11_3moAve,59,7.544,2013M05_3moAve,53
LAUCN180410000000003,9.216,6.4,2013M09,2013M12_3moAve,2013M12_3moAve,60,10.216,2013M09_3moAve,57
LAUCN180430000000003,4.592,4.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.592,2014M01_3moAve,61
LAUCN180450000000003,4.736,6.6,#N/A,#N/A,0,-24108,5.736,2015M05_3moAve,77
LAUCN180470000000003,6.02,4.9,2014M04,2014M09_3moAve,2014M09_3moAve,69,7.02,2014M05_3moAve,65
LAUCN180490000000003,5.676,4.6,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.676,2014M06_3moAve,66
LAUCN180510000000003,4.868,4.1,2014M03,2014M04_3moAve,2014M04_3moAve,64,5.868,2013M09_3moAve,57
LAUCN180530000000003,6.848,5.7,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.848,2013M12_3moAve,60
LAUCN180550000000003,5.62,6.6,#N/A,#N/A,0,-24108,6.62,2015M06_3moAve,78
LAUCN180570000000003,3.344,3.4,2015M04,2015M06_3moAve,2015M06_3moAve,78,4.344,2014M01_3moAve,61
LAUCN180590000000003,4.272,4.1,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.272,2014M05_3moAve,65
LAUCN180610000000003,5.168,4.7,2014M09,2015M05_3moAve,2015M05_3moAve,77,6.168,2013M11_3moAve,59
LAUCN180630000000003,3.76,3.8,2015M04,#N/A,0,-24108,4.76,2014M05_3moAve,65
LAUCN180650000000003,6.364,5.1,2014M09,2015M04_3moAve,2015M04_3moAve,76,7.364,2014M04_3moAve,64
LAUCN180670000000003,6.592,4.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.592,2013M10_3moAve,58
LAUCN180690000000003,5.66,4.3,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.66,2013M11_3moAve,59
LAUCN180710000000003,4.6,4,2015M04,2015M04_3moAve,2015M04_3moAve,76,5.6,2014M01_3moAve,61
LAUCN180730000000003,5.256,5.6,#N/A,#N/A,0,-24108,6.256,2014M10_3moAve,70
LAUCN180750000000003,5.032,4.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.032,2014M04_3moAve,64
LAUCN180770000000003,5.472,4.8,2014M04,2015M04_3moAve,2015M04_3moAve,76,6.472,2014M04_3moAve,64
LAUCN180790000000003,6.1,4.9,2014M09,2015M05_3moAve,2015M05_3moAve,77,7.1,2014M05_3moAve,65
LAUCN180810000000003,4.056,4,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.056,2014M05_3moAve,65
LAUCN180830000000003,4.508,4.7,2014M04,2015M05_3moAve,2015M05_3moAve,77,5.508,2014M04_3moAve,64
LAUCN180850000000003,5.42,3.9,2013M12,2014M04_3moAve,2014M04_3moAve,64,6.42,2013M09_3moAve,57
LAUCN180870000000003,6.676,3.7,2012M04,2012M10_3moAve,2012M10_3moAve,46,7.676,2012M04_3moAve,40
LAUCN180890000000003,5.672,6.7,#N/A,#N/A,0,-24108,6.672,,-24108
LAUCN180910000000003,5.628,5.8,#N/A,#N/A,0,-24108,6.628,2015M05_3moAve,77
LAUCN180930000000003,7.352,6.4,2014M09,2014M11_3moAve,2014M11_3moAve,71,8.352,2014M06_3moAve,66
LAUCN180950000000003,6.616,5.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.616,2014M05_3moAve,65
LAUCN180970000000003,5.052,4.9,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.052,2015M04_3moAve,76
LAUCN180990000000003,6.004,3.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.004,2013M09_3moAve,57
LAUCN181010000000003,4.356,4,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.356,2014M06_3moAve,66
LAUCN181030000000003,6.752,5.1,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.752,2013M11_3moAve,59
LAUCN181050000000003,4.124,5.4,#N/A,#N/A,0,-24108,5.124,2015M05_3moAve,77
LAUCN181070000000003,4.38,4.1,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.38,2014M06_3moAve,66
LAUCN181090000000003,4.944,4.4,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.944,2014M06_3moAve,66
LAUCN181110000000003,5.716,5.5,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.716,2014M06_3moAve,66
LAUCN181130000000003,6.896,4.2,2013M08,2013M09_3moAve,2013M09_3moAve,57,7.896,2013M05_3moAve,53
LAUCN181150000000003,5.544,5.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.544,2014M10_3moAve,70
LAUCN181170000000003,5.724,5.7,2015M07,#N/A,0,-24108,6.724,2015M05_3moAve,77
LAUCN181190000000003,5.624,6.1,#N/A,#N/A,0,-24108,6.624,2015M05_3moAve,77
LAUCN181210000000003,5.492,5.4,2015M06,2015M06_3moAve,2015M06_3moAve,78,6.492,2014M09_3moAve,69
LAUCN181230000000003,4.796,4.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.796,2014M06_3moAve,66
LAUCN181250000000003,4.936,4.2,2014M04,2014M06_3moAve,2014M06_3moAve,66,5.936,2013M12_3moAve,60
LAUCN181270000000003,4.288,5.4,#N/A,#N/A,0,-24108,5.288,2015M06_3moAve,78
LAUCN181290000000003,4.544,3.9,2014M04,2015M04_3moAve,2015M04_3moAve,76,5.544,2013M12_3moAve,60
LAUCN181310000000003,4.856,4.3,2014M09,2015M05_3moAve,2015M05_3moAve,77,5.856,2014M05_3moAve,65
LAUCN181330000000003,6,5,2014M09,2014M10_3moAve,2014M10_3moAve,70,7,2014M05_3moAve,65
LAUCN181350000000003,6.236,4.8,2014M04,2014M09_3moAve,2014M09_3moAve,69,7.236,2014M05_3moAve,65
LAUCN181370000000003,5.22,5.1,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.22,2014M10_3moAve,70
LAUCN181390000000003,5.304,4.2,2014M04,2014M09_3moAve,2014M09_3moAve,69,6.304,2014M01_3moAve,61
LAUCN181410000000003,5.692,5.1,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.692,2014M06_3moAve,66
LAUCN181430000000003,5.848,5.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.848,2014M05_3moAve,65
LAUCN181450000000003,5.06,4.2,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.06,2014M04_3moAve,64
LAUCN181470000000003,4.604,3.9,2014M09,2015M05_3moAve,2015M05_3moAve,77,5.604,2014M05_3moAve,65
LAUCN181490000000003,6.792,5.8,2014M06,2014M09_3moAve,2014M09_3moAve,69,7.792,2014M05_3moAve,65
LAUCN181510000000003,6.712,3.9,2012M09,2013M06_3moAve,2013M06_3moAve,54,7.712,2012M05_3moAve,41
LAUCN181530000000003,6.076,6.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,7.076,2014M10_3moAve,70
LAUCN181550000000003,4.436,4.7,#N/A,#N/A,0,-24108,5.436,2015M05_3moAve,77
LAUCN181570000000003,4.304,4.7,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.304,2014M04_3moAve,64
LAUCN181590000000003,5.892,3.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.892,2013M08_3moAve,56
LAUCN181610000000003,5.416,4.2,2014M04,2014M09_3moAve,2014M09_3moAve,69,6.416,2013M11_3moAve,59
LAUCN181630000000003,4.948,4.2,2015M04,2015M04_3moAve,2015M04_3moAve,76,5.948,2014M04_3moAve,64
LAUCN181650000000003,6.372,7.1,#N/A,#N/A,0,-24108,7.372,2015M06_3moAve,78
LAUCN181670000000003,5.836,6.4,#N/A,#N/A,0,-24108,6.836,2015M05_3moAve,77
LAUCN181690000000003,6.116,4.9,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.116,2013M10_3moAve,58
LAUCN181710000000003,3.644,5.1,#N/A,#N/A,0,-24108,4.644,2015M06_3moAve,78
LAUCN181730000000003,4.244,4,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.244,2014M04_3moAve,64
LAUCN181750000000003,5.896,5.2,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.896,2014M05_3moAve,65
LAUCN181770000000003,6.208,5.2,2014M09,2015M04_3moAve,2015M04_3moAve,76,7.208,2014M04_3moAve,64
LAUCN181790000000003,4.852,3.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,5.852,2013M10_3moAve,58
LAUCN181810000000003,5.076,3.8,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.076,2014M04_3moAve,64
LAUCN181830000000003,5.364,4,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.364,2013M10_3moAve,58
LAUCN190010000000003,3.768,2.8,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.768,2010M11_3moAve,23
LAUCN190030000000003,4.2,2.7,2011M04,2011M05_3moAve,2011M05_3moAve,29,5.2,2010M05_3moAve,17
LAUCN190050000000003,5.6,3.8,2012M05,2012M09_3moAve,2012M09_3moAve,45,6.6,2010M09_3moAve,21
LAUCN190070000000003,6.204,4.6,2010M07,2012M05_3moAve,2012M05_3moAve,41,7.204,2010M06_3moAve,18
LAUCN190090000000003,4.204,3.5,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.204,2009M09_3moAve,9
LAUCN190110000000003,4.044,3.5,2014M10,2015M05_3moAve,2015M05_3moAve,77,5.044,2012M06_3moAve,42
LAUCN190130000000003,3.916,4.3,#N/A,#N/A,0,-24108,4.916,2013M10_3moAve,58
LAUCN190150000000003,3.432,2.8,2014M04,2014M09_3moAve,2014M09_3moAve,69,4.432,2011M11_3moAve,35
LAUCN190170000000003,3.328,3.2,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.328,2011M06_3moAve,30
LAUCN190190000000003,4.148,3.6,2012M10,2013M11_3moAve,2013M11_3moAve,59,5.148,2011M07_3moAve,31
LAUCN190210000000003,3.38,4.3,2013M10,2015M05_3moAve,2015M05_3moAve,77,4.38,2010M11_3moAve,23
LAUCN190230000000003,4.332,3.7,2011M09,2011M11_3moAve,2011M11_3moAve,35,5.332,2010M10_3moAve,22
LAUCN190250000000003,3.384,3.8,#N/A,#N/A,0,-24108,4.384,2015M06_3moAve,78
LAUCN190270000000003,2.744,2.5,2015M04,2015M05_3moAve,2015M05_3moAve,77,3.744,2009M11_3moAve,11
LAUCN190290000000003,4.376,2.9,2012M08,2012M09_3moAve,2012M09_3moAve,45,5.376,2010M10_3moAve,22
LAUCN190310000000003,3.448,3.2,2014M10,2015M06_3moAve,2015M06_3moAve,78,4.448,2012M06_3moAve,42
LAUCN190330000000003,4.336,3.7,2014M10,2015M05_3moAve,2015M05_3moAve,77,5.336,2012M07_3moAve,43
LAUCN190350000000003,3.584,4.5,#N/A,#N/A,0,-24108,4.584,2009M06_3moAve,6
LAUCN190370000000003,4.544,4,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.544,2011M09_3moAve,33
LAUCN190390000000003,4.388,3.6,2014M05,2014M06_3moAve,2014M06_3moAve,66,5.388,2013M09_3moAve,57
LAUCN190410000000003,3.276,3.5,2015M05,#N/A,0,-24108,4.276,2013M09_3moAve,57
LAUCN190430000000003,5.168,3.4,2011M07,2011M09_3moAve,2011M09_3moAve,33,6.168,2010M09_3moAve,21
LAUCN190450000000003,3.98,4.8,#N/A,#N/A,0,-24108,4.98,2015M05_3moAve,77
LAUCN190470000000003,3.316,3.2,2015M05,#N/A,0,-24108,4.316,2009M10_3moAve,10
LAUCN190490000000003,3.06,2.7,2014M11,2015M05_3moAve,2015M05_3moAve,77,4.06,2011M11_3moAve,35
LAUCN190510000000003,4.78,3.6,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.78,2011M05_3moAve,29
LAUCN190530000000003,3.964,3.1,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.964,2011M05_3moAve,29
LAUCN190550000000003,3.756,3,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.756,2011M10_3moAve,34
LAUCN190570000000003,5.116,4.4,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.116,2012M05_3moAve,41
LAUCN190590000000003,4.208,3.1,2013M08,2013M09_3moAve,2013M09_3moAve,57,5.208,2011M08_3moAve,32
LAUCN190610000000003,4.188,3.3,2011M10,2012M09_3moAve,2012M09_3moAve,45,5.188,2010M11_3moAve,23
LAUCN190630000000003,3.836,3.2,2013M08,2013M09_3moAve,2013M09_3moAve,57,4.836,2012M05_3moAve,41
LAUCN190650000000003,4.856,4.1,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.856,2011M07_3moAve,31
LAUCN190670000000003,5.152,3.3,2013M05,2013M08_3moAve,2013M08_3moAve,56,6.152,2010M10_3moAve,22
LAUCN190690000000003,3.972,2.8,2012M05,2012M10_3moAve,2012M10_3moAve,46,4.972,2011M06_3moAve,30
LAUCN190710000000003,4.268,2.9,2012M12,2013M06_3moAve,2013M06_3moAve,54,5.268,2011M04_3moAve,28
LAUCN190730000000003,3.732,3.5,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.732,2012M10_3moAve,46
LAUCN190750000000003,3.376,3.3,2015M07,#N/A,0,-24108,4.376,2012M06_3moAve,42
LAUCN190770000000003,4.088,3.1,2013M11,2014M09_3moAve,2014M09_3moAve,69,5.088,2012M09_3moAve,45
LAUCN190790000000003,3.52,3.9,#N/A,#N/A,0,-24108,4.52,2014M09_3moAve,69
LAUCN190810000000003,5.052,2.5,2011M10,2011M11_3moAve,2011M11_3moAve,35,6.052,2010M09_3moAve,21
LAUCN190830000000003,4.032,3.4,2014M05,2014M10_3moAve,2014M10_3moAve,70,5.032,2012M05_3moAve,41
LAUCN190850000000003,4.196,3,2009M07,2009M08_3moAve,2009M08_3moAve,8,5.196,2009M05_3moAve,5
LAUCN190870000000003,5.024,3.9,2013M09,2013M09_3moAve,2013M09_3moAve,57,6.024,2012M07_3moAve,43
LAUCN190890000000003,4.156,2.8,2012M07,2012M08_3moAve,2012M08_3moAve,44,5.156,2010M10_3moAve,22
LAUCN190910000000003,3.372,3,2013M10,2015M06_3moAve,2015M06_3moAve,78,4.372,2011M11_3moAve,35
LAUCN190930000000003,3.612,2.8,2012M05,2012M10_3moAve,2012M10_3moAve,46,4.612,2010M07_3moAve,19
LAUCN190950000000003,3.952,2.9,2012M07,2012M11_3moAve,2012M11_3moAve,47,4.952,2010M09_3moAve,21
LAUCN190970000000003,4.928,3.5,2012M07,2012M09_3moAve,2012M09_3moAve,45,5.928,2011M09_3moAve,33
LAUCN190990000000003,6.976,3.4,2010M05,2010M09_3moAve,2010M09_3moAve,21,7.976,2009M10_3moAve,10
LAUCN191010000000003,4.288,3.4,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.288,2012M05_3moAve,41
LAUCN191030000000003,2.864,2.8,2014M10,2014M12_3moAve,2014M12_3moAve,72,3.864,2010M11_3moAve,23
LAUCN191050000000003,4.308,3.3,2013M10,2014M10_3moAve,2014M10_3moAve,70,5.308,2010M11_3moAve,23
LAUCN191070000000003,4.364,3.5,2013M10,2014M06_3moAve,2014M06_3moAve,66,5.364,2010M11_3moAve,23
LAUCN191090000000003,3.78,2.5,2011M10,2011M11_3moAve,2011M11_3moAve,35,4.78,2010M09_3moAve,21
LAUCN191110000000003,6.124,5.9,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.124,2012M05_3moAve,41
LAUCN191130000000003,3.86,3.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.86,2013M08_3moAve,56
LAUCN191150000000003,4.228,3.6,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.228,2012M06_3moAve,42
LAUCN191170000000003,3.972,3.4,2014M04,2014M06_3moAve,2014M06_3moAve,66,4.972,2011M10_3moAve,34
LAUCN191190000000003,2.52,1.8,2011M10,2013M10_3moAve,2013M10_3moAve,58,3.52,2010M09_3moAve,21
LAUCN191210000000003,4.476,3.4,2013M07,2013M09_3moAve,2013M09_3moAve,57,5.476,2011M08_3moAve,32
LAUCN191230000000003,4.072,3.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.072,2012M06_3moAve,42
LAUCN191250000000003,3.796,3,2014M04,2014M06_3moAve,2014M06_3moAve,66,4.796,2011M11_3moAve,35
LAUCN191270000000003,4.576,4.1,2015M05,2015M06_3moAve,2015M06_3moAve,78,5.576,2013M07_3moAve,55
LAUCN191290000000003,3.696,4.1,2015M04,#N/A,0,-24108,4.696,2009M05_3moAve,5
LAUCN191310000000003,3.688,2.5,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.688,2010M09_3moAve,21
LAUCN191330000000003,5.448,3.6,2013M06,2013M07_3moAve,2013M07_3moAve,55,6.448,2010M10_3moAve,22
LAUCN191350000000003,4.296,3.9,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.296,2012M07_3moAve,43
LAUCN191370000000003,5.992,3.3,2011M04,2011M05_3moAve,2011M05_3moAve,29,6.992,2010M06_3moAve,18
LAUCN191390000000003,3.872,3.6,2015M04,2015M06_3moAve,2015M06_3moAve,78,4.872,2013M09_3moAve,57
LAUCN191410000000003,3.18,2.8,2013M05,2013M11_3moAve,2013M11_3moAve,59,4.18,2010M10_3moAve,22
LAUCN191430000000003,3.564,2.6,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.564,2010M10_3moAve,22
LAUCN191450000000003,4.7,3.9,2013M10,2014M06_3moAve,2014M06_3moAve,66,5.7,2011M05_3moAve,29
LAUCN191470000000003,3.792,3,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.792,2011M05_3moAve,29
LAUCN191490000000003,3.196,2.6,2014M05,2015M04_3moAve,2015M04_3moAve,76,4.196,2010M09_3moAve,21
LAUCN191510000000003,3.168,2.8,2014M09,2014M09_3moAve,2014M09_3moAve,69,4.168,2011M06_3moAve,30
LAUCN191530000000003,3.764,3.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.764,2013M07_3moAve,55
LAUCN191550000000003,4.244,3.4,2013M09,2013M10_3moAve,2013M10_3moAve,58,5.244,2009M06_3moAve,6
LAUCN191570000000003,4.232,3.8,2012M09,2012M11_3moAve,2012M11_3moAve,47,5.232,2010M10_3moAve,22
LAUCN191590000000003,4.356,3.1,2010M05,2010M07_3moAve,2010M07_3moAve,19,5.356,2009M06_3moAve,6
LAUCN191610000000003,3.596,3.1,2011M11,2013M11_3moAve,2013M11_3moAve,59,4.596,2009M09_3moAve,9
LAUCN191630000000003,3.984,4.4,#N/A,#N/A,0,-24108,4.984,2015M05_3moAve,77
LAUCN191650000000003,3.16,2.5,2012M09,2013M10_3moAve,2013M10_3moAve,58,4.16,2009M05_3moAve,5
LAUCN191670000000003,2.684,2.3,2013M10,2013M11_3moAve,2013M11_3moAve,59,3.684,2009M11_3moAve,11
LAUCN191690000000003,2.968,2.7,2012M11,2013M11_3moAve,2013M11_3moAve,59,3.968,2010M10_3moAve,22
LAUCN191710000000003,4.832,3.8,2012M10,2013M09_3moAve,2013M09_3moAve,57,5.832,2010M07_3moAve,19
LAUCN191730000000003,4.036,3.2,2012M04,2012M05_3moAve,2012M05_3moAve,41,5.036,2010M10_3moAve,22
LAUCN191750000000003,4.332,3.8,2012M09,2012M11_3moAve,2012M11_3moAve,47,5.332,2010M07_3moAve,19
LAUCN191770000000003,4.572,3.7,2013M10,2014M06_3moAve,2014M06_3moAve,66,5.572,2012M05_3moAve,41
LAUCN191790000000003,4.68,4.7,2015M05,#N/A,0,-24108,5.68,2014M05_3moAve,65
LAUCN191810000000003,3.532,2.9,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.532,2012M09_3moAve,45
LAUCN191830000000003,3.74,2.8,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.74,2010M10_3moAve,22
LAUCN191850000000003,4.384,3.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.384,2010M11_3moAve,23
LAUCN191870000000003,4.152,4.4,2015M05,#N/A,0,-24108,5.152,2013M09_3moAve,57
LAUCN191890000000003,4.872,4,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.872,2011M11_3moAve,35
LAUCN191910000000003,3.976,3,2011M09,2011M11_3moAve,2011M11_3moAve,35,4.976,2009M11_3moAve,11
LAUCN191930000000003,3.872,3.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.872,2012M10_3moAve,46
LAUCN191950000000003,4.452,3.7,2014M05,2014M07_3moAve,2014M07_3moAve,67,5.452,2012M06_3moAve,42
LAUCN191970000000003,4.184,3.8,2013M07,2013M09_3moAve,2013M09_3moAve,57,5.184,2012M09_3moAve,45
LAUCN200010000000003,4.308,6.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.308,2013M11_3moAve,59
LAUCN200030000000003,4.76,5.9,2013M12,2014M10_3moAve,2014M10_3moAve,70,5.76,2012M11_3moAve,47
LAUCN200050000000003,4.616,8,#N/A,#N/A,0,-24108,5.616,2014M11_3moAve,71
LAUCN200070000000003,3.252,5.2,2013M12,2014M06_3moAve,2014M06_3moAve,66,4.252,2010M11_3moAve,23
LAUCN200090000000003,3.408,4.9,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.408,2012M10_3moAve,46
LAUCN200110000000003,4.636,5.7,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.636,2013M11_3moAve,59
LAUCN200130000000003,4.236,5,2013M10,2014M05_3moAve,2014M05_3moAve,65,5.236,2012M05_3moAve,41
LAUCN200150000000003,4.256,5.2,2014M11,2014M12_3moAve,2014M12_3moAve,72,5.256,2013M11_3moAve,59
LAUCN200170000000003,4.08,4.2,2013M11,2013M12_3moAve,2013M12_3moAve,60,5.08,2009M11_3moAve,11
LAUCN200190000000003,4.656,6.9,2014M11,#N/A,0,-24108,5.656,2013M12_3moAve,60
LAUCN200210000000003,5.032,5.7,2013M12,2014M10_3moAve,2014M10_3moAve,70,6.032,2013M11_3moAve,59
LAUCN200230000000003,3.348,3.5,2009M02,2009M02_3moAve,2009M02_3moAve,2,4.348,2009M05_3moAve,5
LAUCN200250000000003,3.1,3,2012M11,2012M12_3moAve,2012M12_3moAve,48,4.1,2009M05_3moAve,5
LAUCN200270000000003,3.388,5.5,#N/A,#N/A,0,-24108,4.388,2009M05_3moAve,5
LAUCN200290000000003,3.624,4.8,2013M10,2013M12_3moAve,2013M12_3moAve,60,4.624,2009M05_3moAve,5
LAUCN200310000000003,4.616,8,2009M10,2014M04_3moAve,2014M04_3moAve,64,5.616,2009M10_3moAve,10
LAUCN200330000000003,3.156,4.1,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.156,2009M05_3moAve,5
LAUCN200350000000003,4.204,5.8,2014M04,#N/A,0,-24108,5.204,2014M01_3moAve,61
LAUCN200370000000003,5.1,6.2,2013M12,2014M11_3moAve,2014M11_3moAve,71,6.1,2012M11_3moAve,47
LAUCN200390000000003,3.112,4.6,2009M12,2014M11_3moAve,2014M11_3moAve,71,4.112,2009M05_3moAve,5
LAUCN200410000000003,3.932,5.8,#N/A,#N/A,0,-24108,4.932,2014M09_3moAve,69
LAUCN200430000000003,5.156,5.6,2013M04,2013M10_3moAve,2013M10_3moAve,58,6.156,2012M09_3moAve,45
LAUCN200450000000003,4.044,4.8,2013M10,2013M12_3moAve,2013M12_3moAve,60,5.044,2011M12_3moAve,36
LAUCN200470000000003,3.136,4.4,2013M11,2009M01_3moAve,2009M01_3moAve,1,4.136,2009M05_3moAve,5
LAUCN200490000000003,5.72,7.3,2012M10,2012M12_3moAve,2012M12_3moAve,48,6.72,2011M11_3moAve,35
LAUCN200510000000003,2.912,3.6,2013M04,2013M11_3moAve,2013M11_3moAve,59,3.912,2009M10_3moAve,10
LAUCN200530000000003,3.344,3.7,2012M04,2012M06_3moAve,2012M06_3moAve,42,4.344,2009M05_3moAve,5
LAUCN200550000000003,3.488,4.5,2013M11,2013M12_3moAve,2013M12_3moAve,60,4.488,2009M05_3moAve,5
LAUCN200570000000003,3.104,4.3,2009M12,2009M01_3moAve,2009M01_3moAve,1,4.104,2009M05_3moAve,5
LAUCN200590000000003,5.344,5.7,2013M11,2013M11_3moAve,2013M11_3moAve,59,6.344,2012M12_3moAve,48
LAUCN200610000000003,4.544,7.6,#N/A,#N/A,0,-24108,5.544,,-24108
LAUCN200630000000003,2.9,3.6,2009M01,2009M01_3moAve,2009M01_3moAve,1,3.9,2009M05_3moAve,5
LAUCN200650000000003,3.22,4.8,2012M04,2012M11_3moAve,2012M11_3moAve,47,4.22,2009M11_3moAve,11
LAUCN200670000000003,2.852,4.5,#N/A,#N/A,0,-24108,3.852,2009M05_3moAve,5
LAUCN200690000000003,2.636,3,2009M12,2009M12_3moAve,2009M12_3moAve,12,3.636,2009M05_3moAve,5
LAUCN200710000000003,3.492,2.8,2009M04,2009M12_3moAve,2009M12_3moAve,12,4.492,2009M05_3moAve,5
LAUCN200730000000003,4.952,5.4,2013M04,2013M11_3moAve,2013M11_3moAve,59,5.952,2011M11_3moAve,35
LAUCN200750000000003,3.432,2.5,2010M01,2009M01_3moAve,2009M01_3moAve,1,4.432,2009M05_3moAve,5
LAUCN200770000000003,3.112,4.7,2014M10,#N/A,0,-24108,4.112,2012M10_3moAve,46
LAUCN200790000000003,3.808,4.8,2014M12,#N/A,0,-24108,4.808,2013M10_3moAve,58
