series_id,FIPS,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1
LAUCN170250000000003,CN1702500000000,6.316,6.6,2015M04,2015M06_3moAve,2015M06_3moAve,78,7.316,2014M11_3moAve,71
LAUCN170270000000003,CN1702700000000,5.364,4.2,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.364,2011M05_3moAve,29
LAUCN170290000000003,CN1702900000000,5.184,6.1,2015M04,#N/A,0,-24108,6.184,2014M11_3moAve,71
LAUCN170310000000003,CN1703100000000,5.82,6.3,2014M12,#N/A,0,-24108,6.82,2014M10_3moAve,70
LAUCN170330000000003,CN1703300000000,5.948,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,6.948,2011M04_3moAve,28
LAUCN170350000000003,CN1703500000000,6.036,4.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.036,2014M05_3moAve,65
LAUCN170370000000003,CN1703700000000,5,5.4,2015M04,2015M05_3moAve,2015M05_3moAve,77,6,2014M10_3moAve,70
LAUCN170390000000003,CN1703900000000,5.324,5.2,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.324,2014M06_3moAve,66
LAUCN170410000000003,CN1704100000000,4.992,4.7,2014M12,2015M04_3moAve,2015M04_3moAve,76,5.992,2014M06_3moAve,66
LAUCN170430000000003,CN1704300000000,4.4,4.9,#N/A,#N/A,0,-24108,5.4,2014M10_3moAve,70
LAUCN170450000000003,CN1704500000000,5.96,6,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.96,2014M06_3moAve,66
LAUCN170470000000003,CN1704700000000,5.584,5.4,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.584,2014M06_3moAve,66
LAUCN170490000000003,CN1704900000000,4.724,4.4,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.724,2014M05_3moAve,65
LAUCN170510000000003,CN1705100000000,7,5.6,2014M04,2014M10_3moAve,2014M10_3moAve,70,8,2014M05_3moAve,65
LAUCN170530000000003,CN1705300000000,5.472,5,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.472,2014M05_3moAve,65
LAUCN170550000000003,CN1705500000000,8.46,7.8,2014M09,2014M11_3moAve,2014M11_3moAve,71,9.46,2014M05_3moAve,65
LAUCN170570000000003,CN1705700000000,5.872,7.6,#N/A,#N/A,0,-24108,6.872,2015M05_3moAve,77
LAUCN170590000000003,CN1705900000000,7.028,6.7,2014M04,2014M06_3moAve,2014M06_3moAve,66,8.028,2012M05_3moAve,41
LAUCN170610000000003,CN1706100000000,5.432,5.5,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.432,2014M10_3moAve,70
LAUCN170630000000003,CN1706300000000,6.42,6.8,2014M10,#N/A,0,-24108,7.42,2014M10_3moAve,70
LAUCN170650000000003,CN1706500000000,6.176,4.8,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.176,2012M11_3moAve,47
LAUCN170670000000003,CN1706700000000,6.06,6.1,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.06,2014M05_3moAve,65
LAUCN170690000000003,CN1706900000000,8.612,7.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,9.612,2009M05_3moAve,5
LAUCN170710000000003,CN1707100000000,6.192,5.3,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.192,2012M06_3moAve,42
LAUCN170730000000003,CN1707300000000,5.392,5.6,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.392,2014M06_3moAve,66
LAUCN170750000000003,CN1707500000000,5.772,4.9,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.772,2014M06_3moAve,66
LAUCN170770000000003,CN1707700000000,5.076,5.7,2015M04,#N/A,0,-24108,6.076,2014M06_3moAve,66
LAUCN170790000000003,CN1707900000000,5.764,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,6.764,2014M05_3moAve,65
LAUCN170810000000003,CN1708100000000,5.512,6.3,2015M04,#N/A,0,-24108,6.512,2015M04_3moAve,76
LAUCN170830000000003,CN1708300000000,5.828,5.8,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.828,2014M06_3moAve,66
LAUCN170850000000003,CN1708500000000,4.756,4.4,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.756,2014M06_3moAve,66
LAUCN170870000000003,CN1708700000000,7.076,8.2,2015M04,#N/A,0,-24108,8.076,2015M05_3moAve,77
LAUCN170890000000003,CN1708900000000,5.236,5.2,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.236,2014M10_3moAve,70
LAUCN170910000000003,CN1709100000000,7.248,6.2,2014M09,2014M10_3moAve,2014M10_3moAve,70,8.248,2014M06_3moAve,66
LAUCN170930000000003,CN1709300000000,5.02,5.4,2014M11,#N/A,0,-24108,6.02,2014M09_3moAve,69
LAUCN170950000000003,CN1709500000000,5.68,5.5,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.68,2014M06_3moAve,66
LAUCN170970000000003,CN1709700000000,5.544,4.8,2014M09,2014M11_3moAve,2014M11_3moAve,71,6.544,2014M06_3moAve,66
LAUCN170990000000003,CN1709900000000,6.804,6.4,2014M10,2015M05_3moAve,2015M05_3moAve,77,7.804,2014M09_3moAve,69
LAUCN171010000000003,CN1710100000000,6.012,6.4,2015M04,2015M05_3moAve,2015M05_3moAve,77,7.012,2014M11_3moAve,71
LAUCN171030000000003,CN1710300000000,5.884,4.9,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.884,2014M05_3moAve,65
LAUCN171050000000003,CN1710500000000,5.104,5.4,2014M12,2015M04_3moAve,2015M04_3moAve,76,6.104,2014M10_3moAve,70
LAUCN171070000000003,CN1710700000000,5.644,5.2,2014M09,2014M11_3moAve,2014M11_3moAve,71,6.644,2014M05_3moAve,65
LAUCN171090000000003,CN1710900000000,4.82,6.9,2015M04,#N/A,0,-24108,5.82,2015M04_3moAve,76
LAUCN171110000000003,CN1711100000000,5.032,5.3,#N/A,#N/A,0,-24108,6.032,2014M09_3moAve,69
LAUCN171130000000003,CN1711300000000,4.284,4.7,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.284,2014M06_3moAve,66
LAUCN171150000000003,CN1711500000000,6.168,7.2,2015M04,#N/A,0,-24108,7.168,2015M04_3moAve,76
LAUCN171170000000003,CN1711700000000,6.616,5.7,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.616,2014M05_3moAve,65
LAUCN171190000000003,CN1711900000000,5.872,5.7,2015M04,2015M04_3moAve,2015M04_3moAve,76,6.872,2014M06_3moAve,66
LAUCN171210000000003,CN1712100000000,7.244,6.6,2014M04,2014M10_3moAve,2014M10_3moAve,70,8.244,2014M05_3moAve,65
LAUCN171230000000003,CN1712300000000,4.848,6.2,#N/A,#N/A,0,-24108,5.848,2015M05_3moAve,77
LAUCN171250000000003,CN1712500000000,7.12,7.2,2014M10,2015M04_3moAve,2015M04_3moAve,76,8.12,2014M10_3moAve,70
LAUCN171270000000003,CN1712700000000,6.264,7,2015M04,2015M05_3moAve,2015M05_3moAve,77,7.264,2014M11_3moAve,71
LAUCN171290000000003,CN1712900000000,4.916,4.1,2015M04,2015M04_3moAve,2015M04_3moAve,76,5.916,2014M05_3moAve,65
LAUCN171310000000003,CN1713100000000,5.984,5.1,2014M06,2015M05_3moAve,2015M05_3moAve,77,6.984,2012M10_3moAve,46
LAUCN171330000000003,CN1713300000000,4.672,4.1,2014M12,2015M04_3moAve,2015M04_3moAve,76,5.672,2014M05_3moAve,65
LAUCN171350000000003,CN1713500000000,7.488,7,2014M10,2015M04_3moAve,2015M04_3moAve,76,8.488,2014M06_3moAve,66
LAUCN171370000000003,CN1713700000000,5.42,4.6,2014M09,2014M11_3moAve,2014M11_3moAve,71,6.42,2014M05_3moAve,65
LAUCN171390000000003,CN1713900000000,4.292,4.4,2015M03,2015M04_3moAve,2015M04_3moAve,76,5.292,2014M10_3moAve,70
LAUCN171410000000003,CN1714100000000,6.544,6,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.544,2014M06_3moAve,66
LAUCN171430000000003,CN1714300000000,5.124,6.6,#N/A,#N/A,0,-24108,6.124,2015M05_3moAve,77
LAUCN171450000000003,CN1714500000000,8.824,6.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,9.824,2010M11_3moAve,23
LAUCN171470000000003,CN1714700000000,4.312,4.9,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.312,2014M10_3moAve,70
LAUCN171490000000003,CN1714900000000,5.12,4.4,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.12,2014M05_3moAve,65
LAUCN171510000000003,CN1715100000000,7.548,7.4,2012M03,2012M05_3moAve,2012M05_3moAve,41,8.548,2012M03_3moAve,39
LAUCN171530000000003,CN1715300000000,8.084,8.7,2015M03,2015M04_3moAve,2015M04_3moAve,76,9.084,2014M11_3moAve,71
LAUCN171550000000003,CN1715500000000,6.32,5.5,2014M10,2015M05_3moAve,2015M05_3moAve,77,7.32,2014M09_3moAve,69
LAUCN171570000000003,CN1715700000000,5.836,5.2,2014M09,2014M11_3moAve,2014M11_3moAve,71,6.836,2014M05_3moAve,65
LAUCN171590000000003,CN1715900000000,5.516,5.8,2015M05,#N/A,0,-24108,6.516,2014M06_3moAve,66
LAUCN171610000000003,CN1716100000000,4.948,5.8,#N/A,#N/A,0,-24108,5.948,2015M05_3moAve,77
LAUCN171630000000003,CN1716300000000,6.744,6.3,2014M12,2015M04_3moAve,2015M04_3moAve,76,7.744,2014M06_3moAve,66
LAUCN171650000000003,CN1716500000000,7.156,7.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,8.156,2014M06_3moAve,66
LAUCN171670000000003,CN1716700000000,4.968,5,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.968,2014M05_3moAve,65
LAUCN171690000000003,CN1716900000000,4.528,5,#N/A,#N/A,0,-24108,5.528,2014M11_3moAve,71
LAUCN171710000000003,CN1717100000000,5.472,4.7,2014M09,2015M05_3moAve,2015M05_3moAve,77,6.472,2014M06_3moAve,66
LAUCN171730000000003,CN1717300000000,5.588,5.8,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.588,2014M06_3moAve,66
LAUCN171750000000003,CN1717500000000,5.652,5.7,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.652,2014M10_3moAve,70
LAUCN171770000000003,CN1717700000000,5.864,6.1,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.864,2014M10_3moAve,70
LAUCN171790000000003,CN1717900000000,4.688,6,#N/A,#N/A,0,-24108,5.688,2015M05_3moAve,77
LAUCN171810000000003,CN1718100000000,7.624,7.2,2014M09,2014M11_3moAve,2014M11_3moAve,71,8.624,2014M09_3moAve,69
LAUCN171830000000003,CN1718300000000,6.88,6.7,2015M04,2015M04_3moAve,2015M04_3moAve,76,7.88,2014M10_3moAve,70
LAUCN171850000000003,CN1718500000000,6.276,5.5,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.276,2013M05_3moAve,53
LAUCN171870000000003,CN1718700000000,4.972,5,2015M04,2015M04_3moAve,2015M04_3moAve,76,5.972,2014M05_3moAve,65
LAUCN171890000000003,CN1718900000000,5.208,3.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.208,2011M05_3moAve,29
LAUCN171910000000003,CN1719100000000,5.456,6.4,#N/A,#N/A,0,-24108,6.456,2014M06_3moAve,66
LAUCN171930000000003,CN1719300000000,5.684,5.4,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.684,2014M05_3moAve,65
LAUCN171950000000003,CN1719500000000,5.956,6,2015M04,2015M04_3moAve,2015M04_3moAve,76,6.956,2014M06_3moAve,66
LAUCN171970000000003,CN1719700000000,5.4,6.1,#N/A,#N/A,0,-24108,6.4,2014M11_3moAve,71
LAUCN171990000000003,CN1719900000000,6.648,6.3,2014M09,2014M11_3moAve,2014M11_3moAve,71,7.648,2014M05_3moAve,65
LAUCN172010000000003,CN1720100000000,7.132,7.2,2014M10,2014M12_3moAve,2014M12_3moAve,72,8.132,2014M06_3moAve,66
LAUCN172030000000003,CN1720300000000,3.812,4.9,#N/A,#N/A,0,-24108,4.812,2015M04_3moAve,76
LAUCN180010000000003,CN1800100000000,5.904,4,2013M04,2013M09_3moAve,2013M09_3moAve,57,6.904,2012M09_3moAve,45
LAUCN180030000000003,CN1800300000000,5.348,4.5,2014M04,2015M04_3moAve,2015M04_3moAve,76,6.348,2014M01_3moAve,61
LAUCN180050000000003,CN1800500000000,4.096,3.6,2014M04,2015M05_3moAve,2015M05_3moAve,77,5.096,2013M12_3moAve,60
LAUCN180070000000003,CN1800700000000,4.8,4.5,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.8,2013M12_3moAve,60
LAUCN180090000000003,CN1800900000000,6.672,5.9,2014M09,2015M05_3moAve,2015M05_3moAve,77,7.672,2014M05_3moAve,65
LAUCN180110000000003,CN1801100000000,3.88,3.7,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.88,2014M01_3moAve,61
LAUCN180130000000003,CN1801300000000,5,4.4,2015M04,2015M06_3moAve,2015M06_3moAve,78,6,2014M06_3moAve,66
LAUCN180150000000003,CN1801500000000,4.932,4.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.932,2014M04_3moAve,64
LAUCN180170000000003,CN1801700000000,5.56,4.3,2014M04,2014M09_3moAve,2014M09_3moAve,69,6.56,2014M04_3moAve,64
LAUCN180190000000003,CN1801900000000,4.82,4.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.82,2014M01_3moAve,61
LAUCN180210000000003,CN1802100000000,6.412,5.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.412,2014M04_3moAve,64
LAUCN180230000000003,CN1802300000000,4.968,4,2014M04,2014M09_3moAve,2014M09_3moAve,69,5.968,2014M01_3moAve,61
LAUCN180250000000003,CN1802500000000,6.756,5.4,2014M09,2015M05_3moAve,2015M05_3moAve,77,7.756,2014M06_3moAve,66
LAUCN180270000000003,CN1802700000000,3.416,3.8,2015M04,#N/A,0,-24108,4.416,2014M05_3moAve,65
LAUCN180290000000003,CN1802900000000,5.428,4.8,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.428,2014M06_3moAve,66
LAUCN180310000000003,CN1803100000000,5.372,3.9,2013M12,2014M01_3moAve,2014M01_3moAve,61,6.372,2013M09_3moAve,57
LAUCN180330000000003,CN1803300000000,6.316,4,2013M10,2013M11_3moAve,2013M11_3moAve,59,7.316,2013M08_3moAve,56
LAUCN180350000000003,CN1803500000000,5.96,5.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.96,2014M10_3moAve,70
LAUCN180370000000003,CN1803700000000,3.448,3.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,4.448,2014M04_3moAve,64
LAUCN180390000000003,CN1803900000000,6.544,3.9,2013M11,2013M11_3moAve,2013M11_3moAve,59,7.544,2013M05_3moAve,53
LAUCN180410000000003,CN1804100000000,9.216,6.4,2013M09,2013M12_3moAve,2013M12_3moAve,60,10.216,2013M09_3moAve,57
LAUCN180430000000003,CN1804300000000,4.592,4.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.592,2014M01_3moAve,61
LAUCN180450000000003,CN1804500000000,4.736,6.6,#N/A,#N/A,0,-24108,5.736,2015M05_3moAve,77
LAUCN180470000000003,CN1804700000000,6.02,4.9,2014M04,2014M09_3moAve,2014M09_3moAve,69,7.02,2014M05_3moAve,65
LAUCN180490000000003,CN1804900000000,5.676,4.6,2014M09,2014M10_3moAve,2014M10_3moAve,70,6.676,2014M06_3moAve,66
LAUCN180510000000003,CN1805100000000,4.868,4.1,2014M03,2014M04_3moAve,2014M04_3moAve,64,5.868,2013M09_3moAve,57
LAUCN180530000000003,CN1805300000000,6.848,5.7,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.848,2013M12_3moAve,60
LAUCN180550000000003,CN1805500000000,5.62,6.6,#N/A,#N/A,0,-24108,6.62,2015M06_3moAve,78
LAUCN180570000000003,CN1805700000000,3.344,3.4,2015M04,2015M06_3moAve,2015M06_3moAve,78,4.344,2014M01_3moAve,61
LAUCN180590000000003,CN1805900000000,4.272,4.1,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.272,2014M05_3moAve,65
LAUCN180610000000003,CN1806100000000,5.168,4.7,2014M09,2015M05_3moAve,2015M05_3moAve,77,6.168,2013M11_3moAve,59
LAUCN180630000000003,CN1806300000000,3.76,3.8,2015M04,#N/A,0,-24108,4.76,2014M05_3moAve,65
LAUCN180650000000003,CN1806500000000,6.364,5.1,2014M09,2015M04_3moAve,2015M04_3moAve,76,7.364,2014M04_3moAve,64
LAUCN180670000000003,CN1806700000000,6.592,4.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.592,2013M10_3moAve,58
LAUCN180690000000003,CN1806900000000,5.66,4.3,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.66,2013M11_3moAve,59
LAUCN180710000000003,CN1807100000000,4.6,4,2015M04,2015M04_3moAve,2015M04_3moAve,76,5.6,2014M01_3moAve,61
LAUCN180730000000003,CN1807300000000,5.256,5.6,#N/A,#N/A,0,-24108,6.256,2014M10_3moAve,70
LAUCN180750000000003,CN1807500000000,5.032,4.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.032,2014M04_3moAve,64
LAUCN180770000000003,CN1807700000000,5.472,4.8,2014M04,2015M04_3moAve,2015M04_3moAve,76,6.472,2014M04_3moAve,64
LAUCN180790000000003,CN1807900000000,6.1,4.9,2014M09,2015M05_3moAve,2015M05_3moAve,77,7.1,2014M05_3moAve,65
LAUCN180810000000003,CN1808100000000,4.056,4,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.056,2014M05_3moAve,65
LAUCN180830000000003,CN1808300000000,4.508,4.7,2014M04,2015M05_3moAve,2015M05_3moAve,77,5.508,2014M04_3moAve,64
LAUCN180850000000003,CN1808500000000,5.42,3.9,2013M12,2014M04_3moAve,2014M04_3moAve,64,6.42,2013M09_3moAve,57
LAUCN180870000000003,CN1808700000000,6.676,3.7,2012M04,2012M10_3moAve,2012M10_3moAve,46,7.676,2012M04_3moAve,40
LAUCN180890000000003,CN1808900000000,5.672,6.7,#N/A,#N/A,0,-24108,6.672,,-24108
LAUCN180910000000003,CN1809100000000,5.628,5.8,#N/A,#N/A,0,-24108,6.628,2015M05_3moAve,77
LAUCN180930000000003,CN1809300000000,7.352,6.4,2014M09,2014M11_3moAve,2014M11_3moAve,71,8.352,2014M06_3moAve,66
LAUCN180950000000003,CN1809500000000,6.616,5.3,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.616,2014M05_3moAve,65
LAUCN180970000000003,CN1809700000000,5.052,4.9,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.052,2015M04_3moAve,76
LAUCN180990000000003,CN1809900000000,6.004,3.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.004,2013M09_3moAve,57
LAUCN181010000000003,CN1810100000000,4.356,4,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.356,2014M06_3moAve,66
LAUCN181030000000003,CN1810300000000,6.752,5.1,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.752,2013M11_3moAve,59
LAUCN181050000000003,CN1810500000000,4.124,5.4,#N/A,#N/A,0,-24108,5.124,2015M05_3moAve,77
LAUCN181070000000003,CN1810700000000,4.38,4.1,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.38,2014M06_3moAve,66
LAUCN181090000000003,CN1810900000000,4.944,4.4,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.944,2014M06_3moAve,66
LAUCN181110000000003,CN1811100000000,5.716,5.5,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.716,2014M06_3moAve,66
LAUCN181130000000003,CN1811300000000,6.896,4.2,2013M08,2013M09_3moAve,2013M09_3moAve,57,7.896,2013M05_3moAve,53
LAUCN181150000000003,CN1811500000000,5.544,5.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.544,2014M10_3moAve,70
LAUCN181170000000003,CN1811700000000,5.724,5.7,2015M07,#N/A,0,-24108,6.724,2015M05_3moAve,77
LAUCN181190000000003,CN1811900000000,5.624,6.1,#N/A,#N/A,0,-24108,6.624,2015M05_3moAve,77
LAUCN181210000000003,CN1812100000000,5.492,5.4,2015M06,2015M06_3moAve,2015M06_3moAve,78,6.492,2014M09_3moAve,69
LAUCN181230000000003,CN1812300000000,4.796,4.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.796,2014M06_3moAve,66
LAUCN181250000000003,CN1812500000000,4.936,4.2,2014M04,2014M06_3moAve,2014M06_3moAve,66,5.936,2013M12_3moAve,60
LAUCN181270000000003,CN1812700000000,4.288,5.4,#N/A,#N/A,0,-24108,5.288,2015M06_3moAve,78
LAUCN181290000000003,CN1812900000000,4.544,3.9,2014M04,2015M04_3moAve,2015M04_3moAve,76,5.544,2013M12_3moAve,60
LAUCN181310000000003,CN1813100000000,4.856,4.3,2014M09,2015M05_3moAve,2015M05_3moAve,77,5.856,2014M05_3moAve,65
LAUCN181330000000003,CN1813300000000,6,5,2014M09,2014M10_3moAve,2014M10_3moAve,70,7,2014M05_3moAve,65
LAUCN181350000000003,CN1813500000000,6.236,4.8,2014M04,2014M09_3moAve,2014M09_3moAve,69,7.236,2014M05_3moAve,65
LAUCN181370000000003,CN1813700000000,5.22,5.1,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.22,2014M10_3moAve,70
LAUCN181390000000003,CN1813900000000,5.304,4.2,2014M04,2014M09_3moAve,2014M09_3moAve,69,6.304,2014M01_3moAve,61
LAUCN181410000000003,CN1814100000000,5.692,5.1,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.692,2014M06_3moAve,66
LAUCN181430000000003,CN1814300000000,5.848,5.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.848,2014M05_3moAve,65
LAUCN181450000000003,CN1814500000000,5.06,4.2,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.06,2014M04_3moAve,64
LAUCN181470000000003,CN1814700000000,4.604,3.9,2014M09,2015M05_3moAve,2015M05_3moAve,77,5.604,2014M05_3moAve,65
LAUCN181490000000003,CN1814900000000,6.792,5.8,2014M06,2014M09_3moAve,2014M09_3moAve,69,7.792,2014M05_3moAve,65
LAUCN181510000000003,CN1815100000000,6.712,3.9,2012M09,2013M06_3moAve,2013M06_3moAve,54,7.712,2012M05_3moAve,41
LAUCN181530000000003,CN1815300000000,6.076,6.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,7.076,2014M10_3moAve,70
LAUCN181550000000003,CN1815500000000,4.436,4.7,#N/A,#N/A,0,-24108,5.436,2015M05_3moAve,77
LAUCN181570000000003,CN1815700000000,4.304,4.7,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.304,2014M04_3moAve,64
LAUCN181590000000003,CN1815900000000,5.892,3.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.892,2013M08_3moAve,56
LAUCN181610000000003,CN1816100000000,5.416,4.2,2014M04,2014M09_3moAve,2014M09_3moAve,69,6.416,2013M11_3moAve,59
LAUCN181630000000003,CN1816300000000,4.948,4.2,2015M04,2015M04_3moAve,2015M04_3moAve,76,5.948,2014M04_3moAve,64
LAUCN181650000000003,CN1816500000000,6.372,7.1,#N/A,#N/A,0,-24108,7.372,2015M06_3moAve,78
LAUCN181670000000003,CN1816700000000,5.836,6.4,#N/A,#N/A,0,-24108,6.836,2015M05_3moAve,77
LAUCN181690000000003,CN1816900000000,6.116,4.9,2013M12,2014M04_3moAve,2014M04_3moAve,64,7.116,2013M10_3moAve,58
LAUCN181710000000003,CN1817100000000,3.644,5.1,#N/A,#N/A,0,-24108,4.644,2015M06_3moAve,78
LAUCN181730000000003,CN1817300000000,4.244,4,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.244,2014M04_3moAve,64
LAUCN181750000000003,CN1817500000000,5.896,5.2,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.896,2014M05_3moAve,65
LAUCN181770000000003,CN1817700000000,6.208,5.2,2014M09,2015M04_3moAve,2015M04_3moAve,76,7.208,2014M04_3moAve,64
LAUCN181790000000003,CN1817900000000,4.852,3.9,2014M04,2014M06_3moAve,2014M06_3moAve,66,5.852,2013M10_3moAve,58
LAUCN181810000000003,CN1818100000000,5.076,3.8,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.076,2014M04_3moAve,64
LAUCN181830000000003,CN1818300000000,5.364,4,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.364,2013M10_3moAve,58
LAUCN190010000000003,CN1900100000000,3.768,2.8,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.768,2010M11_3moAve,23
LAUCN190030000000003,CN1900300000000,4.2,2.7,2011M04,2011M05_3moAve,2011M05_3moAve,29,5.2,2010M05_3moAve,17
LAUCN190050000000003,CN1900500000000,5.6,3.8,2012M05,2012M09_3moAve,2012M09_3moAve,45,6.6,2010M09_3moAve,21
LAUCN190070000000003,CN1900700000000,6.204,4.6,2010M07,2012M05_3moAve,2012M05_3moAve,41,7.204,2010M06_3moAve,18
LAUCN190090000000003,CN1900900000000,4.204,3.5,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.204,2009M09_3moAve,9
LAUCN190110000000003,CN1901100000000,4.044,3.5,2014M10,2015M05_3moAve,2015M05_3moAve,77,5.044,2012M06_3moAve,42
LAUCN190130000000003,CN1901300000000,3.916,4.3,#N/A,#N/A,0,-24108,4.916,2013M10_3moAve,58
LAUCN190150000000003,CN1901500000000,3.432,2.8,2014M04,2014M09_3moAve,2014M09_3moAve,69,4.432,2011M11_3moAve,35
LAUCN190170000000003,CN1901700000000,3.328,3.2,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.328,2011M06_3moAve,30
LAUCN190190000000003,CN1901900000000,4.148,3.6,2012M10,2013M11_3moAve,2013M11_3moAve,59,5.148,2011M07_3moAve,31
LAUCN190210000000003,CN1902100000000,3.38,4.3,2013M10,2015M05_3moAve,2015M05_3moAve,77,4.38,2010M11_3moAve,23
LAUCN190230000000003,CN1902300000000,4.332,3.7,2011M09,2011M11_3moAve,2011M11_3moAve,35,5.332,2010M10_3moAve,22
LAUCN190250000000003,CN1902500000000,3.384,3.8,#N/A,#N/A,0,-24108,4.384,2015M06_3moAve,78
LAUCN190270000000003,CN1902700000000,2.744,2.5,2015M04,2015M05_3moAve,2015M05_3moAve,77,3.744,2009M11_3moAve,11
LAUCN190290000000003,CN1902900000000,4.376,2.9,2012M08,2012M09_3moAve,2012M09_3moAve,45,5.376,2010M10_3moAve,22
LAUCN190310000000003,CN1903100000000,3.448,3.2,2014M10,2015M06_3moAve,2015M06_3moAve,78,4.448,2012M06_3moAve,42
LAUCN190330000000003,CN1903300000000,4.336,3.7,2014M10,2015M05_3moAve,2015M05_3moAve,77,5.336,2012M07_3moAve,43
LAUCN190350000000003,CN1903500000000,3.584,4.5,#N/A,#N/A,0,-24108,4.584,2009M06_3moAve,6
LAUCN190370000000003,CN1903700000000,4.544,4,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.544,2011M09_3moAve,33
LAUCN190390000000003,CN1903900000000,4.388,3.6,2014M05,2014M06_3moAve,2014M06_3moAve,66,5.388,2013M09_3moAve,57
LAUCN190410000000003,CN1904100000000,3.276,3.5,2015M05,#N/A,0,-24108,4.276,2013M09_3moAve,57
LAUCN190430000000003,CN1904300000000,5.168,3.4,2011M07,2011M09_3moAve,2011M09_3moAve,33,6.168,2010M09_3moAve,21
LAUCN190450000000003,CN1904500000000,3.98,4.8,#N/A,#N/A,0,-24108,4.98,2015M05_3moAve,77
LAUCN190470000000003,CN1904700000000,3.316,3.2,2015M05,#N/A,0,-24108,4.316,2009M10_3moAve,10
