series_id,FIPS,FIPS_code,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1
LAUCN010010000000003,CN0100100000000,01001,4.192,5.9,#N/A,#N/A,0,-24108,5.192,2014M12_3moAve,72
LAUCN010030000000003,CN0100300000000,01003,3.832,5.6,#N/A,#N/A,0,-24108,4.832,,-24108
LAUCN010050000000003,CN0100500000000,01005,7.48,10.2,#N/A,#N/A,0,-24108,8.48,,-24108
LAUCN010070000000003,CN0100700000000,01007,4.916,7.1,#N/A,#N/A,0,-24108,5.916,,-24108
LAUCN010090000000003,CN0100900000000,01009,3.892,5.8,#N/A,#N/A,0,-24108,4.892,,-24108
LAUCN010110000000003,CN0101100000000,01011,9.924,8.2,2010M05,2012M03_3moAve,2012M03_3moAve,39,10.924,2010M05_3moAve,17
LAUCN010130000000003,CN0101300000000,01013,7.296,8.4,2014M11,2014M12_3moAve,2014M12_3moAve,72,8.296,2014M10_3moAve,70
LAUCN010150000000003,CN0101500000000,01015,4.764,7.7,#N/A,#N/A,0,-24108,5.764,,-24108
LAUCN010170000000003,CN0101700000000,01017,10.308,6.9,2011M11,2012M03_3moAve,2012M03_3moAve,39,11.308,2011M11_3moAve,35
LAUCN010190000000003,CN0101900000000,01019,4.932,5.9,2014M09,2014M11_3moAve,2014M11_3moAve,71,5.932,2014M05_3moAve,65
LAUCN010210000000003,CN0102100000000,01021,4.192,6.2,#N/A,#N/A,0,-24108,5.192,2015M04_3moAve,76
LAUCN010230000000003,CN0102300000000,01023,7.088,10.5,#N/A,#N/A,0,-24108,8.088,2014M11_3moAve,71
LAUCN010250000000003,CN0102500000000,01025,7.464,13.5,#N/A,#N/A,0,-24108,8.464,,-24108
LAUCN010270000000003,CN0102700000000,01027,6.68,6.9,2014M04,2014M11_3moAve,2014M11_3moAve,71,7.68,2013M12_3moAve,60
LAUCN010290000000003,CN0102900000000,01029,4.336,6.6,#N/A,#N/A,0,-24108,5.336,,-24108
LAUCN010310000000003,CN0103100000000,01031,4.308,6.6,#N/A,#N/A,0,-24108,5.308,,-24108
LAUCN010330000000003,CN0103300000000,01033,5.512,8.6,#N/A,#N/A,0,-24108,6.512,,-24108
LAUCN010350000000003,CN0103500000000,01035,7.828,9.6,#N/A,#N/A,0,-24108,8.828,2015M04_3moAve,76
LAUCN010370000000003,CN0103700000000,01037,6.96,7.4,2015M04,2015M04_3moAve,2015M04_3moAve,76,7.96,2014M11_3moAve,71
LAUCN010390000000003,CN0103900000000,01039,4.864,7.4,#N/A,#N/A,0,-24108,5.864,,-24108
LAUCN010410000000003,CN0104100000000,01041,4.912,6.5,#N/A,#N/A,0,-24108,5.912,2014M11_3moAve,71
LAUCN010430000000003,CN0104300000000,01043,4.104,5.7,#N/A,#N/A,0,-24108,5.104,2014M12_3moAve,72
LAUCN010450000000003,CN0104500000000,01045,4.66,7,#N/A,#N/A,0,-24108,5.66,,-24108
LAUCN010470000000003,CN0104700000000,01047,9.64,11.6,2014M12,2015M02_3moAve,2015M02_3moAve,74,10.64,2014M11_3moAve,71
LAUCN010490000000003,CN0104900000000,01049,5.024,6.6,#N/A,#N/A,0,-24108,6.024,2014M11_3moAve,71
LAUCN010510000000003,CN0105100000000,01051,4.172,5.6,#N/A,#N/A,0,-24108,5.172,2014M11_3moAve,71
LAUCN010530000000003,CN0105300000000,01053,6.388,8.1,2015M04,#N/A,0,-24108,7.388,2014M11_3moAve,71
LAUCN010550000000003,CN0105500000000,01055,5.184,6.7,#N/A,#N/A,0,-24108,6.184,2014M11_3moAve,71
LAUCN010570000000003,CN0105700000000,01057,5.928,7.6,2014M12,#N/A,0,-24108,6.928,2014M11_3moAve,71
LAUCN010590000000003,CN0105900000000,01059,5.972,7,2015M04,#N/A,0,-24108,6.972,2014M11_3moAve,71
LAUCN010610000000003,CN0106100000000,01061,4.408,6.5,#N/A,#N/A,0,-24108,5.408,,-24108
LAUCN010630000000003,CN0106300000000,01063,7.392,11.8,#N/A,#N/A,0,-24108,8.392,,-24108
LAUCN010650000000003,CN0106500000000,01065,6.34,8.9,#N/A,#N/A,0,-24108,7.34,2015M04_3moAve,76
LAUCN010670000000003,CN0106700000000,01067,6.488,7.3,2014M10,2014M12_3moAve,2014M12_3moAve,72,7.488,2013M05_3moAve,53
LAUCN010690000000003,CN0106900000000,01069,4.088,6.9,#N/A,#N/A,0,-24108,5.088,,-24108
LAUCN010710000000003,CN0107100000000,01071,5.308,7.4,#N/A,#N/A,0,-24108,6.308,2014M11_3moAve,71
LAUCN010730000000003,CN0107300000000,01073,4.588,6.3,#N/A,#N/A,0,-24108,5.588,2014M12_3moAve,72
LAUCN010750000000003,CN0107500000000,01075,7.08,7.1,2012M04,2012M11_3moAve,2012M11_3moAve,47,8.08,2011M12_3moAve,36
LAUCN010770000000003,CN0107700000000,01077,5,7.8,#N/A,#N/A,0,-24108,6,,-24108
LAUCN010790000000003,CN0107900000000,01079,5.24,8.3,#N/A,#N/A,0,-24108,6.24,,-24108
LAUCN010810000000003,CN0108100000000,01081,4.396,5.9,2014M12,#N/A,0,-24108,5.396,2014M10_3moAve,70
LAUCN010830000000003,CN0108300000000,01083,4.004,5.9,#N/A,#N/A,0,-24108,5.004,,-24108
LAUCN010850000000003,CN0108500000000,01085,9.14,13.2,#N/A,#N/A,0,-24108,10.14,,-24108
LAUCN010870000000003,CN0108700000000,01087,6.38,9.6,#N/A,#N/A,0,-24108,7.38,2015M04_3moAve,76
LAUCN010890000000003,CN0108900000000,01089,3.592,6.1,#N/A,#N/A,0,-24108,4.592,,-24108
LAUCN010910000000003,CN0109100000000,01091,6.3,8.4,#N/A,#N/A,0,-24108,7.3,2014M11_3moAve,71
LAUCN010930000000003,CN0109300000000,01093,6.552,7.8,2014M12,#N/A,0,-24108,7.552,2013M05_3moAve,53
LAUCN010950000000003,CN0109500000000,01095,4.064,6.2,#N/A,#N/A,0,-24108,5.064,,-24108
LAUCN010970000000003,CN0109700000000,01097,4.816,7.9,#N/A,#N/A,0,-24108,5.816,,-24108
LAUCN010990000000003,CN0109900000000,01099,8.228,11.2,#N/A,#N/A,0,-24108,9.228,2015M04_3moAve,76
LAUCN011010000000003,CN0110100000000,01101,4.976,6.8,#N/A,#N/A,0,-24108,5.976,2014M12_3moAve,72
LAUCN011030000000003,CN0110300000000,01103,4.336,6.4,#N/A,#N/A,0,-24108,5.336,,-24108
LAUCN011050000000003,CN0110500000000,01105,9.792,11.6,2014M12,2015M02_3moAve,2015M02_3moAve,74,10.792,2014M11_3moAve,71
LAUCN011070000000003,CN0110700000000,01107,6.02,8.4,2015M04,#N/A,0,-24108,7.02,2014M11_3moAve,71
LAUCN011090000000003,CN0110900000000,01109,4.436,7.3,#N/A,#N/A,0,-24108,5.436,,-24108
LAUCN011110000000003,CN0111100000000,01111,6.16,6.6,2014M10,2014M11_3moAve,2014M11_3moAve,71,7.16,2013M05_3moAve,53
LAUCN011130000000003,CN0111300000000,01113,6.98,6.6,2013M04,2013M11_3moAve,2013M11_3moAve,59,7.98,2013M04_3moAve,52
LAUCN011150000000003,CN0111500000000,01115,4.168,5.7,#N/A,#N/A,0,-24108,5.168,2014M11_3moAve,71
LAUCN011170000000003,CN0111700000000,01117,3.148,4.6,#N/A,#N/A,0,-24108,4.148,2014M11_3moAve,71
LAUCN011190000000003,CN0111900000000,01119,7.596,9.3,2014M11,2014M12_3moAve,2014M12_3moAve,72,8.596,2013M05_3moAve,53
LAUCN011210000000003,CN0112100000000,01121,6.168,7.3,2014M12,2015M04_3moAve,2015M04_3moAve,76,7.168,2014M10_3moAve,70
LAUCN011230000000003,CN0112300000000,01123,6.2,6.8,2014M12,2014M12_3moAve,2014M12_3moAve,72,7.2,2014M10_3moAve,70
LAUCN011250000000003,CN0112500000000,01125,3.968,6.4,#N/A,#N/A,0,-24108,4.968,2014M12_3moAve,72
LAUCN011270000000003,CN0112700000000,01127,4.988,7.4,#N/A,#N/A,0,-24108,5.988,,-24108
LAUCN011290000000003,CN0112900000000,01129,7.144,10.3,#N/A,#N/A,0,-24108,8.144,2014M12_3moAve,72
LAUCN011310000000003,CN0113100000000,01131,11.712,16.2,#N/A,#N/A,0,-24108,12.712,,-24108
LAUCN011330000000003,CN0113300000000,01133,7.1,8.2,2015M04,#N/A,0,-24108,8.1,2014M11_3moAve,71
LAUCN020130000000003,CN0201300000000,02013,8.984,3.1,2009M01,2009M03_3moAve,2009M03_3moAve,3,9.984,2009M08_3moAve,8
LAUCN020160000000003,CN0201600000000,02016,6.144,3.1,2009M01,2009M03_3moAve,2009M03_3moAve,3,7.144,2009M08_3moAve,8
LAUCN020200000000003,CN0202000000000,02020,5.264,4.8,2012M07,2012M09_3moAve,2012M09_3moAve,45,6.264,2010M09_3moAve,21
LAUCN020500000000003,CN0205000000000,02050,13.316,15.7,2009M10,2009M01_3moAve,2009M01_3moAve,1,14.316,2009M09_3moAve,9
LAUCN020600000000003,CN0206000000000,02060,7.316,2.1,2009M05,2009M06_3moAve,2009M06_3moAve,6,8.316,2009M06_3moAve,6
LAUCN020680000000003,CN0206800000000,02068,9.228,3.8,2009M05,2009M06_3moAve,2009M06_3moAve,6,10.228,2009M06_3moAve,6
LAUCN020700000000003,CN0207000000000,02070,9.332,7.4,2009M07,2009M08_3moAve,2009M08_3moAve,8,10.332,2009M08_3moAve,8
LAUCN020900000000003,CN0209000000000,02090,5.812,4.9,2010M08,2010M09_3moAve,2010M09_3moAve,21,6.812,2009M08_3moAve,8
LAUCN021000000000003,CN0210000000000,02100,8.98,5.6,2009M05,2009M07_3moAve,2009M07_3moAve,7,9.98,2009M06_3moAve,6
LAUCN021100000000003,CN0211000000000,02110,4.66,4.3,2012M07,2012M09_3moAve,2012M09_3moAve,45,5.66,2009M07_3moAve,7
LAUCN021220000000003,CN0212200000000,02122,8.084,6.5,2010M08,2011M08_3moAve,2011M08_3moAve,32,9.084,2009M07_3moAve,7
LAUCN021300000000003,CN0213000000000,02130,5.912,5.2,2009M07,2009M07_3moAve,2009M07_3moAve,7,6.912,2009M06_3moAve,6
LAUCN021500000000003,CN0215000000000,02150,6.576,4.4,2009M01,2009M03_3moAve,2009M03_3moAve,3,7.576,2009M05_3moAve,5
LAUCN021640000000003,CN0216400000000,02164,6.404,8.5,2009M07,2009M08_3moAve,2009M08_3moAve,8,7.404,2009M07_3moAve,7
LAUCN021700000000003,CN0217000000000,02170,7.376,7.4,2013M08,2013M09_3moAve,2013M09_3moAve,57,8.376,2009M09_3moAve,9
LAUCN021800000000003,CN0218000000000,02180,10.792,12.9,2009M10,2009M01_3moAve,2009M01_3moAve,1,11.792,2009M10_3moAve,10
LAUCN021850000000003,CN0218500000000,02185,4.856,5.8,2009M01,2009M01_3moAve,2009M01_3moAve,1,5.856,2009M05_3moAve,5
LAUCN021880000000003,CN0218800000000,02188,11.204,16.5,2009M01,2009M01_3moAve,2009M01_3moAve,1,12.204,2009M09_3moAve,9
LAUCN022400000000003,CN0224000000000,02240,8.784,9.9,2009M07,2009M08_3moAve,2009M08_3moAve,8,9.784,2009M06_3moAve,6
LAUCN022610000000003,CN0226100000000,02261,8.744,6,2009M05,2009M06_3moAve,2009M06_3moAve,6,9.744,2009M05_3moAve,5
LAUCN022700000000003,CN0227000000000,02270,20.572,26.9,2009M01,2009M01_3moAve,2009M01_3moAve,1,21.572,2009M09_3moAve,9
LAUCN022820000000003,CN0228200000000,02282,7.468,7.2,2010M08,2010M09_3moAve,2010M09_3moAve,21,8.468,2009M08_3moAve,8
LAUCN022900000000003,CN0229000000000,02290,13.948,16.5,2009M05,2009M07_3moAve,2009M07_3moAve,7,14.948,2009M06_3moAve,6
LAUCN040010000000003,CN0400100000000,04001,10.116,14.8,#N/A,#N/A,0,-24108,11.116,,-24108
LAUCN040030000000003,CN0400300000000,04003,4.928,7.9,#N/A,#N/A,0,-24108,5.928,,-24108
LAUCN040050000000003,CN0400500000000,04005,4.62,7.2,#N/A,#N/A,0,-24108,5.62,,-24108
LAUCN040070000000003,CN0400700000000,04007,5.336,8.5,#N/A,#N/A,0,-24108,6.336,,-24108
LAUCN040090000000003,CN0400900000000,04009,5.62,8,#N/A,#N/A,0,-24108,6.62,2015M05_3moAve,77
LAUCN040110000000003,CN0401100000000,04011,4.228,8.1,#N/A,#N/A,0,-24108,5.228,2013M11_3moAve,59
LAUCN040120000000003,CN0401200000000,04012,6.372,7.8,#N/A,#N/A,0,-24108,7.372,2015M05_3moAve,77
LAUCN040130000000003,CN0401300000000,04013,4.272,5.7,#N/A,#N/A,0,-24108,5.272,2015M03_3moAve,75
LAUCN040150000000003,CN0401500000000,04015,6.112,8.7,#N/A,#N/A,0,-24108,7.112,,-24108
LAUCN040170000000003,CN0401700000000,04017,8.192,10.5,#N/A,#N/A,0,-24108,9.192,2015M05_3moAve,77
LAUCN040190000000003,CN0401900000000,04019,4.704,6.2,#N/A,#N/A,0,-24108,5.704,2015M03_3moAve,75
LAUCN040210000000003,CN0402100000000,04021,5.916,6.9,2015M03,2015M05_3moAve,2015M05_3moAve,77,6.916,2014M11_3moAve,71
LAUCN040230000000003,CN0402300000000,04023,9.116,14.2,2015M05,#N/A,0,-24108,10.116,2015M04_3moAve,76
LAUCN040250000000003,CN0402500000000,04025,4.88,6,2015M05,#N/A,0,-24108,5.88,2014M12_3moAve,72
LAUCN040270000000003,CN0402700000000,04027,16.02,26.6,2009M02,#N/A,0,-24108,17.02,,-24108
LAUCN050010000000003,CN0500100000000,05001,9.232,4.9,2012M03,2012M04_3moAve,2012M04_3moAve,40,10.232,2012M03_3moAve,39
LAUCN050030000000003,CN0500300000000,05003,7.88,9,2014M10,#N/A,0,-24108,8.88,2014M10_3moAve,70
LAUCN050050000000003,CN0500500000000,05005,5.716,6.3,#N/A,#N/A,0,-24108,6.716,2014M06_3moAve,66
LAUCN050070000000003,CN0500700000000,05007,3.94,4.4,#N/A,#N/A,0,-24108,4.94,2014M04_3moAve,64
LAUCN050090000000003,CN0500900000000,05009,5.268,5.8,#N/A,#N/A,0,-24108,6.268,2014M05_3moAve,65
LAUCN050110000000003,CN0501100000000,05011,6.644,7.1,2015M05,2015M06_3moAve,2015M06_3moAve,78,7.644,2014M11_3moAve,71
LAUCN050130000000003,CN0501300000000,05013,6.46,6.7,2009M09,2014M10_3moAve,2014M10_3moAve,70,7.46,2009M09_3moAve,9
LAUCN050150000000003,CN0501500000000,05015,4.432,4.5,2014M08,2014M10_3moAve,2014M10_3moAve,70,5.432,2009M09_3moAve,9
LAUCN050170000000003,CN0501700000000,05017,8.28,10.1,#N/A,#N/A,0,-24108,9.28,,-24108
LAUCN050190000000003,CN0501900000000,05019,5.768,6.6,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.768,2014M10_3moAve,70
LAUCN050210000000003,CN0502100000000,05021,8.688,7.7,2013M10,2014M05_3moAve,2014M05_3moAve,65,9.688,2013M09_3moAve,57
LAUCN050230000000003,CN0502300000000,05023,5.88,7.8,#N/A,#N/A,0,-24108,6.88,2009M10_3moAve,10
LAUCN050250000000003,CN0502500000000,05025,5.788,6.5,#N/A,#N/A,0,-24108,6.788,2014M10_3moAve,70
LAUCN050270000000003,CN0502700000000,05027,6.74,7.7,2014M04,2014M11_3moAve,2014M11_3moAve,71,7.74,2014M04_3moAve,64
LAUCN050290000000003,CN0502900000000,05029,5.184,6.9,#N/A,#N/A,0,-24108,6.184,2014M11_3moAve,71
LAUCN050310000000003,CN0503100000000,05031,4.944,5,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.944,2014M04_3moAve,64
LAUCN050330000000003,CN0503300000000,05033,4.876,5.9,#N/A,#N/A,0,-24108,5.876,2014M10_3moAve,70
LAUCN050350000000003,CN0503500000000,05035,7.188,7,2014M04,2014M06_3moAve,2014M06_3moAve,66,8.188,2013M10_3moAve,58
LAUCN050370000000003,CN0503700000000,05037,7.124,6.3,2013M10,2013M11_3moAve,2013M11_3moAve,59,8.124,2009M06_3moAve,6
LAUCN050390000000003,CN0503900000000,05039,7.132,8.2,#N/A,#N/A,0,-24108,8.132,2015M06_3moAve,78
LAUCN050410000000003,CN0504100000000,05041,9.372,8.7,2010M10,2012M10_3moAve,2012M10_3moAve,46,10.372,2010M10_3moAve,22
LAUCN050430000000003,CN0504300000000,05043,7.656,8,2014M10,2014M11_3moAve,2014M11_3moAve,71,8.656,2014M05_3moAve,65
LAUCN050450000000003,CN0504500000000,05045,4.56,5.3,#N/A,#N/A,0,-24108,5.56,2014M09_3moAve,69
LAUCN050470000000003,CN0504700000000,05047,4.46,6,#N/A,#N/A,0,-24108,5.46,2014M10_3moAve,70
LAUCN050490000000003,CN0504900000000,05049,5.108,6.1,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.108,2014M05_3moAve,65
LAUCN050510000000003,CN0505100000000,05051,5.564,6,#N/A,#N/A,0,-24108,6.564,2014M05_3moAve,65
LAUCN050530000000003,CN0505300000000,05053,5.084,5.1,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.084,2014M04_3moAve,64
LAUCN050550000000003,CN0505500000000,05055,6.536,6.2,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.536,2013M11_3moAve,59
LAUCN050570000000003,CN0505700000000,05057,5.852,6,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.852,2012M06_3moAve,42
LAUCN050590000000003,CN0505900000000,05059,5.936,6,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.936,2012M05_3moAve,41
LAUCN050610000000003,CN0506100000000,05061,5.492,5.6,2013M11,2014M05_3moAve,2014M05_3moAve,65,6.492,2012M06_3moAve,42
LAUCN050630000000003,CN0506300000000,05063,6.568,7.5,2015M04,#N/A,0,-24108,7.568,2014M10_3moAve,70
LAUCN050650000000003,CN0506500000000,05065,6.288,7.7,2014M10,#N/A,0,-24108,7.288,2014M05_3moAve,65
LAUCN050670000000003,CN0506700000000,05067,7.648,8.7,#N/A,#N/A,0,-24108,8.648,2014M10_3moAve,70
LAUCN050690000000003,CN0506900000000,05069,7.56,8.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,8.56,2014M10_3moAve,70
LAUCN050710000000003,CN0507100000000,05071,4.776,7.5,#N/A,#N/A,0,-24108,5.776,2014M12_3moAve,72
LAUCN050730000000003,CN0507300000000,05073,7.288,9.1,2014M10,2014M11_3moAve,2014M11_3moAve,71,8.288,2014M05_3moAve,65
LAUCN050750000000003,CN0507500000000,05075,6.98,7.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,7.98,2013M11_3moAve,59
LAUCN050770000000003,CN0507700000000,05077,8.976,8.1,2009M04,2009M05_3moAve,2009M05_3moAve,5,9.976,2009M05_3moAve,5
LAUCN050790000000003,CN0507900000000,05079,7.948,7.3,2014M03,2014M04_3moAve,2014M04_3moAve,64,8.948,2010M06_3moAve,18
LAUCN050810000000003,CN0508100000000,05081,4.052,6.3,#N/A,#N/A,0,-24108,5.052,,-24108
LAUCN050830000000003,CN0508300000000,05083,5.74,7.1,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.74,2014M04_3moAve,64
LAUCN050850000000003,CN0508500000000,05085,4.424,4.7,#N/A,#N/A,0,-24108,5.424,2014M05_3moAve,65
LAUCN050870000000003,CN0508700000000,05087,4.236,4.4,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.236,2012M12_3moAve,48
LAUCN050890000000003,CN0508900000000,05089,5.824,5.9,2014M09,2014M11_3moAve,2014M11_3moAve,71,6.824,2014M05_3moAve,65
LAUCN050910000000003,CN0509100000000,05091,4.264,5.8,#N/A,#N/A,0,-24108,5.264,,-24108
LAUCN050930000000003,CN0509300000000,05093,7.48,10.8,2014M10,#N/A,0,-24108,8.48,2014M10_3moAve,70
LAUCN050950000000003,CN0509500000000,05095,6.576,7.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.576,2009M05_3moAve,5
LAUCN050970000000003,CN0509700000000,05097,5.484,7,#N/A,#N/A,0,-24108,6.484,2009M08_3moAve,8
LAUCN050990000000003,CN0509900000000,05099,6.22,6.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.22,2013M11_3moAve,59
LAUCN051010000000003,CN0510100000000,05101,5.376,6.3,2014M04,2015M06_3moAve,2015M06_3moAve,78,6.376,2014M04_3moAve,64
LAUCN051030000000003,CN0510300000000,05103,6.844,7.3,2014M10,2014M12_3moAve,2014M12_3moAve,72,7.844,2009M05_3moAve,5
LAUCN051050000000003,CN0510500000000,05105,5.2,6.7,#N/A,#N/A,0,-24108,6.2,,-24108
LAUCN051070000000003,CN0510700000000,05107,7.232,8.8,#N/A,#N/A,0,-24108,8.232,2014M11_3moAve,71
LAUCN051090000000003,CN0510900000000,05109,5.848,7.4,#N/A,#N/A,0,-24108,6.848,2014M10_3moAve,70
LAUCN051110000000003,CN0511100000000,05111,6.836,6.1,2014M04,2014M06_3moAve,2014M06_3moAve,66,7.836,2014M04_3moAve,64
LAUCN051130000000003,CN0511300000000,05113,5.04,6.5,#N/A,#N/A,0,-24108,6.04,2014M11_3moAve,71
LAUCN051150000000003,CN0511500000000,05115,4.836,6.5,#N/A,#N/A,0,-24108,5.836,2014M11_3moAve,71
LAUCN051170000000003,CN0511700000000,05117,5.716,5.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.716,2013M12_3moAve,60
LAUCN051190000000003,CN0511900000000,05119,4.74,5.2,#N/A,#N/A,0,-24108,5.74,2014M05_3moAve,65
LAUCN051210000000003,CN0512100000000,05121,8.748,7.5,2009M04,2009M09_3moAve,2009M09_3moAve,9,9.748,2009M05_3moAve,5
LAUCN051230000000003,CN0512300000000,05123,9.512,8.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,10.512,2009M05_3moAve,5
LAUCN051250000000003,CN0512500000000,05125,4.312,4.6,#N/A,#N/A,0,-24108,5.312,2014M04_3moAve,64
LAUCN051270000000003,CN0512700000000,05127,4.688,5.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.688,2014M04_3moAve,64
LAUCN051290000000003,CN0512900000000,05129,5.14,6.5,#N/A,#N/A,0,-24108,6.14,2014M06_3moAve,66
LAUCN051310000000003,CN0513100000000,05131,5.052,5.4,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.052,2014M05_3moAve,65
LAUCN051330000000003,CN0513300000000,05133,4.1,6.6,#N/A,#N/A,0,-24108,5.1,,-24108
LAUCN051350000000003,CN0513500000000,05135,7.12,7.7,#N/A,#N/A,0,-24108,8.12,2014M10_3moAve,70
LAUCN051370000000003,CN0513700000000,05137,6.124,6.9,#N/A,#N/A,0,-24108,7.124,2010M07_3moAve,19
LAUCN051390000000003,CN0513900000000,05139,6.604,7.5,#N/A,#N/A,0,-24108,7.604,2014M05_3moAve,65
LAUCN051410000000003,CN0514100000000,05141,6.26,7.7,#N/A,#N/A,0,-24108,7.26,2014M10_3moAve,70
LAUCN051430000000003,CN0514300000000,05143,4.036,4.1,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.036,2013M11_3moAve,59
LAUCN051450000000003,CN0514500000000,05145,6.288,7,2014M10,2014M11_3moAve,2014M11_3moAve,71,7.288,2013M11_3moAve,59
LAUCN051470000000003,CN0514700000000,05147,8.392,7.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,9.392,2010M09_3moAve,21
LAUCN051490000000003,CN0514900000000,05149,4.412,6.2,#N/A,#N/A,0,-24108,5.412,2014M10_3moAve,70
LAUCN060010000000003,CN0600100000000,06001,5.424,5,2014M12,2014M12_3moAve,2014M12_3moAve,72,6.424,2014M04_3moAve,64
LAUCN060030000000003,CN0600300000000,06003,9.504,9.2,2009M01,2012M04_3moAve,2012M04_3moAve,40,10.504,2010M03_3moAve,15
LAUCN060050000000003,CN0600500000000,06005,6.712,6.5,2015M04,2015M05_3moAve,2015M05_3moAve,77,7.712,2014M10_3moAve,70
LAUCN060070000000003,CN0600700000000,06007,7.516,7.5,2014M09,2015M04_3moAve,2015M04_3moAve,76,8.516,2014M06_3moAve,66
LAUCN060090000000003,CN0600900000000,06009,7.512,6.7,2014M09,2014M10_3moAve,2014M10_3moAve,70,8.512,2014M05_3moAve,65
LAUCN060110000000003,CN0601100000000,06011,12.884,11.8,2009M09,2014M09_3moAve,2014M09_3moAve,69,13.884,2009M09_3moAve,9
LAUCN060130000000003,CN0601300000000,06013,5.432,5.2,2014M12,2015M02_3moAve,2015M02_3moAve,74,6.432,2014M05_3moAve,65
LAUCN060150000000003,CN0601500000000,06015,8.152,8.7,2015M05,#N/A,0,-24108,9.152,2015M04_3moAve,76
LAUCN060170000000003,CN0601700000000,06017,6.052,5.7,2015M03,2015M04_3moAve,2015M04_3moAve,76,7.052,2014M06_3moAve,66
LAUCN060190000000003,CN0601900000000,06019,9.52,9.6,2015M06,#N/A,0,-24108,10.52,2014M09_3moAve,69
LAUCN060210000000003,CN0602100000000,06021,9.628,9.2,2014M09,2014M10_3moAve,2014M10_3moAve,70,10.628,2013M11_3moAve,59
LAUCN060230000000003,CN0602300000000,06023,6.572,6,2014M05,2014M06_3moAve,2014M06_3moAve,66,7.572,2013M11_3moAve,59
LAUCN060250000000003,CN0602500000000,06025,20.124,24.2,#N/A,#N/A,0,-24108,21.124,2014M02_3moAve,62
LAUCN060270000000003,CN0602700000000,06027,5.736,5.8,2015M04,2015M06_3moAve,2015M06_3moAve,78,6.736,2014M06_3moAve,66
LAUCN060290000000003,CN0602900000000,06029,8.968,10,2014M09,#N/A,0,-24108,9.968,2014M09_3moAve,69
LAUCN060310000000003,CN0603100000000,06031,9.604,9.8,2014M09,#N/A,0,-24108,10.604,2014M09_3moAve,69
LAUCN060330000000003,CN0603300000000,06033,9.516,7.2,2014M04,2014M05_3moAve,2014M05_3moAve,65,10.516,2013M07_3moAve,55
LAUCN060350000000003,CN0603500000000,06035,8.844,6.9,2013M09,2014M07_3moAve,2014M07_3moAve,67,9.844,2013M09_3moAve,57
LAUCN060370000000003,CN0603700000000,06037,6.3,7.5,#N/A,#N/A,0,-24108,7.3,2015M05_3moAve,77
LAUCN060390000000003,CN0603900000000,06039,8.46,9.9,#N/A,#N/A,0,-24108,9.46,2014M10_3moAve,70
LAUCN060410000000003,CN0604100000000,06041,4.164,3.7,2014M04,2014M06_3moAve,2014M06_3moAve,66,5.164,2013M05_3moAve,53
LAUCN060430000000003,CN0604300000000,06043,6.808,5.7,2014M09,2015M06_3moAve,2015M06_3moAve,78,7.808,2014M07_3moAve,67
LAUCN060450000000003,CN0604500000000,06045,6.172,5.5,2014M09,2014M10_3moAve,2014M10_3moAve,70,7.172,2014M05_3moAve,65
LAUCN060470000000003,CN0604700000000,06047,11.308,10.8,2014M08,2014M09_3moAve,2014M09_3moAve,69,12.308,2013M10_3moAve,58
LAUCN060490000000003,CN0604900000000,06049,8.896,8.1,2014M09,2014M09_3moAve,2014M09_3moAve,69,9.896,2014M06_3moAve,66
LAUCN060510000000003,CN0605100000000,06051,5.388,6.1,#N/A,#N/A,0,-24108,6.388,2015M02_3moAve,74
LAUCN060530000000003,CN0605300000000,06053,7.852,6.4,2013M09,2014M07_3moAve,2014M07_3moAve,67,8.852,2013M07_3moAve,55
LAUCN060550000000003,CN0605500000000,06055,4.556,4.4,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.556,2014M05_3moAve,65
LAUCN060570000000003,CN0605700000000,06057,5.664,5.6,2015M03,2015M04_3moAve,2015M04_3moAve,76,6.664,2014M06_3moAve,66
LAUCN060590000000003,CN0605900000000,06059,4.572,4.7,2015M03,2015M04_3moAve,2015M04_3moAve,76,5.572,2014M05_3moAve,65
