series_id,FIPS,FIPS_code,bFIPS_code,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1
LAUCN020200000000003,CN0202000000000,02020,b02020,5.264,4.8,2012M07,2012M09_3moAve,2012M09_3moAve,45,6.264,2010M09_3moAve,21
LAUCN051470000000003,CN0514700000000,05147,b05147,8.392,7.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,9.392,2010M09_3moAve,21
LAUCN190050000000003,CN1900500000000,19005,b19005,5.6,3.8,2012M05,2012M09_3moAve,2012M09_3moAve,45,6.6,2010M09_3moAve,21
LAUCN190430000000003,CN1904300000000,19043,b19043,5.168,3.4,2011M07,2011M09_3moAve,2011M09_3moAve,33,6.168,2010M09_3moAve,21
LAUCN190810000000003,CN1908100000000,19081,b19081,5.052,2.5,2011M10,2011M11_3moAve,2011M11_3moAve,35,6.052,2010M09_3moAve,21
LAUCN190950000000003,CN1909500000000,19095,b19095,3.952,2.9,2012M07,2012M11_3moAve,2012M11_3moAve,47,4.952,2010M09_3moAve,21
LAUCN191090000000003,CN1910900000000,19109,b19109,3.78,2.5,2011M10,2011M11_3moAve,2011M11_3moAve,35,4.78,2010M09_3moAve,21
LAUCN191190000000003,CN1911900000000,19119,b19119,2.52,1.8,2011M10,2013M10_3moAve,2013M10_3moAve,58,3.52,2010M09_3moAve,21
LAUCN191310000000003,CN1913100000000,19131,b19131,3.688,2.5,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.688,2010M09_3moAve,21
LAUCN191490000000003,CN1914900000000,19149,b19149,3.196,2.6,2014M05,2015M04_3moAve,2015M04_3moAve,76,4.196,2010M09_3moAve,21
LAUCN211050000000003,CN2110500000000,21105,b21105,6.9,5.7,2013M08,2013M10_3moAve,2013M10_3moAve,58,7.9,2010M09_3moAve,21
LAUCN211090000000003,CN2110900000000,21109,b21109,12.472,8.5,2010M10,2011M11_3moAve,2011M11_3moAve,35,13.472,2010M09_3moAve,21
LAUCN261530000000003,CN2615300000000,26153,b26153,11.016,11.3,2010M09,2012M10_3moAve,2012M10_3moAve,46,12.016,2010M09_3moAve,21
LAUCN270790000000003,CN2707900000000,27079,b27079,6.736,4,2011M08,2011M09_3moAve,2011M09_3moAve,33,7.736,2010M09_3moAve,21
LAUCN271530000000003,CN2715300000000,27153,b27153,5.968,3.8,2011M08,2011M10_3moAve,2011M10_3moAve,34,6.968,2010M09_3moAve,21
LAUCN310350000000003,CN3103500000000,31035,b31035,2.972,2.9,2012M11,2013M09_3moAve,2013M09_3moAve,57,3.972,2010M09_3moAve,21
LAUCN311370000000003,CN3113700000000,31137,b31137,2.356,2.4,2014M10,2014M12_3moAve,2014M12_3moAve,72,3.356,2010M09_3moAve,21
LAUCN330070000000003,CN3300700000000,33007,b33007,4.888,4.2,2014M10,2014M10_3moAve,2014M10_3moAve,70,5.888,2010M09_3moAve,21
LAUCN460390000000003,CN4603900000000,46039,b46039,3.668,3.6,2013M07,2013M09_3moAve,2013M09_3moAve,57,4.668,2010M09_3moAve,21
LAUCN460570000000003,CN4605700000000,46057,b46057,3.08,3,2012M09,2013M07_3moAve,2013M07_3moAve,55,4.08,2010M09_3moAve,21
LAUCN530130000000003,CN5301300000000,53013,b53013,7.492,5.7,2012M09,2012M10_3moAve,2012M10_3moAve,46,8.492,2010M09_3moAve,21
LAUCN560270000000003,CN5602700000000,56027,b56027,3.168,3.1,2012M09,2015M04_3moAve,2015M04_3moAve,76,4.168,2010M09_3moAve,21
LAUCN560450000000003,CN5604500000000,56045,b56045,3.18,2.8,2013M08,2013M09_3moAve,2013M09_3moAve,57,4.18,2010M09_3moAve,21
LAUCN050410000000003,CN0504100000000,05041,b05041,9.372,8.7,2010M10,2012M10_3moAve,2012M10_3moAve,46,10.372,2010M10_3moAve,22
LAUCN130370000000003,CN1303700000000,13037,b13037,7.28,6.9,2012M11,2014M10_3moAve,2014M10_3moAve,70,8.28,2010M10_3moAve,22
LAUCN190230000000003,CN1902300000000,19023,b19023,4.332,3.7,2011M09,2011M11_3moAve,2011M11_3moAve,35,5.332,2010M10_3moAve,22
LAUCN190290000000003,CN1902900000000,19029,b19029,4.376,2.9,2012M08,2012M09_3moAve,2012M09_3moAve,45,5.376,2010M10_3moAve,22
LAUCN190670000000003,CN1906700000000,19067,b19067,5.152,3.3,2013M05,2013M08_3moAve,2013M08_3moAve,56,6.152,2010M10_3moAve,22
LAUCN190890000000003,CN1908900000000,19089,b19089,4.156,2.8,2012M07,2012M08_3moAve,2012M08_3moAve,44,5.156,2010M10_3moAve,22
LAUCN191330000000003,CN1913300000000,19133,b19133,5.448,3.6,2013M06,2013M07_3moAve,2013M07_3moAve,55,6.448,2010M10_3moAve,22
LAUCN191410000000003,CN1914100000000,19141,b19141,3.18,2.8,2013M05,2013M11_3moAve,2013M11_3moAve,59,4.18,2010M10_3moAve,22
LAUCN191430000000003,CN1914300000000,19143,b19143,3.564,2.6,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.564,2010M10_3moAve,22
LAUCN191570000000003,CN1915700000000,19157,b19157,4.232,3.8,2012M09,2012M11_3moAve,2012M11_3moAve,47,5.232,2010M10_3moAve,22
LAUCN191690000000003,CN1916900000000,19169,b19169,2.968,2.7,2012M11,2013M11_3moAve,2013M11_3moAve,59,3.968,2010M10_3moAve,22
LAUCN191730000000003,CN1917300000000,19173,b19173,4.036,3.2,2012M04,2012M05_3moAve,2012M05_3moAve,41,5.036,2010M10_3moAve,22
LAUCN191830000000003,CN1918300000000,19183,b19183,3.74,2.8,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.74,2010M10_3moAve,22
LAUCN260330000000003,CN2603300000000,26033,b26033,9.168,7.6,2011M10,2012M10_3moAve,2012M10_3moAve,46,10.168,2010M10_3moAve,22
LAUCN261410000000003,CN2614100000000,26141,b26141,13.12,8.4,2011M09,2012M08_3moAve,2012M08_3moAve,44,14.12,2010M10_3moAve,22
LAUCN270450000000003,CN2704500000000,27045,b27045,5.568,3.9,2011M10,2011M11_3moAve,2011M11_3moAve,35,6.568,2010M10_3moAve,22
LAUCN270490000000003,CN2704900000000,27049,b27049,5.292,3.6,2011M10,2011M10_3moAve,2011M10_3moAve,34,6.292,2010M10_3moAve,22
LAUCN270830000000003,CN2708300000000,27083,b27083,4.108,3,2011M10,2012M10_3moAve,2012M10_3moAve,46,5.108,2010M10_3moAve,22
LAUCN270970000000003,CN2709700000000,27097,b27097,6.828,4.5,2011M08,2011M10_3moAve,2011M10_3moAve,34,7.828,2010M10_3moAve,22
LAUCN271730000000003,CN2717300000000,27173,b27173,4.664,3.7,2011M10,2011M11_3moAve,2011M11_3moAve,35,5.664,2010M10_3moAve,22
LAUCN300590000000003,CN3005900000000,30059,b30059,6.252,3.5,2010M10,2011M09_3moAve,2011M09_3moAve,33,7.252,2010M10_3moAve,22
LAUCN310450000000003,CN3104500000000,31045,b31045,2.824,3.1,2013M11,2014M10_3moAve,2014M10_3moAve,70,3.824,2010M10_3moAve,22
LAUCN310950000000003,CN3109500000000,31095,b31095,3.264,2.7,2012M05,2012M06_3moAve,2012M06_3moAve,42,4.264,2010M10_3moAve,22
LAUCN311010000000003,CN3110100000000,31101,b31101,2.68,2.5,2014M08,2014M08_3moAve,2014M08_3moAve,68,3.68,2010M10_3moAve,22
LAUCN311090000000003,CN3110900000000,31109,b31109,2.916,2.5,2013M11,2014M09_3moAve,2014M09_3moAve,69,3.916,2010M10_3moAve,22
LAUCN311230000000003,CN3112300000000,31123,b31123,2.864,2.5,2013M08,2013M09_3moAve,2013M09_3moAve,57,3.864,2010M10_3moAve,22
LAUCN311290000000003,CN3112900000000,31129,b31129,2.772,2.3,2013M11,2014M08_3moAve,2014M08_3moAve,68,3.772,2010M10_3moAve,22
LAUCN311850000000003,CN3118500000000,31185,b31185,3.192,2.9,2012M09,2013M10_3moAve,2013M10_3moAve,58,4.192,2010M10_3moAve,22
LAUCN500010000000003,CN5000100000000,50001,b50001,4.128,3.5,2012M10,2012M10_3moAve,2012M10_3moAve,46,5.128,2010M10_3moAve,22
LAUCN500070000000003,CN5000700000000,50007,b50007,3.668,2.9,2011M10,2011M12_3moAve,2011M12_3moAve,36,4.668,2010M10_3moAve,22
LAUCN500190000000003,CN5001900000000,50019,b50019,6.512,4.8,2012M10,2013M07_3moAve,2013M07_3moAve,55,7.512,2010M10_3moAve,22
LAUCN500230000000003,CN5002300000000,50023,b50023,4.388,3.4,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.388,2010M10_3moAve,22
LAUCN516100000000003,CN5161000000000,51610,b51610,3.536,3.2,2012M04,2014M11_3moAve,2014M11_3moAve,71,4.536,2010M10_3moAve,22
LAUCN550910000000003,CN5509100000000,55091,b55091,4.932,3.7,2011M10,2011M11_3moAve,2011M11_3moAve,35,5.932,2010M10_3moAve,22
LAUCN171450000000003,CN1714500000000,17145,b17145,8.824,6.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,9.824,2010M11_3moAve,23
LAUCN190010000000003,CN1900100000000,19001,b19001,3.768,2.8,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.768,2010M11_3moAve,23
LAUCN190210000000003,CN1902100000000,19021,b19021,3.38,4.3,2013M10,2015M05_3moAve,2015M05_3moAve,77,4.38,2010M11_3moAve,23
LAUCN190610000000003,CN1906100000000,19061,b19061,4.188,3.3,2011M10,2012M09_3moAve,2012M09_3moAve,45,5.188,2010M11_3moAve,23
LAUCN191030000000003,CN1910300000000,19103,b19103,2.864,2.8,2014M10,2014M12_3moAve,2014M12_3moAve,72,3.864,2010M11_3moAve,23
LAUCN191050000000003,CN1910500000000,19105,b19105,4.308,3.3,2013M10,2014M10_3moAve,2014M10_3moAve,70,5.308,2010M11_3moAve,23
LAUCN191070000000003,CN1910700000000,19107,b19107,4.364,3.5,2013M10,2014M06_3moAve,2014M06_3moAve,66,5.364,2010M11_3moAve,23
LAUCN191850000000003,CN1918500000000,19185,b19185,4.384,3.6,2015M04,2015M05_3moAve,2015M05_3moAve,77,5.384,2010M11_3moAve,23
LAUCN200070000000003,CN2000700000000,20007,b20007,3.252,5.2,2013M12,2014M06_3moAve,2014M06_3moAve,66,4.252,2010M11_3moAve,23
LAUCN201850000000003,CN2018500000000,20185,b20185,3.676,5.6,2013M12,2013M12_3moAve,2013M12_3moAve,60,4.676,2010M11_3moAve,23
LAUCN261170000000003,CN2611700000000,26117,b26117,11.488,6,2011M04,2011M10_3moAve,2011M10_3moAve,34,12.488,2010M11_3moAve,23
LAUCN271290000000003,CN2712900000000,27129,b27129,5.5,4.3,2011M10,2012M10_3moAve,2012M10_3moAve,46,6.5,2010M11_3moAve,23
LAUCN271650000000003,CN2716500000000,27165,b27165,5.76,4.7,2011M09,2011M10_3moAve,2011M10_3moAve,34,6.76,2010M11_3moAve,23
LAUCN310130000000003,CN3101300000000,31013,b31013,3.452,2.8,2013M11,2014M01_3moAve,2014M01_3moAve,61,4.452,2010M11_3moAve,23
LAUCN310210000000003,CN3102100000000,31021,b31021,4.084,3.9,2012M11,2012M11_3moAve,2012M11_3moAve,47,5.084,2010M11_3moAve,23
LAUCN311550000000003,CN3115500000000,31155,b31155,3.332,2.9,2013M11,2014M09_3moAve,2014M09_3moAve,69,4.332,2010M11_3moAve,23
LAUCN421190000000003,CN4211900000000,42119,b42119,5.748,5.1,2013M09,2013M11_3moAve,2013M11_3moAve,59,6.748,2010M11_3moAve,23
LAUCN311770000000003,CN3117700000000,31177,b31177,2.972,3.1,2014M09,2014M10_3moAve,2014M10_3moAve,70,3.972,2010M12_3moAve,24
LAUCN460950000000003,CN4609500000000,46095,b46095,4.392,6.2,#N/A,#N/A,0,-24108,5.392,2010M12_3moAve,24
LAUCN481950000000003,CN4819500000000,48195,b48195,3.096,2.8,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.096,2010M12_3moAve,24
LAUCN560150000000003,CN5601500000000,56015,b56015,3.38,3,2014M10,2014M12_3moAve,2014M12_3moAve,72,4.38,2010M12_3moAve,24
LAUCN720610000000003,CN7206100000000,72061,b72061,6.992,5.4,2011M12,2012M06_3moAve,2012M06_3moAve,42,7.992,2011M01_3moAve,25
LAUCN401290000000003,CN4012900000000,40129,b40129,2.528,4.4,2012M03,2012M04_3moAve,2012M04_3moAve,40,3.528,2011M02_3moAve,26
LAUCN280250000000003,CN2802500000000,28025,b28025,13.852,11.6,2012M02,2012M03_3moAve,2012M03_3moAve,39,14.852,2011M03_3moAve,27
LAUCN400170000000003,CN4001700000000,40017,b40017,3.604,3.8,2012M03,2012M05_3moAve,2012M05_3moAve,41,4.604,2011M03_3moAve,27
LAUCN401410000000003,CN4014100000000,40141,b40141,4.38,4.6,2012M04,2014M11_3moAve,2014M11_3moAve,71,5.38,2011M03_3moAve,27
LAUCN170330000000003,CN1703300000000,17033,b17033,5.948,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,6.948,2011M04_3moAve,28
LAUCN190710000000003,CN1907100000000,19071,b19071,4.268,2.9,2012M12,2013M06_3moAve,2013M06_3moAve,54,5.268,2011M04_3moAve,28
LAUCN280170000000003,CN2801700000000,28017,b28017,10.312,8.7,2012M02,2012M03_3moAve,2012M03_3moAve,39,11.312,2011M04_3moAve,28
LAUCN400070000000003,CN4000700000000,40007,b40007,2.384,2.7,2012M04,2009M01_3moAve,2009M01_3moAve,1,3.384,2011M04_3moAve,28
LAUCN400270000000003,CN4002700000000,40027,b40027,3.572,3.6,2012M04,2014M10_3moAve,2014M10_3moAve,70,4.572,2011M04_3moAve,28
LAUCN400750000000003,CN4007500000000,40075,b40075,4.108,4.8,2012M04,2014M05_3moAve,2014M05_3moAve,65,5.108,2011M04_3moAve,28
LAUCN400830000000003,CN4008300000000,40083,b40083,3.74,4,2012M04,2014M11_3moAve,2014M11_3moAve,71,4.74,2011M04_3moAve,28
LAUCN400870000000003,CN4008700000000,40087,b40087,3.732,3.9,2012M04,2014M05_3moAve,2014M05_3moAve,65,4.732,2011M04_3moAve,28
LAUCN401190000000003,CN4011900000000,40119,b40119,3.816,3.6,2014M04,2014M04_3moAve,2014M04_3moAve,64,4.816,2011M04_3moAve,28
LAUCN170270000000003,CN1702700000000,17027,b17027,5.364,4.2,2014M04,2014M06_3moAve,2014M06_3moAve,66,6.364,2011M05_3moAve,29
LAUCN171890000000003,CN1718900000000,17189,b17189,5.208,3.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.208,2011M05_3moAve,29
LAUCN190510000000003,CN1905100000000,19051,b19051,4.78,3.6,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.78,2011M05_3moAve,29
LAUCN190530000000003,CN1905300000000,19053,b19053,3.964,3.1,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.964,2011M05_3moAve,29
LAUCN191450000000003,CN1914500000000,19145,b19145,4.7,3.9,2013M10,2014M06_3moAve,2014M06_3moAve,66,5.7,2011M05_3moAve,29
LAUCN191470000000003,CN1914700000000,19147,b19147,3.792,3,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.792,2011M05_3moAve,29
LAUCN201650000000003,CN2016500000000,20165,b20165,3.772,4.5,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.772,2011M05_3moAve,29
LAUCN202070000000003,CN2020700000000,20207,b20207,5.392,6.4,2013M11,2013M12_3moAve,2013M12_3moAve,60,6.392,2011M05_3moAve,29
LAUCN271330000000003,CN2713300000000,27133,b27133,3.508,2.2,2011M11,2011M12_3moAve,2011M12_3moAve,36,4.508,2011M05_3moAve,29
LAUCN291990000000003,CN2919900000000,29199,b29199,5.648,5.4,2011M10,2011M11_3moAve,2011M11_3moAve,35,6.648,2011M05_3moAve,29
LAUCN292270000000003,CN2922700000000,29227,b29227,5.02,3.9,2011M10,2011M11_3moAve,2011M11_3moAve,35,6.02,2011M05_3moAve,29
LAUCN310690000000003,CN3106900000000,31069,b31069,2.796,2,2013M05,2013M05_3moAve,2013M05_3moAve,53,3.796,2011M05_3moAve,29
LAUCN311050000000003,CN3110500000000,31105,b31105,3.064,3.2,2011M11,2013M10_3moAve,2013M10_3moAve,58,4.064,2011M05_3moAve,29
LAUCN400390000000003,CN4003900000000,40039,b40039,2.86,4.1,2014M04,2014M11_3moAve,2014M11_3moAve,71,3.86,2011M05_3moAve,29
LAUCN400430000000003,CN4004300000000,40043,b40043,2.736,3.9,2012M03,2012M04_3moAve,2012M04_3moAve,40,3.736,2011M05_3moAve,29
LAUCN400510000000003,CN4005100000000,40051,b40051,4.192,4.6,2012M04,2014M05_3moAve,2014M05_3moAve,65,5.192,2011M05_3moAve,29
LAUCN400590000000003,CN4005900000000,40059,b40059,2.544,3,2012M03,2012M05_3moAve,2012M05_3moAve,41,3.544,2011M05_3moAve,29
LAUCN401090000000003,CN4010900000000,40109,b40109,4.18,4,2014M04,2014M05_3moAve,2014M05_3moAve,65,5.18,2011M05_3moAve,29
LAUCN560310000000003,CN5603100000000,56031,b56031,4.008,3.4,2013M05,2013M06_3moAve,2013M06_3moAve,54,5.008,2011M05_3moAve,29
LAUCN190170000000003,CN1901700000000,19017,b19017,3.328,3.2,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.328,2011M06_3moAve,30
LAUCN190690000000003,CN1906900000000,19069,b19069,3.972,2.8,2012M05,2012M10_3moAve,2012M10_3moAve,46,4.972,2011M06_3moAve,30
LAUCN191510000000003,CN1915100000000,19151,b19151,3.168,2.8,2014M09,2014M09_3moAve,2014M09_3moAve,69,4.168,2011M06_3moAve,30
LAUCN201130000000003,CN2011300000000,20113,b20113,3.524,3.9,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.524,2011M06_3moAve,30
LAUCN271210000000003,CN2712100000000,27121,b27121,4.856,3.2,2011M10,2011M11_3moAve,2011M11_3moAve,35,5.856,2011M06_3moAve,30
LAUCN271590000000003,CN2715900000000,27159,b27159,7.784,5.4,2011M09,2011M10_3moAve,2011M10_3moAve,34,8.784,2011M06_3moAve,30
LAUCN190190000000003,CN1901900000000,19019,b19019,4.148,3.6,2012M10,2013M11_3moAve,2013M11_3moAve,59,5.148,2011M07_3moAve,31
LAUCN190650000000003,CN1906500000000,19065,b19065,4.856,4.1,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.856,2011M07_3moAve,31
LAUCN270950000000003,CN2709500000000,27095,b27095,8.304,5.2,2011M08,2011M10_3moAve,2011M10_3moAve,34,9.304,2011M07_3moAve,31
LAUCN271430000000003,CN2714300000000,27143,b27143,5.628,3.8,2011M10,2011M11_3moAve,2011M11_3moAve,35,6.628,2011M07_3moAve,31
LAUCN460870000000003,CN4608700000000,46087,b46087,3.116,2.3,2012M10,2013M07_3moAve,2013M07_3moAve,55,4.116,2011M07_3moAve,31
LAUCN460970000000003,CN4609700000000,46097,b46097,3.476,2.5,2012M06,2012M06_3moAve,2012M06_3moAve,42,4.476,2011M07_3moAve,31
LAUCN500050000000003,CN5000500000000,50005,b50005,4.812,4.5,2013M09,2013M10_3moAve,2013M10_3moAve,58,5.812,2011M07_3moAve,31
LAUCN720870000000003,CN7208700000000,72087,b72087,14.524,11.6,2011M06,2011M11_3moAve,2011M11_3moAve,35,15.524,2011M07_3moAve,31
LAUCN190590000000003,CN1905900000000,19059,b19059,4.208,3.1,2013M08,2013M09_3moAve,2013M09_3moAve,57,5.208,2011M08_3moAve,32
LAUCN191210000000003,CN1912100000000,19121,b19121,4.476,3.4,2013M07,2013M09_3moAve,2013M09_3moAve,57,5.476,2011M08_3moAve,32
LAUCN270410000000003,CN2704100000000,27041,b27041,4.692,3.1,2012M05,2012M09_3moAve,2012M09_3moAve,45,5.692,2011M08_3moAve,32
LAUCN270930000000003,CN2709300000000,27093,b27093,6.248,3.8,2011M10,2011M11_3moAve,2011M11_3moAve,35,7.248,2011M08_3moAve,32
LAUCN271610000000003,CN2716100000000,27161,b27161,5.06,4.5,2011M10,2012M11_3moAve,2012M11_3moAve,47,6.06,2011M08_3moAve,32
LAUCN460770000000003,CN4607700000000,46077,b46077,3.052,2.6,2012M07,2012M11_3moAve,2012M11_3moAve,47,4.052,2011M08_3moAve,32
LAUCN460830000000003,CN4608300000000,46083,b46083,2.368,2.3,2014M06,2014M07_3moAve,2014M07_3moAve,67,3.368,2011M08_3moAve,32
LAUCN500170000000003,CN5001700000000,50017,b50017,4.06,3.3,2012M10,2013M06_3moAve,2013M06_3moAve,54,5.06,2011M08_3moAve,32
LAUCN720510000000003,CN7205100000000,72051,b72051,9.996,7.3,2011M11,2011M12_3moAve,2011M12_3moAve,36,10.996,2011M08_3moAve,32
LAUCN190370000000003,CN1903700000000,19037,b19037,4.544,4,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.544,2011M09_3moAve,33
LAUCN190970000000003,CN1909700000000,19097,b19097,4.928,3.5,2012M07,2012M09_3moAve,2012M09_3moAve,45,5.928,2011M09_3moAve,33
LAUCN230210000000003,CN2302100000000,23021,b23021,7.912,5.1,2012M09,2014M06_3moAve,2014M06_3moAve,66,8.912,2011M09_3moAve,33
LAUCN270010000000003,CN2700100000000,27001,b27001,7.424,5.3,2011M09,2011M10_3moAve,2011M10_3moAve,34,8.424,2011M09_3moAve,33
LAUCN270250000000003,CN2702500000000,27025,b27025,6.296,4,2011M10,2011M11_3moAve,2011M11_3moAve,35,7.296,2011M09_3moAve,33
LAUCN270390000000003,CN2703900000000,27039,b27039,4.736,3.7,2011M11,2012M09_3moAve,2012M09_3moAve,45,5.736,2011M09_3moAve,33
LAUCN270430000000003,CN2704300000000,27043,b27043,5.72,4.5,2011M10,2011M11_3moAve,2011M11_3moAve,35,6.72,2011M09_3moAve,33
LAUCN270550000000003,CN2705500000000,27055,b27055,5.388,3.9,2011M10,2012M09_3moAve,2012M09_3moAve,45,6.388,2011M09_3moAve,33
LAUCN270570000000003,CN2705700000000,27057,b27057,6.988,5.2,2011M09,2012M07_3moAve,2012M07_3moAve,43,7.988,2011M09_3moAve,33
LAUCN270610000000003,CN2706100000000,27061,b27061,7.552,6.2,2011M09,2011M10_3moAve,2011M10_3moAve,34,8.552,2011M09_3moAve,33
LAUCN271450000000003,CN2714500000000,27145,b27145,5.04,3.7,2011M10,2012M10_3moAve,2012M10_3moAve,46,6.04,2011M09_3moAve,33
LAUCN271710000000003,CN2717100000000,27171,b27171,5.552,3.6,2011M10,2012M09_3moAve,2012M09_3moAve,45,6.552,2011M09_3moAve,33
LAUCN300950000000003,CN3009500000000,30095,b30095,3.776,3.2,2013M05,2013M08_3moAve,2013M08_3moAve,56,4.776,2011M09_3moAve,33
LAUCN460350000000003,CN4603500000000,46035,b46035,2.532,2.7,2014M07,2014M08_3moAve,2014M08_3moAve,68,3.532,2011M09_3moAve,33
LAUCN470270000000003,CN4702700000000,47027,b47027,9.232,9.7,2011M10,2014M06_3moAve,2014M06_3moAve,66,10.232,2011M09_3moAve,33
LAUCN500150000000003,CN5001500000000,50015,b50015,5.092,3.8,2012M10,2013M08_3moAve,2013M08_3moAve,56,6.092,2011M09_3moAve,33
LAUCN530070000000003,CN5300700000000,53007,b53007,5.78,4.2,2009M07,2013M09_3moAve,2013M09_3moAve,57,6.78,2011M09_3moAve,33
LAUCN560290000000003,CN5602900000000,56029,b56029,3.376,3.1,2015M07,#N/A,0,-24108,4.376,2011M09_3moAve,33
LAUCN190550000000003,CN1905500000000,19055,b19055,3.756,3,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.756,2011M10_3moAve,34
LAUCN191170000000003,CN1911700000000,19117,b19117,3.972,3.4,2014M04,2014M06_3moAve,2014M06_3moAve,66,4.972,2011M10_3moAve,34
LAUCN200910000000003,CN2009100000000,20091,b20091,4.32,4,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.32,2011M10_3moAve,34
LAUCN201170000000003,CN2011700000000,20117,b20117,3.456,3.6,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.456,2011M10_3moAve,34
LAUCN201630000000003,CN2016300000000,20163,b20163,4.116,5.5,2012M11,2013M06_3moAve,2013M06_3moAve,54,5.116,2011M10_3moAve,34
LAUCN211710000000003,CN2117100000000,21171,b21171,7.496,4.7,2012M04,2012M04_3moAve,2012M04_3moAve,40,8.496,2011M10_3moAve,34
LAUCN211750000000003,CN2117500000000,21175,b21175,9.168,7.4,2014M04,2014M09_3moAve,2014M09_3moAve,69,10.168,2011M10_3moAve,34
LAUCN230290000000003,CN2302900000000,23029,b23029,8.088,5.5,2013M08,2013M09_3moAve,2013M09_3moAve,57,9.088,2011M10_3moAve,34
LAUCN260570000000003,CN2605700000000,26057,b26057,8.932,6.4,2011M10,2011M12_3moAve,2011M12_3moAve,36,9.932,2011M10_3moAve,34
LAUCN260590000000003,CN2605900000000,26059,b26059,9.46,6.2,2011M11,2011M12_3moAve,2011M12_3moAve,36,10.46,2011M10_3moAve,34
LAUCN260630000000003,CN2606300000000,26063,b26063,8.388,5.4,2011M10,2011M11_3moAve,2011M11_3moAve,35,9.388,2011M10_3moAve,34
LAUCN260690000000003,CN2606900000000,26069,b26069,10.384,7,2012M08,2012M10_3moAve,2012M10_3moAve,46,11.384,2011M10_3moAve,34
LAUCN260910000000003,CN2609100000000,26091,b26091,8.8,5.6,2011M11,2011M12_3moAve,2011M12_3moAve,36,9.8,2011M10_3moAve,34
LAUCN261130000000003,CN2611300000000,26113,b26113,9.372,6.5,2011M10,2012M10_3moAve,2012M10_3moAve,46,10.372,2011M10_3moAve,34
LAUCN270090000000003,CN2700900000000,27009,b27009,5.508,4.1,2012M09,2012M10_3moAve,2012M10_3moAve,46,6.508,2011M10_3moAve,34
LAUCN270170000000003,CN2701700000000,27017,b27017,6.152,4.7,2011M10,2012M10_3moAve,2012M10_3moAve,46,7.152,2011M10_3moAve,34
LAUCN270190000000003,CN2701900000000,27019,b27019,4.408,3.3,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.408,2011M10_3moAve,34
LAUCN270230000000003,CN2702300000000,27023,b27023,4.728,4.3,2011M10,2012M10_3moAve,2012M10_3moAve,46,5.728,2011M10_3moAve,34
LAUCN270350000000003,CN2703500000000,27035,b27035,6.252,4.6,2012M09,2012M10_3moAve,2012M10_3moAve,46,7.252,2011M10_3moAve,34
LAUCN270470000000003,CN2704700000000,27047,b27047,5.296,4,2012M09,2012M10_3moAve,2012M10_3moAve,46,6.296,2011M10_3moAve,34
LAUCN270590000000003,CN2705900000000,27059,b27059,6.412,4,2012M08,2012M09_3moAve,2012M09_3moAve,45,7.412,2011M10_3moAve,34
LAUCN270670000000003,CN2706700000000,27067,b27067,4.612,3.4,2011M10,2012M10_3moAve,2012M10_3moAve,46,5.612,2011M10_3moAve,34
LAUCN270750000000003,CN2707500000000,27075,b27075,4.876,4.7,2012M10,2014M06_3moAve,2014M06_3moAve,66,5.876,2011M10_3moAve,34
LAUCN270990000000003,CN2709900000000,27099,b27099,4.316,3.3,2012M11,2013M09_3moAve,2013M09_3moAve,57,5.316,2011M10_3moAve,34
LAUCN271030000000003,CN2710300000000,27103,b27103,3.972,2.9,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.972,2011M10_3moAve,34
LAUCN271090000000003,CN2710900000000,27109,b27109,4.1,3.1,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.1,2011M10_3moAve,34
LAUCN271310000000003,CN2713100000000,27131,b27131,5.412,4,2011M10,2012M10_3moAve,2012M10_3moAve,46,6.412,2011M10_3moAve,34
LAUCN271370000000003,CN2713700000000,27137,b27137,5.936,5.2,2012M09,2012M10_3moAve,2012M10_3moAve,46,6.936,2011M10_3moAve,34
LAUCN271390000000003,CN2713900000000,27139,b27139,4.492,3.3,2012M10,2012M11_3moAve,2012M11_3moAve,47,5.492,2011M10_3moAve,34
