series_id,FIPS,Average2007,July2015,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1,Returned,Month,MonthNUm,County_Name,LAT,LON,State,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Civilian_labor_force_2011,Median_Household_Income_2013,Median_Household_Income_Percent_of_State_Total_2013,Pct_less_than_hs_2009_2013,Pct_HS_Grad_only_2009_2013,Pct_SomeCollege_2009_2013,Pct_college_grad_2009_2013,Net_Mig_2010_2014,MigRate_2010_2014,Total_Business_Establishments_2011,Business_Estab_under_20_emp,Business_Estab_20to99_emp,Business_Estab_100to499_emp,Business_Estab_over500_emp,Stimulus,StimulusPerCapita,farm,mine,manf,fsgov,serv,nonsp,house,loweduc,lowemp,perpov,poploss,rec,retire,perchldpov,PctBlack,Summer678,Spring345,Fall91011,StimPC_Limit,StimPC_Limit2,HolidaySeason,January,February,March,April,May,June,July,August,September,October,November,December,OilRegion,Bakken,EagleFord,Marcellus
LAUCN482110000000003,48211,1.956,2.8,2.956,2012M03_3moAve,27,1,03,3,"Hemphill County, TX",35.815956,-100.27921,TX,7,11,2388,69124,133.6659319,20.7249803,28.88100867,30.81166273,19.58234831,226,5.94,163,107,20.00,8.00,28.00,1032163,272,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.551775589,0,1,0,272,272,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN370290000000003,37029,4.636,6.7,5.636,2014M11_3moAve,59,1,11,11,"Camden County, NC",36.342344,-76.162488,NC,8,3,4595,60537,131.756845,13.7388724,25.16320475,42.25519288,18.84272997,199,1.99,107,91,5.00,4.00,7.00,2733398,273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.26942629,0,0,1,273,273,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
LAUCN510170000000003,51017,3.616,3.8,4.616,2014M05_3moAve,53,1,05,5,"Bath County, VA",38.068368,-79.731203,VA,8,7,2575,42951,68.45326321,9.962242231,40.48794656,29.39297125,20.15683997,-73,-1.54,128,103,12.00,1.00,12.00,1294596,275,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.279714739,0,1,0,275,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN510360000000003,51036,4.432,5.5,5.432,2014M12_3moAve,60,1,12,12,"Charles City County, VA",37.361054,-77.05417,VA,1,1,3938,48394,77.12805801,24.05504587,40.7706422,21.24770642,13.9266055,-125,-1.72,134,107,15.00,4.00,8.00,2028526,279,0,0,0,0,0,1,0,1,0,0,0,0,0,0,54.85128501,0,0,0,279,279,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0
LAUCN460730000000003,46073,2.4,2.1,3.4,2010M07_3moAve,7,1,07,7,"Jerauld County, SD",44.06341,-98.62317,SD,9,10,1231,48126,97.81707317,15.23358158,39.33649289,29.99322952,15.43669601,-63,-3.04,77,62,6.00,2.00,7.00,584213,280,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,280,280,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0
LAUCN180470000000003,18047,6.02,4.9,7.02,2014M05_3moAve,53,1,05,5,"Franklin County, IN",39.409762,-85.066964,IN,6,4,11218,53538,112.6925991,14.64373148,44.01494653,23.2379848,18.1033372,-314,-1.36,439,348,38.00,12.00,41.00,6482012,281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03160128211,0,1,0,281,281,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN511130000000003,51113,3.18,3.7,4.18,2013M11_3moAve,47,1,11,11,"Madison County, VA",38.412059,-78.276961,VA,8,4,7226,51805,82.56434776,20.24859237,32.94380113,25.01859131,21.78901519,-171,-1.28,264,221,18.00,3.00,22.00,3776570,284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.41373802,0,0,1,284,284,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
LAUCN131450000000003,13145,4.1,5.9,5.1,#N/A,#N/A,0,#N/A,#N/A,"Harris County, GA",32.731549,-84.912432,GA,2,2,16397,60977,127.6604208,10.83322128,28.71229438,33.14508538,27.30939895,542,1.69,377,311,13.00,8.00,45.00,9177632,285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.47246254,#N/A,#N/A,#N/A,285,285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN360470000000003,36047,5.72,5.9,6.72,2015M05_3moAve,65,1,05,5,"Kings County, NY",40.635045,-73.95064,NY,1,1,1169931,47067,82.20592088,21.49888224,27.28223687,20.60247566,30.61640522,6688,0.27,49837,43227,2568.00,1052.00,2990.00,741019667,295,0,0,0,0,1,0,1,1,1,0,0,0,0,1,36.4393999,0,1,0,295,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN120290000000003,12029,5.92,6.6,6.92,2014M11_3moAve,59,1,11,11,"Dixie County, FL",29.580899,-83.195666,FL,6,7,5733,31649,68.77077856,21.49367089,38.74261603,31.39240506,8.371308017,-288,-1.75,173,143,6.00,9.00,15.00,4834756,295,0,0,0,1,0,0,0,1,1,0,0,0,1,1,8.975193462,0,0,1,295,295,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
LAUCN300690000000003,30069,5.432,4.1,6.432,2010M02_3moAve,2,1,02,2,"Petroleum County, MT",47.141917,-108.226575,MT,9,12,280,37276,79.49160856,4.0302267,47.6070529,32.99748111,15.36523929,-13,-2.63,15,13,0.00,1.00,1.00,150423,304,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,304,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN370590000000003,37059,5.412,5.5,6.412,2013M12_3moAve,48,1,12,12,"Davie County, NC",35.929355,-80.542552,NC,2,2,19984,49708,108.1878727,14.55136181,33.00843357,27.56463431,24.8755703,198,0.48,771,574,56.00,32.00,109.00,12661606,306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.797760873,0,0,0,306,306,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0
LAUCN190230000000003,19023,4.332,3.7,5.332,2010M10_3moAve,10,1,10,10,"Butler County, IA",42.734708,-92.780066,IA,8,7,8173,53920,103.1251195,9.135259231,42.95963268,32.9251961,14.979912,210,1.41,341,267,27.00,15.00,32.00,4621514,310,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08493956223,0,0,1,310,310,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0
LAUCN482990000000003,48299,4.096,4.3,5.096,2014M06_3moAve,54,1,06,6,"Llano County, TX",30.707584,-98.68469,TX,7,11,8009,45669,88.3107089,13.29621528,26.71173858,34.58606748,25.40597866,690,3.57,436,362,20.00,14.00,40.00,6017883,312,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0.2992255339,1,0,0,312,312,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0
LAUCN210630000000003,21063,7.892,9.9,8.892,2014M11_3moAve,59,1,11,11,"Elliott County, KY",38.115438,-83.097209,KY,9,12,2330,29544,68.21991826,29.95780591,38.83691066,23.46358466,7.741698771,-189,-2.41,41,29,2.00,2.00,8.00,2464691,312,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0.02963841138,0,0,1,312,312,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
LAUCN210870000000003,21087,6.884,5.5,7.884,2012M11_3moAve,35,1,11,11,"Green County, KY",37.269637,-85.561403,KY,8,7,5449,32309,74.60456739,23.71730382,45.34708249,18.93863179,11.99698189,-124,-1.10,163,123,5.00,14.00,21.00,3509386,313,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2.61330092,0,0,1,313,313,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
LAUCN121250000000003,12125,4.02,5.5,5.02,#N/A,#N/A,0,#N/A,#N/A,"Union County, FL",30.05428,-82.366918,FL,6,4,5320,40841,88.74426892,26.11636094,36.97424495,26.90383546,10.00555864,-322,-2.07,134,96,9.00,12.00,17.00,4873073,314,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22.83886326,#N/A,#N/A,#N/A,314,314,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN131810000000003,13181,6.396,7.5,7.396,2014M12_3moAve,60,1,12,12,"Lincoln County, GA",33.792151,-82.448299,GA,2,2,3636,35683,74.70532817,17.93264063,45.41383017,25.22393407,11.42959513,-303,-3.79,135,114,8.00,4.00,9.00,2500911,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34.36751318,0,0,0,314,314,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0
LAUCN511030000000003,51103,5.024,5.7,6.024,2014M11_3moAve,59,1,11,11,"Lancaster County, VA",37.704843,-76.412663,VA,9,12,5594,46578,74.23380349,12.07343169,30.13852911,29.4853024,28.30273679,83,0.73,500,403,30.00,31.00,36.00,3633323,319,0,0,0,0,1,0,0,0,1,0,0,1,1,0,28.87524855,0,0,1,319,319,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
LAUCN180090000000003,18009,6.672,5.9,7.672,2014M05_3moAve,53,1,05,5,"Blackford County, IN",40.472672,-85.32373,IN,6,6,5525,39373,82.87656816,13.97167139,50.83286119,25.38243626,9.813031161,-362,-2.84,246,152,25.00,28.00,41.00,4075291,320,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1210136674,0,1,0,320,320,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN390750000000003,39075,4.444,3.5,5.444,2011M12_3moAve,24,1,12,12,"Holmes County, OH",40.565406,-81.929925,OH,7,9,19588,49118,102.0358137,44.77189477,32.23443223,14.50632701,8.487345987,-660,-1.56,1096,860,114.00,67.00,55.00,13732763,324,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3261176591,0,0,0,324,324,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0
LAUCN080930000000003,08093,4.16,3.5,5.16,2014M06_3moAve,54,1,06,6,"Park County, CO",39.118914,-105.717648,CO,1,1,9402,57510,97.57049303,4.436528497,24.85427461,38.68199482,32.02720207,61,0.38,437,412,6.00,8.00,11.00,5269639,324,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0.4957653377,1,0,0,324,324,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0
LAUCN201410000000003,20141,3.608,4.9,4.608,2010M10_3moAve,10,1,10,10,"Osborne County, KS",39.348261,-98.767942,KS,9,12,2261,38493,75.6366423,11.50822016,37.1336669,33.30950679,18.04860615,-63,-1.63,150,108,25.00,8.00,9.00,1243436,324,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.06738544474,0,0,1,324,324,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0
LAUCN310310000000003,31031,2.288,2.2,3.288,2010M01_3moAve,1,1,01,1,"Cherry County, NE",42.571323,-101.047653,NE,7,11,3454,43229,83.93654615,7.49516441,31.86653772,39.31334623,21.32495164,-4,-0.07,215,174,17.00,9.00,15.00,1857849,325,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06506180872,0,0,0,325,325,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN511110000000003,51111,5.216,6,6.216,2014M01_3moAve,49,1,01,1,"Lunenburg County, VA",36.946094,-78.241985,VA,9,12,5515,37712,60.10359391,30.95134666,34.07906169,23.08861859,11.88097307,-309,-2.39,178,150,6.00,9.00,13.00,4207010,326,0,0,0,1,0,0,0,1,0,0,0,0,0,1,38.5820782,0,0,0,326,326,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN483870000000003,48387,5.644,6.4,6.644,2014M12_3moAve,60,1,12,12,"Red River County, TX",33.619625,-95.048429,TX,6,6,5487,31409,60.73597092,23.33369342,37.4635411,24.72723344,14.47553203,-227,-1.76,168,124,18.00,10.00,16.00,4193876,326,0,0,1,0,0,0,0,1,0,0,1,0,0,1,17.80075451,0,0,0,326,326,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0
LAUCN482710000000003,48271,4.944,6.9,5.944,2015M05_3moAve,65,1,05,5,"Kinney County, TX",29.347086,-100.4177,TX,7,10,1269,41271,79.80624202,31.07366771,26.09717868,28.21316614,14.61598746,-60,-1.67,30,23,1.00,3.00,3.00,1171940,326,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1.686889612,0,1,0,326,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN131830000000003,13183,4.036,6.6,5.036,#N/A,#N/A,0,#N/A,#N/A,"Long County, GA",31.749563,-81.74287,GA,3,2,6367,41147,86.1446666,14.99100315,39.82231219,31.15159694,14.03508772,2023,14.00,70,52,7.00,6.00,5.00,4782972,327,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24.25271739,#N/A,#N/A,#N/A,327,327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN370530000000003,37053,3.732,5.6,4.732,#N/A,#N/A,0,#N/A,#N/A,"Currituck County, NC",36.372174,-75.941224,NC,1,1,12337,57577,125.3144996,15.00540411,34.22601177,32.37060166,18.39798247,1343,5.70,574,455,36.00,25.00,58.00,7766398,328,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.245739417,#N/A,#N/A,#N/A,328,328,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN131250000000003,13125,5.936,7.2,6.936,2015M04_3moAve,64,1,04,4,"Glascock County, GA",33.227491,-82.606913,GA,9,12,1337,37955,79.46194913,21.74329502,43.34291188,25.28735632,9.626436782,-9,-0.29,25,16,4.00,1.00,4.00,1012917,329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.294209703,0,1,0,329,329,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN080230000000003,08023,7.4,6.5,8.4,2014M09_3moAve,57,1,09,9,"Costilla County, CO",37.277547,-105.42894,CO,9,12,1580,28233,47.89963014,23.51553284,28.86354699,28.07707432,19.54384585,67,1.90,48,37,2.00,3.00,6.00,1167117,331,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0.7917007917,0,0,1,331,331,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0
LAUCN261130000000003,26113,9.372,6.5,10.372,2011M10_3moAve,22,1,10,10,"Missaukee County, MI",44.325424,-85.085471,MI,9,8,7041,40226,83.45643154,14.01969387,43.45325144,29.48230477,13.04474993,116,0.78,273,226,15.00,12.00,20.00,4925602,332,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2003039094,0,0,1,332,332,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0
LAUCN010210000000003,01021,4.192,6.2,5.192,2015M04_3moAve,64,1,04,4,"Chilton County, AL",32.854051,-86.726607,AL,1,1,19521,41348,96.42274148,24.04955293,40.10306464,22.92676268,12.92061975,-37,-0.08,709,520,60.00,32.00,97.00,14606773,334,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10.60793575,0,1,0,334,334,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN200470000000003,20047,3.136,4.4,4.136,2011M11_3moAve,23,1,11,11,"Edwards County, KS",37.883595,-99.304746,KS,9,10,1665,45687,89.77245933,14.36593355,31.53954141,31.77351427,22.32101076,-25,-0.82,102,73,9.00,10.00,10.00,1025222,336,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3189330241,0,0,1,336,336,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
LAUCN181150000000003,18115,5.544,5.3,6.544,2014M10_3moAve,58,1,10,10,"Ohio County, IN",38.940527,-84.964299,IN,1,1,3211,50518,106.335775,14.64188577,47.43880326,24.79601088,13.12330009,-105,-1.71,85,71,4.00,3.00,7.00,2068732,338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4801707274,0,0,1,338,338,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0
LAUCN450350000000003,45035,4.976,6,5.976,2013M12_3moAve,48,1,12,12,"Dorchester County, SC",33.082186,-80.404697,SC,2,2,66824,55193,124.5610472,10.6289329,29.31444433,35.50977074,24.54685202,7545,5.52,2112,1499,175.00,113.00,325.00,47250745,344,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25.07545663,0,0,0,344,344,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0
LAUCN132190000000003,13219,3.484,4.9,4.484,2015M01_3moAve,61,1,01,1,"Oconee County, GA",33.834125,-83.437728,GA,3,2,16904,72478,151.7387208,8.732916377,19.84248321,28.33449155,43.09010887,1752,5.34,942,746,69.00,30.00,97.00,11340247,344,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.417540515,0,0,0,344,344,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN360050000000003,36005,7.172,7.7,8.172,2015M06_3moAve,66,1,06,6,"Bronx County, NY",40.848711,-73.852939,NY,1,1,584027,33079,57.77486682,30.11796082,27.50854195,24.2725211,18.10097612,1194,0.09,16404,13197,1043.00,610.00,1554.00,478986084,345,0,0,0,0,1,0,1,1,1,0,0,0,0,1,35.64379244,1,0,0,345,345,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0
LAUCN051050000000003,05105,5.2,6.7,6.2,#N/A,#N/A,0,#N/A,#N/A,"Perry County, AR",34.946363,-92.926877,AR,2,2,4517,42328,104.2433198,15.39636263,44.78689435,27.90503957,11.91170346,-150,-1.44,109,83,10.00,8.00,8.00,3598664,345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.733764326,#N/A,#N/A,#N/A,345,345,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN281570000000003,28157,8.164,12.6,9.164,#N/A,#N/A,0,#N/A,#N/A,"Wilkinson County, MS",31.161091,-91.324617,MS,8,7,3461,26373,69.05553664,28.14407814,37.56105006,22.52747253,11.76739927,-712,-7.21,155,115,11.00,15.00,14.00,3394156,345,0,0,0,0,0,1,0,1,1,1,0,0,0,1,68.21179209,#N/A,#N/A,#N/A,345,345,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN080790000000003,08079,4.9,3.2,5.9,2011M02_3moAve,14,1,02,2,"Mineral County, CO",37.651483,-106.932303,CO,9,12,426,50286,85.31437685,3.53460972,24.74226804,32.4005891,39.32253314,-17,-2.39,65,59,2.00,0.00,4.00,244878,345,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,345,345,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN210450000000003,21045,5.912,6.2,6.912,2014M07_3moAve,55,1,07,7,"Casey County, KY",37.321962,-84.92822,KY,9,10,6976,29303,67.66342624,30.33769063,37.79956427,23.49310094,8.369644154,-100,-0.63,221,158,24.00,13.00,26.00,5545266,347,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0.3301611963,1,0,0,347,347,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0
LAUCN516100000000003,51610,3.536,3.2,4.536,2010M10_3moAve,10,1,10,10,"Falls Church city, VA",38.883787,-77.174639,VA,1,1,7521,117452,187.1894175,2.676908752,10.64944134,12.27886406,74.39478585,893,7.27,804,615,77.00,37.00,75.00,4348057,347,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.276476824,0,0,1,347,347,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0
LAUCN210230000000003,21023,6.572,6.1,7.572,2014M08_3moAve,56,1,08,8,"Bracken County, KY",38.680365,-84.115235,KY,1,1,3978,43222,99.80372688,19.08962597,42.36062103,24.36485533,14.18489767,-157,-1.85,101,82,6.00,6.00,7.00,2946924,347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6160164271,1,0,0,347,347,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0
LAUCN120150000000003,12015,6.692,6.2,7.692,2013M11_3moAve,47,1,11,11,"Charlotte County, FL",26.868933,-81.941077,FL,3,2,65692,43611,94.76326025,11.23499209,34.48249238,33.0401884,21.24232714,13557,8.47,3542,2723,197.00,77.00,545.00,55620572,348,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.391111864,0,0,1,348,348,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
LAUCN211630000000003,21163,6.824,6,7.824,2014M05_3moAve,53,1,05,5,"Meade County, KY",37.967476,-86.200863,KY,3,2,12808,45984,106.1814487,13.70228194,39.55001066,34.04243975,12.70526765,352,1.23,341,269,21.00,16.00,35.00,10011081,349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.129188964,0,1,0,349,349,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN510270000000003,51027,4.948,11.6,5.948,#N/A,#N/A,0,#N/A,#N/A,"Buchanan County, VA",37.26812,-82.038151,VA,9,10,8474,31621,50.39604749,31.83917108,34.73927244,25.15485978,8.2666967,-701,-2.91,453,330,34.00,26.00,63.00,8391126,349,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.62436059,#N/A,#N/A,#N/A,349,349,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN510070000000003,51007,3.588,5.1,4.588,#N/A,#N/A,0,#N/A,#N/A,"Amelia County, VA",37.331927,-77.977462,VA,1,1,6265,52055,82.96278588,21.08120084,36.37974964,28.50337875,14.03567077,85,0.67,271,220,21.00,10.00,20.00,4442563,349,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28.05263158,#N/A,#N/A,#N/A,349,349,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN511530000000003,51153,2.868,4.3,3.868,#N/A,#N/A,0,#N/A,#N/A,"Prince William County, VA",38.701119,-77.479579,VA,1,1,225329,93671,149.2883895,10.92327499,21.1913374,29.76849156,38.11689605,21872,5.44,7037,4765,582.00,295.00,1395.00,142005349,350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.76373245,#N/A,#N/A,#N/A,350,350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN130190000000003,13019,5.624,7.6,6.624,#N/A,#N/A,0,#N/A,#N/A,"Berrien County, GA",31.288652,-83.22787,GA,6,6,7870,37903,79.3530828,23.17777431,32.24598096,31.77774309,12.79850164,-758,-3.93,278,208,23.00,13.00,34.00,6751780,350,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11.43209116,#N/A,#N/A,#N/A,350,350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0,0,0
LAUCN482950000000003,48295,2.68,3.8,3.68,2012M11_3moAve,35,1,11,11,"Lipscomb County, TX",36.2802,-100.272683,TX,9,12,1742,56484,109.2238079,18.37505905,33.16013226,26.92489372,21.53991497,178,5.39,96,81,6.00,2.00,7.00,1148738,350,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5233889434,0,0,1,350,350,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
LAUCN132070000000003,13207,4.84,6.4,5.84,2015M04_3moAve,64,1,04,4,"Monroe County, GA",33.017435,-83.922938,GA,3,2,12732,54793,114.7137025,20.50723849,35.3325351,25.47621639,18.68401001,460,1.74,491,372,27.00,27.00,65.00,9277404,351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.93124052,0,1,0,351,351,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN210910000000003,21091,5.464,5,6.464,2014M06_3moAve,54,1,06,6,"Hancock County, KY",37.843325,-86.792761,KY,3,2,4075,50809,117.3228346,13.22357019,47.20970537,28.09358752,11.47313692,82,0.96,131,86,9.00,10.00,26.00,3006915,351,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8460438513,1,0,0,351,351,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0
LAUCN201170000000003,20117,3.456,3.6,4.456,2011M10_3moAve,22,1,10,10,"Marshall County, KS",39.782709,-96.521243,KS,6,6,5993,50087,98.41821897,7.1899089,44.82130343,32.9782761,15.01051156,-72,-0.71,371,288,36.00,26.00,21.00,3556325,352,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.227998176,0,0,1,352,352,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0
LAUCN483730000000003,48373,5.972,6.3,6.972,2014M01_3moAve,49,1,01,1,"Polk County, TX",30.784553,-94.837338,TX,6,4,17637,39833,77.02556368,23.07692308,35.21053117,30.41860179,11.29394396,1070,2.36,700,524,62.00,27.00,87.00,16012506,353,0,0,0,0,0,1,0,1,1,0,0,0,1,1,13.16704349,0,0,0,353,353,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN190950000000003,19095,3.952,2.9,4.952,2010M09_3moAve,9,1,09,9,"Iowa County, IA",41.683918,-92.059123,IA,6,6,9612,58028,110.9819072,6.791856792,37.82028782,34.43313443,20.95472095,-37,-0.23,482,340,29.00,29.00,84.00,5777712,354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1722927701,0,0,1,354,354,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0
LAUCN300390000000003,30039,5.704,5,6.704,2014M07_3moAve,55,1,07,7,"Granite County, MT",46.395955,-113.427356,MT,8,7,1460,41391,88.26690551,11.83838384,33.81818182,27.7979798,26.54545455,165,5.36,103,92,9.00,1.00,1.00,1092533,354,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,354,354,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0
LAUCN181190000000003,18119,5.624,6.1,6.624,2015M05_3moAve,65,1,05,5,"Owen County, IN",39.317339,-86.838845,IN,3,2,10136,42994,90.49844237,16.82808717,45.72235674,26.42588109,11.02367501,-578,-2.68,296,237,26.00,7.00,26.00,7667189,355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2524557055,0,1,0,355,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
LAUCN261190000000003,26119,13.472,8.8,14.472,2012M10_3moAve,34,1,10,10,"Montmorency County, MI",45.024134,-84.130107,MI,9,10,3348,33742,70.00414938,15.12370311,41.48709763,33.43974461,9.949454642,-98,-1.00,211,166,15.00,9.00,21.00,3466310,355,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.2423654872,0,0,1,355,355,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0
